,coef_down,coef_same,coef_up,max_abs_coef
ticker__ticker_SHW,0.42040158463234556,0.1286453921022134,-0.7846107806286456,0.7846107806286456
ticker__ticker_CTVA,-0.5944715389909507,0.7013626393752592,0.0,0.7013626393752592
ticker__ticker_LIN,-0.3089396688267101,0.6546407328072582,-0.09540677110013653,0.6546407328072582
ticker__ticker_FCX,0.11243742771151809,-0.6026767537480507,0.23996258351400393,0.6026767537480507
ticker__ticker_ECL,-0.16421551074592045,0.5066619396901774,-0.09216807157113588,0.5066619396901774
num__VIX_Lag1,0.03032028360654521,-0.43592409454084546,0.15532137704048873,0.43592409454084546
ticker__ticker_NEM,-0.24238338756426595,0.0,0.4116617383941981,0.4116617383941981
ticker__ticker_STLD,0.13455146704972812,-0.3987128488069464,0.023965607556556613,0.3987128488069464
ticker__ticker_CF,0.0,-0.2807517694496563,0.3985570229832168,0.3985570229832168
num__VIX_Lag3,-0.2367534361726866,0.0,0.32394641281063014,0.32394641281063014
ticker__ticker_DOW,0.30313325749146963,-0.29111145368203534,0.0,0.30313325749146963
num__VIX_Lag2,0.015936659926763373,0.030160751914061753,-0.2960872345019667,0.2960872345019667
ticker__ticker_APD,0.0,0.09181344833324223,-0.25747301692755137,0.25747301692755137
num__roa,0.0,0.25235599150740284,-0.022621787477303958,0.25235599150740284
ticker__ticker_LYB,0.2436934519268113,0.0,-0.04794420361399935,0.2436934519268113
num__VIX_Lag10,-0.22957436514892232,0.08186661803699413,0.0,0.22957436514892232
num__debt_to_equity,-0.21743576502310366,0.04133955377271691,0.013038305912465189,0.21743576502310366
num__roe,0.0,-0.20930695586311215,0.110580303947476,0.20930695586311215
ticker__ticker_NUE,0.0,-0.1063523947036721,0.2022049693919707,0.2022049693919707
num__IPI_IPI_QOQ,0.18029641124838308,0.0,-0.1278990460694649,0.18029641124838308
ticker__ticker_EMN,0.1493164669660278,0.0,-0.17274733688635024,0.17274733688635024
ticker__ticker_MOS,-0.12127413671280075,0.0,0.16752710561422585,0.16752710561422585
num__IPI_IPI_SA,-0.14742175111334319,0.0,0.1653270939407051,0.1653270939407051
ticker__ticker_IFF,0.0,0.1582130251861516,-0.06973193418248844,0.1582130251861516
ticker__ticker_ALB,0.0,-0.14716878346481893,0.1400854893517987,0.14716878346481893
num__VIX_Lag20,0.14082803984818174,0.0,-0.0715055192871739,0.14082803984818174
num__Return_Lag20,-0.04400243384967646,0.0,0.13621506873757755,0.13621506873757755
num__VIX_Lag5,0.0,0.0042958312900850575,-0.12707667310828716,0.12707667310828716
num__ocf_to_assets,-0.1239389896570478,0.020819089304208237,0.0,0.1239389896570478
num__current_ratio,-0.04647551507138283,0.12374700046627202,0.0,0.12374700046627202
num__free_cf_margin,0.10689421820196868,-0.027850377928532847,0.0,0.10689421820196868
num__op_margin,0.0,0.10395572511809315,-0.06198053272288382,0.10395572511809315
ticker__ticker_PPG,0.0,0.10070973762449661,-0.04553331899532254,0.10070973762449661
ticker__ticker_DD,-0.09161953247622855,0.0,0.010208680072241622,0.09161953247622855
num__Sentiment_Lag2,-0.09123663852224663,0.016253001431380313,0.0,0.09123663852224663
num__Sentiment_Lag1_cubic,0.018849164086941112,0.0,-0.08301266409065648,0.08301266409065648
ticker__ticker_MLM,0.0,-0.07125580857932068,0.018694968775388003,0.07125580857932068
num__Sentiment_Lag20,0.06654298841003684,0.0,-0.06041105928482533,0.06654298841003684
num__Return_Lag1,0.03762664574948085,0.0,-0.0651021181510305,0.0651021181510305
num__Sentiment_Lag5,-0.06281597509422597,0.0,0.010224322792495282,0.06281597509422597
num__Return_Lag2,0.004153003085243683,0.0,-0.05694582802675769,0.05694582802675769
num__Sentiment_Lag1,-0.05325624559035158,0.0,0.02366152385234541,0.05325624559035158
num__liquidity_ratio,0.05047894220090599,-0.047559889929481826,0.0,0.05047894220090599
num__Return_Lag10,-0.048938097677728956,0.0,0.04123164361873234,0.048938097677728956
num__Return_Lag5,0.0,0.0465946340870278,-0.034932964039079285,0.0465946340870278
num__IPI_IPI_SA_QOQ,0.04320987335593395,0.0,0.0,0.04320987335593395
num__Return_Lag3,0.040916472049979384,-0.004638948959459857,0.0,0.040916472049979384
num__Sentiment_Lag10,0.03446544733756195,0.0,-0.004436842534545995,0.03446544733756195
num__Sentiment_Lag3,0.03286595278297769,-0.023794805024471385,0.0,0.03286595278297769
num__Sentiment_Lag1_squared,0.014404128854439877,-0.03196497245271572,0.0,0.03196497245271572
num__revenue_growth,-0.010508426242423733,0.0,0.006681390856256688,0.010508426242423733
ticker__ticker_VMC,0.009611482921509719,-0.002447508309860497,0.0,0.009611482921509719
num__GDP_GDP_SA_PC_QOQ,0.0,0.0,0.0,0.0
num__GDP_GDP_NSA_PC_YOY,0.0,0.0,0.0,0.0
num__GDP_GDP_NSA_PC_QOQ,0.0,0.0,0.0,0.0
num__GDP_GDP_SA_PC_YOY,0.0,0.0,0.0,0.0
num__UNEMP_UNRATE_PCH,0.0,0.0,0.0,0.0
num__IPI_IPI_YOY,0.0,0.0,0.0,0.0
num__UNEMP_UNRATENSA,0.0,0.0,0.0,0.0
num__UNEMP_UNRATENSA_PC1,0.0,0.0,0.0,0.0
num__UNEMP_UNRATENSA_PCH,0.0,0.0,0.0,0.0
num__IPI_IPI,0.0,0.0,0.0,0.0
num__IPI_IPI_SA_YOY,0.0,0.0,0.0,0.0
num__UNEMP_UNRATE,0.0,0.0,0.0,0.0
num__UNEMP_UNRATE_PC1,0.0,0.0,0.0,0.0
