,coef_down,coef_same,coef_up,max_abs_coef
ticker__ticker_CEG,0.4854291802995563,-1.0535432116620584,0.45803715359263986,1.0535432116620584
ticker__ticker_VST,0.08749193158186284,-0.6396533954494457,0.44212443831102555,0.6396533954494457
ticker__ticker_NRG,0.0,-0.4894332801787828,0.4817412993301935,0.4894332801787828
num__VIX_Lag3,-0.41696534739104185,0.14433402495405653,0.16260070208422844,0.41696534739104185
ticker__ticker_EIX,0.36754914658130255,-0.162120230155948,-0.09599355341295661,0.36754914658130255
ticker__ticker_FE,-0.12570228691419896,0.26969228505594806,-0.03416354282597087,0.26969228505594806
ticker__ticker_PCG,0.23580969656522718,-0.2659549117613872,0.0,0.2659549117613872
num__VIX_Lag2,0.2430008853124208,0.0,-0.19677473200316428,0.2430008853124208
num__VIX_Lag1,0.0510180472970621,-0.2297625644847288,0.06874057048967229,0.2297625644847288
ticker__ticker_NEE,0.2225769265479919,-0.1725930556597038,0.0,0.2225769265479919
ticker__ticker_AWK,0.015525111382232355,0.0969149778587719,-0.21847054031479654,0.21847054031479654
ticker__ticker_EVRG,-0.09304985354406675,0.20600778061016484,-0.007932671228094932,0.20600778061016484
ticker__ticker_CNP,-0.07534597189811215,0.19258945625245316,-0.007228019437216724,0.19258945625245316
ticker__ticker_NI,-0.18491460132294826,0.031450297967405956,0.04812431284237877,0.18491460132294826
ticker__ticker_ETR,-0.17521132706426978,0.03290594141372202,0.0323733421592657,0.17521132706426978
ticker__ticker_WEC,-0.019009683560224505,0.1714541110600271,-0.04316011653204513,0.1714541110600271
ticker__ticker_DUK,0.062080350100988196,0.0,-0.16617231879765984,0.16617231879765984
ticker__ticker_LNT,-0.045165021862799,0.1646211502081348,-0.009447542730534633,0.1646211502081348
num__op_margin,-0.016664134727627445,-0.032993370014656735,0.15686708406659455,0.15686708406659455
num__roa,0.0,0.10205387497549759,-0.15431977414593265,0.15431977414593265
num__debt_to_equity,0.03627546197142664,-0.1468975003817385,0.0007102374640543863,0.1468975003817385
ticker__ticker_DTE,-0.13595589107015765,0.014502786370407396,0.01613762681119091,0.13595589107015765
num__Sentiment_Lag10,0.13174326184777593,-0.012392406925667216,-0.009339369984682655,0.13174326184777593
ticker__ticker_CMS,-0.0369415726837761,0.12824507689917433,0.0,0.12824507689917433
ticker__ticker_AEP,-0.12306901180001718,0.11315324663611304,0.0,0.12306901180001718
ticker__ticker_SO,0.0,0.07615677553465339,-0.11976810982099385,0.11976810982099385
ticker__ticker_ED,0.09514502874141648,-0.1163048125749124,0.0,0.1163048125749124
ticker__ticker_XEL,-0.07234742210388984,0.0,0.1161231296776534,0.1161231296776534
num__roe,0.0,-0.11091081242206127,0.07039637229564166,0.11091081242206127
num__Sentiment_Lag3,0.0019493225849695202,0.0,-0.10938730434476782,0.10938730434476782
