,coef_down,coef_same,coef_up,max_abs_coef
ticker__ticker_K,-1.2202121021738217,2.57737394107742,-1.3220828891601852,2.57737394107742
ticker__ticker_EL,0.26843386781062445,-0.6320211318651684,0.32850122886892313,0.6320211318651684
ticker__ticker_DLTR,-0.03596354302210412,-0.4077737682993332,0.47883253458268815,0.47883253458268815
ticker__ticker_TGT,0.35152065045838077,-0.44656028075399334,0.06007217649185207,0.44656028075399334
ticker__ticker_BF-B,0.4441830277819786,-0.08685874346532414,-0.3223536767495565,0.4441830277819786
ticker__ticker_MNST,0.3842884676179417,-2.032115344752402e-08,-0.40051280141952117,0.40051280141952117
ticker__ticker_DG,0.06224919784828277,-0.3523293302061108,0.2552939778842075,0.3523293302061108
ticker__ticker_BG,0.3477378233705892,-0.17904244997892743,-0.13601684468141545,0.3477378233705892
ticker__ticker_MO,-0.32496919703739424,0.24589207565656263,0.05278958060378601,0.32496919703739424
ticker__ticker_HSY,0.12266666341263092,-0.31013971464517726,0.15273693648493078,0.31013971464517726
ticker__ticker_PG,-0.1439266289637818,0.3081047579376705,-0.1291595001181539,0.3081047579376705
ticker__ticker_CL,-0.014333769577534756,0.29294514279839434,-0.25243194037923855,0.29294514279839434
ticker__ticker_KDP,-0.28516023636235005,0.0778884625171024,0.17921469863164646,0.28516023636235005
ticker__ticker_WMT,-0.24416951390982203,-0.006700525720818889,0.27034355978868435,0.27034355978868435
ticker__ticker_PM,-0.26957432650616314,0.060666220033700334,0.19362755644233778,0.26957432650616314
ticker__ticker_SJM,-0.24534337024769098,0.031124272320660874,0.18316846728991318,0.24534337024769098
ticker__ticker_HRL,0.2418917512253877,-0.14620439086721743,-0.06405295626869537,0.2418917512253877
num__VIX_Lag1,0.11623763924864611,-0.23280333904816955,0.0814894201227772,0.23280333904816955
ticker__ticker_SYY,0.0313029290304081,-0.2246398330061695,0.1619366295976667,0.2246398330061695
num__VIX_Lag3,-0.2239662184311927,0.10186356119433783,0.08707280094981058,0.2239662184311927
ticker__ticker_KO,-0.06597358534540454,0.21078536355158248,-0.11071276562166443,0.21078536355158248
