,coef_down,coef_same,coef_up,max_abs_coef
ticker__ticker_CPRT,-0.3939569490657755,-0.3868539209398633,0.8592426601148696,0.8592426601148696
ticker__ticker_RSG,-0.3182221479837893,0.5692585721353053,-0.17233867824488047,0.5692585721353053
ticker__ticker_UAL,0.3403876273975783,-0.4864083039677531,0.06730702808695141,0.4864083039677531
ticker__ticker_LHX,-0.19819504394045276,0.4841109280832048,-0.20720773010401597,0.4841109280832048
ticker__ticker_HWM,-0.17596620233997654,-0.22292885919936783,0.47762182968578204,0.47762182968578204
ticker__ticker_URI,0.28647506074504075,-0.46661203202411683,0.1014416571130435,0.46661203202411683
ticker__ticker_WM,-0.11792355332934343,0.4597132992683422,-0.2630962823774294,0.4597132992683422
ticker__ticker_MAS,0.43770425184490924,-0.25211126170072445,-0.10707796384368817,0.43770425184490924
ticker__ticker_BLDR,0.2900112942307479,-0.43476780158381206,0.06614783672739645,0.43476780158381206
ticker__ticker_FAST,-0.343876856380119,-0.03619727535059177,0.4315712519327689,0.4315712519327689
ticker__ticker_VRSK,-0.4241695990371213,0.27939613313795497,0.06610774787532825,0.4241695990371213
ticker__ticker_ODFL,0.24869472975772614,-0.41935502396294805,0.09223323843186784,0.41935502396294805
num__VIX_Lag3,-0.28810193973519654,-0.04231545125154247,0.40914106739067924,0.40914106739067924
ticker__ticker_LUV,0.4052870222412623,-0.10930722438577951,-0.217255389738438,0.4052870222412623
ticker__ticker_GD,-0.20075885138035238,0.35162054005554666,-0.07232930361656525,0.35162054005554666
ticker__ticker_XYL,-0.129259192320896,0.3481983111596433,-0.14021026333088268,0.3481983111596433
ticker__ticker_NOC,-0.17394456209842768,0.3433157497647798,-0.09130730429170997,0.3433157497647798
ticker__ticker_GEV,0.14056010254129458,-0.3373813652412846,0.119145384752191,0.3373813652412846
ticker__ticker_DAL,0.32853513968050946,-0.1264987605936261,-0.1233137211962454,0.32853513968050946
ticker__ticker_AXON,-0.013790858533511172,-0.2284866084537908,0.3209881960377968,0.3209881960377968
ticker__ticker_TDG,-0.0013990586743621277,-0.290507908457693,0.31854416097054117,0.31854416097054117
ticker__ticker_SWK,0.2523812993779458,-0.3068197000133788,0.0,0.3068197000133788
ticker__ticker_VLTO,-0.14076456440331772,0.30127887257912583,-0.08186749114229722,0.30127887257912583
ticker__ticker_LMT,-0.0670011910247003,0.28562856060746306,-0.13990475481158707,0.28562856060746306
ticker__ticker_HON,-0.04812439559583123,0.28114622966732344,-0.154337709958773,0.28114622966732344
ticker__ticker_TXT,-0.1345659020111704,0.2699093631413579,-0.05701116159597447,0.2699093631413579
num__VIX_Lag2,0.235270521167241,0.0,-0.2634604187675295,0.2634604187675295
ticker__ticker_J,-0.007657750242897177,0.2558547125072609,-0.16954592031490875,0.2558547125072609
