,coef_down,coef_same,coef_up,max_abs_coef
ticker__ticker_MRNA,0.6410474140440667,-0.7544481977940088,0.08603140014723132,0.7544481977940088
ticker__ticker_JNJ,-0.2892931516305844,0.5010680251618439,-0.16614449635427686,0.5010680251618439
ticker__ticker_RVTY,0.26181339531992753,-0.47921512444788883,0.17182697913950784,0.47921512444788883
ticker__ticker_REGN,0.13770030813525888,-0.4753570289469758,0.2921144120366995,0.4753570289469758
ticker__ticker_TECH,0.16510091252013245,-0.44695232453156025,0.2362152443486162,0.44695232453156025
ticker__ticker_ABT,-0.3406085519110959,0.4412419422242519,-0.05498727443694497,0.4412419422242519
ticker__ticker_CAH,-0.2977714317562365,0.3848479641229379,-0.041970407762241334,0.3848479641229379
ticker__ticker_ALGN,0.1890744972239376,-0.3755385538864303,0.1409237630172911,0.3755385538864303
ticker__ticker_MTD,-0.286797992379215,-0.024704150454637377,0.3566760254899594,0.3566760254899594
ticker__ticker_MOH,0.18989510083226677,-0.35627862001480254,0.12077588991045736,0.35627862001480254
ticker__ticker_HCA,-0.3436474003323987,0.2312081935265783,0.06678047446009336,0.3436474003323987
ticker__ticker_COR,-0.0363143272930913,0.3205118534962656,-0.23863415811877903,0.3205118534962656
num__VIX_Lag2,0.31729276402863305,-0.13829425336181825,-0.13334151467876315,0.31729276402863305
ticker__ticker_RMD,-0.30337704302487073,0.010498974324369527,0.24721235907434472,0.30337704302487073
ticker__ticker_MDT,-0.16484409167499478,0.3024964489551262,-0.09203673120630486,0.3024964489551262
ticker__ticker_VTRS,0.3015019376288959,-0.22592539519328295,-0.02989804907353644,0.3015019376288959
ticker__ticker_PODD,-0.1062855034411837,-0.157699251489935,0.3014840086402792,0.3014840086402792
ticker__ticker_STE,-0.10542831032705775,0.29304405021476093,-0.14218215258294437,0.29304405021476093
ticker__ticker_CRL,0.19508995445094837,-0.2903885470592101,0.04965892037108759,0.2903885470592101
ticker__ticker_VRTX,-0.07176528491911113,-0.17136567651512757,0.28868383172348455,0.28868383172348455
ticker__ticker_BSX,-0.16848712620366463,0.286432406686827,-0.07252850717180671,0.286432406686827
ticker__ticker_SYK,-0.14286699688712862,0.28092253034240583,-0.09239750202506769,0.28092253034240583
num__VIX_Lag3,-0.2720015661068967,0.04363684430157647,0.18272827536981343,0.2720015661068967
ticker__ticker_DGX,-0.094111564723516,0.26978080064522114,-0.13023630970703723,0.26978080064522114
