,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,496101000.0,488916000.0,490468000.0,483441000.0,
Share Issued,496101000.0,488916000.0,490468000.0,483441000.0,
Total Debt,312215000.0,235893000.0,260957000.0,284598000.0,
Tangible Book Value,2934524000.0,2147318000.0,2096795000.0,1512972000.0,
Invested Capital,2949145000.0,2164219000.0,2115339000.0,1527306000.0,
Working Capital,2462993000.0,1803116000.0,1816294000.0,1288344000.0,
Net Tangible Assets,2934524000.0,2147318000.0,2096795000.0,1512972000.0,
Capital Lease Obligations,312215000.0,235893000.0,260957000.0,284598000.0,
Common Stock Equity,2949145000.0,2164219000.0,2115339000.0,1527306000.0,
Total Capitalization,2949145000.0,2164219000.0,2115339000.0,1527306000.0,
Total Equity Gross Minority Interest,2949145000.0,2164219000.0,2115339000.0,1527306000.0,
Stockholders Equity,2949145000.0,2164219000.0,2115339000.0,1527306000.0,
Retained Earnings,354249000.0,196954000.0,665514000.0,612129000.0,
Additional Paid In Capital,2594896000.0,1967265000.0,1449825000.0,915177000.0,
Capital Stock,0.0,0.0,0.0,0.0,
Common Stock,0.0,0.0,0.0,0.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,3162806000.0,2724468000.0,2265340000.0,2050034000.0,
Total Non Current Liabilities Net Minority Interest,289341000.0,213630000.0,236017000.0,246729000.0,
Other Non Current Liabilities,41618000.0,33261000.0,27490000.0,8280000.0,
Long Term Debt And Capital Lease Obligation,247723000.0,180369000.0,208527000.0,238449000.0,
Long Term Capital Lease Obligation,247723000.0,180369000.0,208527000.0,238449000.0,
Current Liabilities,2873465000.0,2510838000.0,2029323000.0,1803305000.0,
Current Debt And Capital Lease Obligation,64492000.0,55524000.0,52430000.0,46149000.0,
Current Capital Lease Obligation,64492000.0,55524000.0,52430000.0,46149000.0,
Payables And Accrued Expenses,2808973000.0,2455314000.0,1976893000.0,1757156000.0,
Current Accrued Expenses,177760000.0,137996000.0,105474000.0,101472000.0,
Payables,2631213000.0,2317318000.0,1871419000.0,1655684000.0,
Accounts Payable,2631213000.0,2317318000.0,1871419000.0,1655684000.0,
Total Assets,6111951000.0,4888687000.0,4380679000.0,3577340000.0,
Total Non Current Assets,775493000.0,574733000.0,535062000.0,485691000.0,
Other Non Current Assets,57565000.0,43829000.0,28335000.0,33166000.0,
Non Current Deferred Assets,230214000.0,154849000.0,94028000.0,68244000.0,
Non Current Deferred Taxes Assets,230214000.0,154849000.0,94028000.0,68244000.0,
Goodwill And Other Intangible Assets,14621000.0,16901000.0,18544000.0,14334000.0,
Other Intangible Assets,14621000.0,16901000.0,18544000.0,14334000.0,
Net PPE,473093000.0,359154000.0,394155000.0,369947000.0,
Accumulated Depreciation,-215016000.0,-158537000.0,-105894000.0,-68890000.0,
Gross PPE,688109000.0,517691000.0,500049000.0,438837000.0,
Leases,156423000.0,129992000.0,121700000.0,112014000.0,
Construction In Progress,34537000.0,8487000.0,10904000.0,6810000.0,
Other Properties,263761000.0,197732000.0,220396000.0,234091000.0,
Machinery Furniture Equipment,233388000.0,181480000.0,147049000.0,85922000.0,
Buildings And Improvements,,,,,248143000.0
Properties,0.0,0.0,0.0,0.0,
Current Assets,5336458000.0,4313954000.0,3845617000.0,3091649000.0,
Other Current Assets,84626000.0,63353000.0,51836000.0,112150000.0,
Prepaid Assets,,,,112150000.0,102170000.0
Receivables,3330343000.0,2870313000.0,2347195000.0,2020720000.0,
Accounts Receivable,3330343000.0,2870313000.0,2347195000.0,2020720000.0,
Allowance For Doubtful Accounts Receivable,-11244000.0,-12826000.0,-10477000.0,-7374000.0,
Gross Accounts Receivable,3341587000.0,2883139000.0,2357672000.0,2028094000.0,
Cash Cash Equivalents And Short Term Investments,1921489000.0,1380288000.0,1446586000.0,958779000.0,
Other Short Term Investments,552026000.0,485159000.0,416080000.0,204625000.0,
Cash And Cash Equivalents,1369463000.0,895129000.0,1030506000.0,754154000.0,
Cash Equivalents,1151015000.0,605617000.0,690789000.0,482096000.0,
Cash Financial,218448000.0,289512000.0,339717000.0,272058000.0,
