,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,,0.0,,,
Ordinary Shares Number,253640000.0,242048000.0,230866000.0,217117000.0,
Share Issued,253640000.0,242048000.0,230866000.0,217117000.0,
Total Debt,4319870000.0,2983778000.0,3489745000.0,3511299000.0,
Tangible Book Value,9090368000.0,5055557000.0,4245222000.0,5579242000.0,
Invested Capital,14510923000.0,9261606000.0,8868524000.0,9786544000.0,
Working Capital,10171333000.0,5871715000.0,5632922000.0,6954828000.0,
Net Tangible Assets,9090368000.0,5055557000.0,4245222000.0,5579242000.0,
Capital Lease Obligations,85789000.0,3821000.0,75778000.0,106444000.0,
Common Stock Equity,10276842000.0,6281649000.0,5454557000.0,6381689000.0,
Total Capitalization,14510923000.0,9261606000.0,8848005000.0,9766484000.0,
Total Equity Gross Minority Interest,10276842000.0,6281649000.0,5454557000.0,6381689000.0,
Stockholders Equity,10276842000.0,6281649000.0,5454557000.0,6381689000.0,
Gains Losses Not Affecting Retained Earnings,-50051000.0,-30270000.0,-38606000.0,-3395000.0,
Other Equity Adjustments,-50051000.0,-30270000.0,-38606000.0,-3395000.0,
Retained Earnings,4960901000.0,1820346000.0,1725475000.0,4350424000.0,
Additional Paid In Capital,5365990000.0,4491571000.0,3767686000.0,2034658000.0,
Capital Stock,2000.0,2000.0,2000.0,2000.0,
Common Stock,2000.0,2000.0,2000.0,2000.0,
Preferred Stock,0.0,0.0,,,
Total Liabilities Net Minority Interest,12265109000.0,8472252000.0,84270316000.0,14892736000.0,
Total Non Current Liabilities Net Minority Interest,4323789000.0,2987173000.0,3455023000.0,3473701000.0,
Other Non Current Liabilities,3919000.0,3395000.0,19531000.0,14828000.0,
Preferred Securities Outside Stock Equity,,0.0,0.0,0.0,562467000.0
Long Term Debt And Capital Lease Obligation,4319870000.0,2983778000.0,3435492000.0,3458873000.0,
Long Term Capital Lease Obligation,85789000.0,3821000.0,42044000.0,74078000.0,
Long Term Debt,4234081000.0,2979957000.0,3393448000.0,3384795000.0,
Current Liabilities,7941320000.0,5485079000.0,80815293000.0,11419035000.0,
Other Current Liabilities,7251184000.0,4988896000.0,80394280000.0,10907277000.0,
Current Deferred Liabilities,,197153905000.0,80242775000.0,10480612000.0,3849468000.0
Current Deferred Revenue,,197153905000.0,80242775000.0,10480612000.0,3849468000.0
Current Debt And Capital Lease Obligation,,10902000.0,54253000.0,52426000.0,25270000.0
Current Capital Lease Obligation,,10902000.0,33734000.0,32366000.0,25270000.0
Current Debt,,,20519000.0,20060000.0,271303000.0
Other Current Borrowings,,,20519000.0,20060000.0,271303000.0
