,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,884492983.0,872162664.0,892751571.0,863912613.0,
Share Issued,884492983.0,872162664.0,892751571.0,863912613.0,
Net Debt,3131000000.0,,,,518489000.0
Total Debt,7463000000.0,3547000000.0,1834000000.0,3651000000.0,
Tangible Book Value,7755000000.0,6473000000.0,6831000000.0,7158000000.0,
Invested Capital,15435000000.0,10243000000.0,8790000000.0,10944000000.0,
Working Capital,6999000000.0,6245000000.0,6664000000.0,6936000000.0,
Net Tangible Assets,7755000000.0,6473000000.0,6831000000.0,7158000000.0,
Common Stock Equity,7972000000.0,6696000000.0,6956000000.0,7293000000.0,
Total Capitalization,7972000000.0,6696000000.0,6956000000.0,7293000000.0,
Total Equity Gross Minority Interest,7972000000.0,6696000000.0,6956000000.0,7293000000.0,
Stockholders Equity,7972000000.0,6696000000.0,6956000000.0,7293000000.0,
Gains Losses Not Affecting Retained Earnings,-1000000.0,-3000000.0,0.0,1000000.0,
Other Equity Adjustments,-1000000.0,-3000000.0,,1000000.0,473000.0
Retained Earnings,-4035000000.0,-5446000000.0,-4905000000.0,-3877000000.0,
Additional Paid In Capital,12008000000.0,12145000000.0,11861000000.0,11169000000.0,
Capital Stock,0.0,0.0,0.0,0.0,
Common Stock,0.0,0.0,0.0,0.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,18215000000.0,10928000000.0,16381000000.0,12476000000.0,
Total Non Current Liabilities Net Minority Interest,111000000.0,91000000.0,128000000.0,129000000.0,
Other Non Current Liabilities,111000000.0,91000000.0,128000000.0,129000000.0,
Preferred Securities Outside Stock Equity,,,,0.0,2179739000.0
Current Liabilities,18104000000.0,10837000000.0,16253000000.0,12347000000.0,
Other Current Liabilities,2796000000.0,1809000000.0,9533000000.0,1968000000.0,
Current Debt And Capital Lease Obligation,7463000000.0,3547000000.0,1834000000.0,3651000000.0,
Current Debt,7463000000.0,3547000000.0,1834000000.0,3651000000.0,
Other Current Borrowings,7463000000.0,3547000000.0,1834000000.0,3651000000.0,
Line Of Credit,,,,,1921118000.0
Payables And Accrued Expenses,7845000000.0,5481000000.0,4886000000.0,6728000000.0,
Payables,7845000000.0,5481000000.0,4886000000.0,6728000000.0,
Other Payable,7448000000.0,5097000000.0,4701000000.0,6476000000.0,
Accounts Payable,397000000.0,384000000.0,185000000.0,252000000.0,
Total Assets,26187000000.0,17624000000.0,23337000000.0,19769000000.0,
Total Non Current Assets,1084000000.0,542000000.0,420000000.0,486000000.0,
Other Non Current Assets,516000000.0,103000000.0,132000000.0,161000000.0,
Non Current Prepaid Assets,17000000.0,4000000.0,17000000.0,44000000.0,
Non Current Deferred Assets,195000000.0,19000000.0,,,
Investments And Advances,0.0,73000000.0,0.0,,
Investmentin Financial Assets,0.0,73000000.0,0.0,,
Held To Maturity Securities,0.0,73000000.0,0.0,,
Goodwill And Other Intangible Assets,217000000.0,223000000.0,125000000.0,135000000.0,
Other Intangible Assets,38000000.0,48000000.0,25000000.0,34000000.0,
Goodwill,179000000.0,175000000.0,100000000.0,101000000.0,
Net PPE,139000000.0,120000000.0,146000000.0,146000000.0,
Accumulated Depreciation,-154000000.0,-111000000.0,-81000000.0,-81000000.0,
Gross PPE,293000000.0,231000000.0,227000000.0,227000000.0,
Leases,42000000.0,39000000.0,52000000.0,52000000.0,
Construction In Progress,39000000.0,30000000.0,23000000.0,23000000.0,
Other Properties,,,,64313000.0,18945000.0
Machinery Furniture Equipment,212000000.0,162000000.0,152000000.0,152000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,25103000000.0,17082000000.0,22917000000.0,19283000000.0,
Other Current Assets,509000000.0,196000000.0,8503000000.0,57000000.0,
Current Deferred Assets,100000000.0,11000000.0,,,
Restricted Cash,5213000000.0,4786000000.0,3181000000.0,4320000000.0,
Prepaid Assets,75000000.0,63000000.0,86000000.0,92000000.0,
Receivables,8710000000.0,3584000000.0,3294000000.0,6727000000.0,
Accounts Receivable,8710000000.0,3584000000.0,3294000000.0,6727000000.0,
Allowance For Doubtful Accounts Receivable,-14000000.0,-15000000.0,,-40216000.0,-34092000.0
Gross Accounts Receivable,8724000000.0,3599000000.0,3294000000.0,6727000000.0,
Cash Cash Equivalents And Short Term Investments,10496000000.0,8442000000.0,7853000000.0,8087000000.0,
Other Short Term Investments,6164000000.0,3607000000.0,1514000000.0,1834000000.0,
Cash And Cash Equivalents,4332000000.0,4835000000.0,6339000000.0,6253000000.0,
Cash Equivalents,,,,4003552000.0,1026034000.0
Cash Financial,,,,2249925000.0,376595000.0
