,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-2340000.0,-7308000.0,-8034000.0,-3360000.0,
Tax Rate For Calcs,0.078,0.084,0.078,0.084,
Normalized EBITDA,8017000000.0,6691000000.0,3209000000.0,2131000000.0,
Total Unusual Items,-30000000.0,-87000000.0,-103000000.0,-40000000.0,
Total Unusual Items Excluding Goodwill,-30000000.0,-87000000.0,-103000000.0,-40000000.0,
Net Income From Continuing Operation Net Minority Interest,755000000.0,600000000.0,380000000.0,308000000.0,
Reconciled Depreciation,96000000.0,94000000.0,84000000.0,74000000.0,
Reconciled Cost Of Revenue,1026000000.0,918000000.0,784000000.0,641000000.0,
EBITDA,7987000000.0,6604000000.0,3106000000.0,2091000000.0,
EBIT,7886000000.0,6505000000.0,3016000000.0,2011000000.0,
Net Interest Income,-4191000000.0,-3436000000.0,-1018000000.0,-224000000.0,
Interest Expense,4191000000.0,3436000000.0,1018000000.0,224000000.0,
Interest Income,,,,,1133000000.0
Normalized Income,782660000.0,679692000.0,474966000.0,344640000.0,
Net Income From Continuing And Discontinued Operation,755000000.0,600000000.0,380000000.0,308000000.0,
Total Expenses,1475000000.0,1264000000.0,1066000000.0,924000000.0,
Rent Expense Supplemental,,,90000000.0,80000000.0,69000000.0
Diluted Average Shares,435786436.0,423280423.0,405333333.0,380246914.0,
Basic Average Shares,432045780.0,419580420.0,402116402.0,376758410.0,
Diluted EPS,1.7325,1.4175,0.9375,0.81,
Basic EPS,1.7475,1.43,0.945,0.8175,
Diluted NI Availto Com Stockholders,755000000.0,600000000.0,380000000.0,308000000.0,
Net Income Common Stockholders,755000000.0,600000000.0,380000000.0,308000000.0,
Net Income,755000000.0,600000000.0,380000000.0,308000000.0,
Minority Interests,-2652000000.0,-2212000000.0,-1462000000.0,-1328000000.0,
Net Income Including Noncontrolling Interests,3407000000.0,2812000000.0,1842000000.0,1636000000.0,
Net Income Continuous Operations,3407000000.0,2812000000.0,1842000000.0,1636000000.0,
Tax Provision,288000000.0,257000000.0,156000000.0,151000000.0,
Pretax Income,3695000000.0,3069000000.0,1998000000.0,1787000000.0,
Other Income Expense,45000000.0,-18000000.0,-110000000.0,-5000000.0,
Other Non Operating Income Expenses,75000000.0,69000000.0,-7000000.0,35000000.0,
Special Income Charges,-15000000.0,-7000000.0,-3000000.0,-3000000.0,
Write Off,15000000.0,7000000.0,3000000.0,3000000.0,
Gain On Sale Of Security,-15000000.0,-80000000.0,-100000000.0,-37000000.0,
Net Non Operating Interest Income Expense,-4191000000.0,-3436000000.0,-1018000000.0,-224000000.0,
Interest Expense Non Operating,4191000000.0,3436000000.0,1018000000.0,224000000.0,
Operating Income,7841000000.0,6523000000.0,3126000000.0,2016000000.0,
Operating Expense,454000000.0,351000000.0,288000000.0,289000000.0,
Other Operating Expenses,,,,-35000000.0,-78000000.0
Depreciation Amortization Depletion Income Statement,101000000.0,99000000.0,90000000.0,80000000.0,
Depreciation And Amortization In Income Statement,101000000.0,99000000.0,90000000.0,80000000.0,
Selling General And Administration,353000000.0,252000000.0,198000000.0,209000000.0,
General And Administrative Expense,353000000.0,252000000.0,198000000.0,209000000.0,
Other Gand A,353000000.0,252000000.0,198000000.0,209000000.0,
Rent And Landing Fees,,,90000000.0,80000000.0,69000000.0
Salaries And Wages,,,,,325000000.0
Gross Profit,8295000000.0,6874000000.0,3414000000.0,2305000000.0,
Cost Of Revenue,1021000000.0,913000000.0,778000000.0,635000000.0,
Total Revenue,9316000000.0,7787000000.0,4192000000.0,2940000000.0,
Operating Revenue,9036000000.0,7590000000.0,4008000000.0,2722000000.0,
Occupancy And Equipment,,,,,69000000.0
