,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Ordinary Shares Number,270500000.0,270400000.0,270300000.0,269900000.0,266900000.0,
Share Issued,270500000.0,270400000.0,270300000.0,269900000.0,266900000.0,
Net Debt,20095000000.0,19970000000.0,19600000000.0,18715000000.0,18244000000.0,
Total Debt,20104000000.0,19981000000.0,19623000000.0,18722000000.0,18261000000.0,
Tangible Book Value,12369000000.0,11903000000.0,11808000000.0,11703000000.0,11422000000.0,
Invested Capital,32884000000.0,32295000000.0,31842000000.0,30836000000.0,30094000000.0,
Working Capital,-195000000.0,-613000000.0,-408000000.0,-1149000000.0,-1310000000.0,
Net Tangible Assets,12369000000.0,11903000000.0,11808000000.0,11703000000.0,11422000000.0,
Common Stock Equity,12780000000.0,12314000000.0,12219000000.0,12114000000.0,11833000000.0,
Total Capitalization,31952000000.0,31125000000.0,30573000000.0,29376000000.0,28255000000.0,
Total Equity Gross Minority Interest,12909000000.0,12443000000.0,12348000000.0,12243000000.0,11962000000.0,
Minority Interest,129000000.0,129000000.0,129000000.0,129000000.0,129000000.0,
Stockholders Equity,12780000000.0,12314000000.0,12219000000.0,12114000000.0,11833000000.0,
Gains Losses Not Affecting Retained Earnings,-14000000.0,-14000000.0,-10000000.0,-6000000.0,-10000000.0,
Other Equity Adjustments,-14000000.0,-14000000.0,-10000000.0,-6000000.0,-10000000.0,
Retained Earnings,5232000000.0,4784000000.0,4702000000.0,4604000000.0,4576000000.0,
Additional Paid In Capital,7559000000.0,7541000000.0,7524000000.0,7513000000.0,7264000000.0,
Capital Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,
Total Liabilities Net Minority Interest,34507000000.0,34182000000.0,33317000000.0,32355000000.0,31336000000.0,
Total Non Current Liabilities Net Minority Interest,31702000000.0,31095000000.0,30454000000.0,28942000000.0,27769000000.0,
Other Non Current Liabilities,516000000.0,551000000.0,535000000.0,487000000.0,510000000.0,
Non Current Deferred Liabilities,5081000000.0,4881000000.0,4782000000.0,4474000000.0,4477000000.0,
Non Current Deferred Taxes Liabilities,5081000000.0,4881000000.0,4782000000.0,4474000000.0,4477000000.0,
Long Term Debt And Capital Lease Obligation,19172000000.0,18811000000.0,18354000000.0,17262000000.0,16422000000.0,
Long Term Debt,19172000000.0,18811000000.0,18354000000.0,17262000000.0,16422000000.0,
Long Term Provisions,844000000.0,838000000.0,830000000.0,822000000.0,798000000.0,
Current Liabilities,2805000000.0,3087000000.0,2863000000.0,3413000000.0,3567000000.0,
Other Current Liabilities,465000000.0,410000000.0,510000000.0,475000000.0,600000000.0,
Current Deferred Liabilities,248000000.0,240000000.0,223000000.0,223000000.0,205000000.0,
Current Deferred Revenue,248000000.0,240000000.0,223000000.0,223000000.0,205000000.0,
Current Debt And Capital Lease Obligation,932000000.0,1170000000.0,1269000000.0,1460000000.0,1839000000.0,
Current Debt,932000000.0,1170000000.0,1269000000.0,1460000000.0,1839000000.0,
Other Current Borrowings,29000000.0,29000000.0,17000000.0,317000000.0,300000000.0,
Commercial Paper,903000000.0,1141000000.0,1252000000.0,1143000000.0,1539000000.0,
Payables And Accrued Expenses,1160000000.0,1267000000.0,861000000.0,1255000000.0,923000000.0,
Current Accrued Expenses,183000000.0,230000000.0,159000000.0,196000000.0,,177000000.0
Interest Payable,183000000.0,230000000.0,159000000.0,196000000.0,,177000000.0
Payables,977000000.0,1037000000.0,702000000.0,1059000000.0,923000000.0,
Total Tax Payable,215000000.0,155000000.0,,,206000000.0,
Accounts Payable,762000000.0,882000000.0,702000000.0,1059000000.0,717000000.0,
Total Assets,47416000000.0,46625000000.0,45665000000.0,44598000000.0,43298000000.0,
Total Non Current Assets,44806000000.0,44151000000.0,43210000000.0,42334000000.0,41041000000.0,
Other Non Current Assets,1130000000.0,1110000000.0,1143000000.0,1123000000.0,1081000000.0,
Defined Pension Benefit,741000000.0,734000000.0,765000000.0,757000000.0,581000000.0,
Investments And Advances,1502000000.0,1414000000.0,1312000000.0,1342000000.0,1333000000.0,
Other Investments,1502000000.0,1414000000.0,1312000000.0,1342000000.0,1333000000.0,
Goodwill And Other Intangible Assets,411000000.0,411000000.0,411000000.0,411000000.0,411000000.0,
Goodwill,411000000.0,411000000.0,411000000.0,411000000.0,411000000.0,
Net PPE,38411000000.0,37816000000.0,37010000000.0,36304000000.0,35720000000.0,
Accumulated Depreciation,,,,-16495000000.0,,
Gross PPE,,,,52799000000.0,,
Construction In Progress,,,,2009000000.0,,
Other Properties,,,,4457000000.0,,
Current Assets,2610000000.0,2474000000.0,2455000000.0,2264000000.0,2257000000.0,
Other Current Assets,512000000.0,590000000.0,516000000.0,528000000.0,379000000.0,
Inventory,804000000.0,738000000.0,669000000.0,762000000.0,792000000.0,
Other Inventories,,,,91000000.0,,
Receivables,1285000000.0,1135000000.0,1247000000.0,967000000.0,1069000000.0,
Other Receivables,78000000.0,101000000.0,327000000.0,96000000.0,70000000.0,
Accounts Receivable,794000000.0,567000000.0,667000000.0,525000000.0,651000000.0,
Allowance For Doubtful Accounts Receivable,-38000000.0,-39000000.0,-41000000.0,-30000000.0,-31000000.0,
Gross Accounts Receivable,832000000.0,606000000.0,708000000.0,555000000.0,682000000.0,
Cash Cash Equivalents And Short Term Investments,9000000.0,11000000.0,23000000.0,7000000.0,17000000.0,
Cash And Cash Equivalents,9000000.0,11000000.0,23000000.0,7000000.0,17000000.0,
