,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,130300000.0,131100000.0,131700000.0,132600000.0,133200000.0
Share Issued,130300000.0,131100000.0,131700000.0,132600000.0,133200000.0
Net Debt,5175900000.0,5151700000.0,5381600000.0,5339300000.0,5084000000.0
Total Debt,5757600000.0,5769000000.0,5993600000.0,5991900000.0,6189400000.0
Tangible Book Value,-3328100000.0,-3456000000.0,-3627200000.0,-3624300000.0,-3334900000.0
Invested Capital,8168500000.0,8099900000.0,8176100000.0,8195500000.0,8380000000.0
Working Capital,2183600000.0,2030800000.0,1870100000.0,1898700000.0,2203000000.0
Net Tangible Assets,-3328100000.0,-3456000000.0,-3627200000.0,-3624300000.0,-3334900000.0
Capital Lease Obligations,128800000.0,136300000.0,140600000.0,149100000.0,158700000.0
Common Stock Equity,2539700000.0,2467200000.0,2323100000.0,2352700000.0,2349300000.0
Total Capitalization,8159400000.0,8090400000.0,7945500000.0,7959700000.0,7956800000.0
Total Equity Gross Minority Interest,2539700000.0,2467200000.0,2323100000.0,2352700000.0,2349300000.0
Stockholders Equity,2539700000.0,2467200000.0,2323100000.0,2352700000.0,2349300000.0
Gains Losses Not Affecting Retained Earnings,-106500000.0,-86300000.0,-142900000.0,-160100000.0,-108300000.0
Other Equity Adjustments,-106500000.0,-86300000.0,-142900000.0,-160100000.0,-108300000.0
Retained Earnings,-1311000000.0,-1366900000.0,-1401800000.0,-1322900000.0,-1350900000.0
Additional Paid In Capital,3955900000.0,3919100000.0,3866500000.0,3834400000.0,3807200000.0
Capital Stock,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0
Common Stock,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0
Preferred Stock,0.0,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,12657900000.0,12798500000.0,12695400000.0,12325700000.0,12027400000.0
Total Non Current Liabilities Net Minority Interest,7064100000.0,6992800000.0,6913900000.0,6851300000.0,6568800000.0
Other Non Current Liabilities,1150300000.0,1094200000.0,995900000.0,927800000.0,657500000.0
Non Current Deferred Liabilities,165300000.0,139100000.0,155000000.0,167400000.0,145100000.0
Non Current Deferred Taxes Liabilities,165300000.0,139100000.0,155000000.0,167400000.0,145100000.0
Long Term Debt And Capital Lease Obligation,5748500000.0,5759500000.0,5763000000.0,5756100000.0,5766200000.0
Long Term Capital Lease Obligation,128800000.0,136300000.0,140600000.0,149100000.0,158700000.0
Long Term Debt,5619700000.0,5623200000.0,5622400000.0,5607000000.0,5607500000.0
Current Liabilities,5593800000.0,5805700000.0,5781500000.0,5474400000.0,5458600000.0
Other Current Liabilities,506200000.0,519200000.0,551900000.0,536000000.0,563400000.0
Current Deferred Liabilities,477000000.0,489900000.0,520600000.0,491000000.0,474700000.0
Current Deferred Revenue,477000000.0,489900000.0,520600000.0,491000000.0,474700000.0
Current Debt And Capital Lease Obligation,9100000.0,9500000.0,230600000.0,235800000.0,423200000.0
Current Debt,9100000.0,9500000.0,230600000.0,235800000.0,423200000.0
Pensionand Other Post Retirement Benefit Plans Current,282600000.0,313400000.0,225800000.0,275800000.0,247100000.0
Payables And Accrued Expenses,4318900000.0,4473700000.0,4252600000.0,3935800000.0,3750200000.0
Current Accrued Expenses,192700000.0,171700000.0,156300000.0,137700000.0,148400000.0
Payables,4126200000.0,4302000000.0,4096300000.0,3798100000.0,3601800000.0
Other Payable,331000000.0,420400000.0,343700000.0,355200000.0,357000000.0
Total Tax Payable,116400000.0,82100000.0,124200000.0,61600000.0,64900000.0
Accounts Payable,3678800000.0,3799500000.0,3628400000.0,3381300000.0,3179900000.0
Total Assets,15197600000.0,15265700000.0,15018500000.0,14678400000.0,14376700000.0
Total Non Current Assets,7420200000.0,7429200000.0,7366900000.0,7305300000.0,6715100000.0
Other Non Current Assets,1272400000.0,1214000000.0,1115400000.0,1016100000.0,708600000.0
Goodwill And Other Intangible Assets,5867800000.0,5923200000.0,5950300000.0,5977000000.0,5684200000.0
Other Intangible Assets,1225700000.0,1270600000.0,1314200000.0,1356600000.0,1259700000.0
Goodwill,4642100000.0,4652600000.0,4636100000.0,4620400000.0,4424500000.0
Net PPE,280000000.0,292000000.0,301200000.0,312200000.0,322300000.0
Accumulated Depreciation,,,,-320400000.0,
Gross PPE,280000000.0,292000000.0,301200000.0,632600000.0,322300000.0
Construction In Progress,,,,28200000.0,
Other Properties,280000000.0,292000000.0,301200000.0,122000000.0,322300000.0
Machinery Furniture Equipment,,,,321100000.0,
Buildings And Improvements,,,,133600000.0,
Land And Improvements,,,,27700000.0,
Properties,,,,0.0,
Current Assets,7777400000.0,7836500000.0,7651600000.0,7373100000.0,7661600000.0
Other Current Assets,421400000.0,408000000.0,385300000.0,404400000.0,406600000.0
Inventory,504700000.0,761600000.0,720200000.0,605300000.0,682500000.0
Finished Goods,504700000.0,761600000.0,720200000.0,605300000.0,682500000.0
Receivables,6398400000.0,6185900000.0,5858000000.0,5645700000.0,5414100000.0
Other Receivables,613300000.0,559000000.0,523600000.0,509900000.0,520100000.0
Accounts Receivable,5785100000.0,5626900000.0,5334400000.0,5135800000.0,4894000000.0
Allowance For Doubtful Accounts Receivable,-57800000.0,-51700000.0,-47500000.0,-43300000.0,-37500000.0
Gross Accounts Receivable,5842900000.0,5678600000.0,5381900000.0,5179100000.0,4931500000.0
Cash Cash Equivalents And Short Term Investments,452900000.0,481000000.0,688100000.0,717700000.0,1158400000.0
Other Short Term Investments,0.0,0.0,216700000.0,214200000.0,211700000.0
Cash And Cash Equivalents,452900000.0,481000000.0,471400000.0,503500000.0,946700000.0
