,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.115,0.21,0.148,0.21,0.21,,
Normalized EBITDA,2106000000.0,721000000.0,1587000000.0,1694000000.0,1598000000.0,,
Net Income From Continuing Operation Net Minority Interest,1172000000.0,768000000.0,709000000.0,482000000.0,771000000.0,,
Reconciled Depreciation,754000000.0,757000000.0,742000000.0,786000000.0,838000000.0,,
Reconciled Cost Of Revenue,4014000000.0,4177000000.0,3276000000.0,3322000000.0,2914000000.0,,
EBITDA,2106000000.0,721000000.0,1587000000.0,1694000000.0,1598000000.0,,
EBIT,1352000000.0,-36000000.0,845000000.0,908000000.0,760000000.0,,
Net Interest Income,-37000000.0,-38000000.0,-20000000.0,163000000.0,-23000000.0,,
Interest Expense,37000000.0,38000000.0,20000000.0,19000000.0,23000000.0,,
Normalized Income,1172000000.0,768000000.0,709000000.0,482000000.0,771000000.0,,
Net Income From Continuing And Discontinued Operation,1243000000.0,872000000.0,709000000.0,482000000.0,771000000.0,,
Total Expenses,7976000000.0,7819000000.0,6632000000.0,6601000000.0,6095000000.0,,
Total Operating Income As Reported,1270000000.0,-134000000.0,806000000.0,871000000.0,724000000.0,,
Diluted Average Shares,1641000000.0,1630000000.0,1626000000.0,1634000000.0,1636000000.0,,
Basic Average Shares,1626000000.0,1623000000.0,1620000000.0,1623000000.0,1620000000.0,,
Diluted EPS,0.75,0.54,0.44,0.29,0.47,,
Basic EPS,0.76,0.54,0.44,0.3,0.48,,
Diluted NI Availto Com Stockholders,1243000000.0,872000000.0,709000000.0,482000000.0,771000000.0,,
Net Income Common Stockholders,1243000000.0,872000000.0,709000000.0,482000000.0,771000000.0,,
Net Income,1243000000.0,872000000.0,709000000.0,482000000.0,771000000.0,,
Net Income Including Noncontrolling Interests,1243000000.0,872000000.0,709000000.0,482000000.0,771000000.0,,
Net Income Discontinuous Operations,71000000.0,104000000.0,,,,0.0,
Net Income Continuous Operations,1172000000.0,768000000.0,709000000.0,482000000.0,771000000.0,,
Earnings From Equity Interest Net Of Tax,10000000.0,8000000.0,7000000.0,12000000.0,7000000.0,,
Tax Provision,153000000.0,-834000000.0,123000000.0,419000000.0,-27000000.0,,
Pretax Income,1315000000.0,-74000000.0,825000000.0,889000000.0,737000000.0,,
Other Income Expense,82000000.0,98000000.0,39000000.0,-331000000.0,36000000.0,,
Other Non Operating Income Expenses,82000000.0,98000000.0,39000000.0,-147000000.0,36000000.0,,
Net Non Operating Interest Income Expense,-37000000.0,-38000000.0,-20000000.0,163000000.0,-23000000.0,,
Interest Expense Non Operating,37000000.0,38000000.0,20000000.0,19000000.0,23000000.0,,
Operating Income,1270000000.0,-134000000.0,806000000.0,1057000000.0,724000000.0,,
Operating Expense,3510000000.0,3193000000.0,2930000000.0,2825000000.0,2695000000.0,,
Other Operating Expenses,,,,-11000000.0,-14000000.0,-10000000.0,-13000000.0
Depreciation Amortization Depletion Income Statement,302000000.0,308000000.0,316000000.0,332000000.0,352000000.0,,
Depreciation And Amortization In Income Statement,302000000.0,308000000.0,316000000.0,332000000.0,352000000.0,,
Amortization,302000000.0,308000000.0,316000000.0,332000000.0,352000000.0,,
Amortization Of Intangibles Income Statement,302000000.0,308000000.0,316000000.0,332000000.0,352000000.0,,
Research And Development,2139000000.0,1894000000.0,1728000000.0,1712000000.0,1636000000.0,,
Selling General And Administration,1069000000.0,991000000.0,886000000.0,792000000.0,721000000.0,,
Gross Profit,4780000000.0,3059000000.0,3736000000.0,3882000000.0,3419000000.0,,
Cost Of Revenue,4466000000.0,4626000000.0,3702000000.0,3776000000.0,3400000000.0,,
Total Revenue,9246000000.0,7685000000.0,7438000000.0,7658000000.0,6819000000.0,,
Operating Revenue,9246000000.0,7685000000.0,7438000000.0,7658000000.0,6819000000.0,,
