,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31
Tax Effect Of Unusual Items,440000.0,-21780000.0,-28450704.225352,-35490000.0,-29920000.0
Tax Rate For Calcs,0.22,0.22,0.140845,0.13,0.22
Normalized EBITDA,3151000000.0,2920000000.0,3197000000.0,3036000000.0,2925000000.0
Total Unusual Items,2000000.0,-99000000.0,-202000000.0,-273000000.0,-136000000.0
Total Unusual Items Excluding Goodwill,2000000.0,-99000000.0,-202000000.0,-273000000.0,-136000000.0
Net Income From Continuing Operation Net Minority Interest,1887000000.0,1541000000.0,1708000000.0,1527000000.0,1429000000.0
Reconciled Depreciation,817000000.0,843000000.0,877000000.0,814000000.0,907000000.0
Reconciled Cost Of Revenue,2242000000.0,2265000000.0,2217000000.0,2105000000.0,2159000000.0
EBITDA,3153000000.0,2821000000.0,2995000000.0,2763000000.0,2789000000.0
EBIT,2336000000.0,1978000000.0,2118000000.0,1949000000.0,1882000000.0
Normalized Income,1885440000.0,1618220000.0,1881549295.774648,1764510000.0,1535080000.0
Net Income From Continuing And Discontinued Operation,1887000000.0,1541000000.0,1708000000.0,1527000000.0,1429000000.0
Total Expenses,7900000000.0,7851000000.0,7875000000.0,7495000000.0,7443000000.0
Total Operating Income As Reported,2332000000.0,1942000000.0,1820000000.0,1893000000.0,1783000000.0
Diluted Average Shares,962000000.0,970000000.0,974000000.0,965000000.0,973000000.0
Basic Average Shares,956000000.0,960000000.0,959000000.0,956000000.0,964000000.0
Diluted EPS,1.96,1.59,1.75,1.58,1.47
Basic EPS,1.97,1.61,1.78,1.6,1.48
Diluted NI Availto Com Stockholders,1887000000.0,1541000000.0,1708000000.0,1527000000.0,1429000000.0
Net Income Common Stockholders,1887000000.0,1541000000.0,1708000000.0,1527000000.0,1429000000.0
Net Income,1887000000.0,1541000000.0,1708000000.0,1527000000.0,1429000000.0
Net Income Including Noncontrolling Interests,1887000000.0,1541000000.0,1708000000.0,1527000000.0,1429000000.0
Net Income Continuous Operations,1887000000.0,1541000000.0,1708000000.0,1527000000.0,1429000000.0
Tax Provision,519000000.0,433000000.0,280000000.0,219000000.0,408000000.0
Pretax Income,2406000000.0,1974000000.0,1988000000.0,1746000000.0,1837000000.0
Other Income Expense,70000000.0,-4000000.0,-130000000.0,-203000000.0,-45000000.0
Other Non Operating Income Expenses,68000000.0,95000000.0,72000000.0,70000000.0,91000000.0
Special Income Charges,-90000000.0,-83000000.0,-448000000.0,-298000000.0,-159000000.0
Write Off,86000000.0,47000000.0,150000000.0,242000000.0,60000000.0
Restructuring And Mergern Acquisition,4000000.0,36000000.0,298000000.0,56000000.0,99000000.0
Gain On Sale Of Security,92000000.0,-16000000.0,246000000.0,25000000.0,23000000.0
Operating Income,2336000000.0,1978000000.0,2118000000.0,1949000000.0,1882000000.0
Operating Expense,5658000000.0,5586000000.0,5658000000.0,5390000000.0,5284000000.0
Research And Development,1481000000.0,1460000000.0,1420000000.0,1356000000.0,1349000000.0
Selling General And Administration,4177000000.0,4126000000.0,4238000000.0,4034000000.0,3935000000.0
Selling And Marketing Expense,3443000000.0,3429000000.0,3471000000.0,3323000000.0,3224000000.0
General And Administrative Expense,734000000.0,697000000.0,767000000.0,711000000.0,711000000.0
Other Gand A,734000000.0,697000000.0,767000000.0,711000000.0,711000000.0
Gross Profit,7994000000.0,7564000000.0,7776000000.0,7339000000.0,7166000000.0
Cost Of Revenue,2242000000.0,2265000000.0,2217000000.0,2105000000.0,2159000000.0
Total Revenue,10236000000.0,9829000000.0,9993000000.0,9444000000.0,9325000000.0
Operating Revenue,10236000000.0,9829000000.0,9993000000.0,9444000000.0,9325000000.0
