,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Ordinary Shares Number,110552000.0,110537000.0,113726000.0,113578000.0,115557000.0,
Share Issued,110552000.0,110537000.0,113726000.0,113578000.0,115557000.0,
Net Debt,4146812000.0,4590026000.0,4364133000.0,3550489000.0,3375663000.0,
Total Debt,5081157000.0,5314511000.0,5109226000.0,4332825000.0,4337336000.0,
Tangible Book Value,-876155000.0,-1073172000.0,-913156000.0,-485668000.0,-343365000.0,
Invested Capital,8759163000.0,8855138000.0,8853664000.0,8000583000.0,8150439000.0,
Working Capital,1451106000.0,1452986000.0,1478949000.0,1363963000.0,1515525000.0,
Net Tangible Assets,-876155000.0,-1073172000.0,-913156000.0,-485668000.0,-343365000.0,
Capital Lease Obligations,638183000.0,637465000.0,629722000.0,628712000.0,633570000.0,
Common Stock Equity,4316189000.0,4178092000.0,4374160000.0,4296470000.0,4446673000.0,
Total Capitalization,8744935000.0,8848075000.0,8846420000.0,7997113000.0,8146848000.0,
Total Equity Gross Minority Interest,4316189000.0,4178092000.0,4374160000.0,4296470000.0,4446673000.0,
Stockholders Equity,4316189000.0,4178092000.0,4374160000.0,4296470000.0,4446673000.0,
Retained Earnings,122384000.0,0.0,107620000.0,24065000.0,178956000.0,
Additional Paid In Capital,4192699000.0,4176987000.0,4265403000.0,4271269000.0,4266561000.0,
Capital Stock,1106000.0,1105000.0,1137000.0,1136000.0,1156000.0,
Common Stock,1106000.0,1105000.0,1137000.0,1136000.0,1156000.0,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,7114694000.0,7286463000.0,7073455000.0,6286616000.0,6447464000.0,
Total Non Current Liabilities Net Minority Interest,5269612000.0,5451832000.0,5271999000.0,4509340000.0,4488581000.0,
Other Non Current Liabilities,137659000.0,134760000.0,136534000.0,135317000.0,135444000.0,
Non Current Deferred Liabilities,172043000.0,115799000.0,137528000.0,148167000.0,121199000.0,
Non Current Deferred Taxes Liabilities,172043000.0,115799000.0,137528000.0,148167000.0,121199000.0,
Long Term Debt And Capital Lease Obligation,4959910000.0,5201273000.0,4997937000.0,4225856000.0,4231938000.0,
Long Term Capital Lease Obligation,531164000.0,531290000.0,525677000.0,525213000.0,531763000.0,
Long Term Debt,4428746000.0,4669983000.0,4472260000.0,3700643000.0,3700175000.0,
Current Liabilities,1845082000.0,1834631000.0,1801456000.0,1777276000.0,1958883000.0,
Current Deferred Liabilities,184197000.0,182604000.0,184746000.0,168208000.0,186514000.0,
Current Deferred Revenue,184197000.0,182604000.0,184746000.0,168208000.0,186514000.0,
Current Debt And Capital Lease Obligation,121247000.0,113238000.0,111289000.0,106969000.0,105398000.0,
Current Capital Lease Obligation,107019000.0,106175000.0,104045000.0,103499000.0,101807000.0,
Current Debt,14228000.0,7063000.0,7244000.0,3470000.0,3591000.0,
Other Current Borrowings,14228000.0,7063000.0,7244000.0,3470000.0,3591000.0,
Current Provisions,96288000.0,101973000.0,105421000.0,102876000.0,91295000.0,
Payables And Accrued Expenses,1443350000.0,1436816000.0,1400000000.0,1399223000.0,1575676000.0,
Current Accrued Expenses,407573000.0,357078000.0,296530000.0,458225000.0,554050000.0,
Interest Payable,51496000.0,64261000.0,30703000.0,55454000.0,29985000.0,
Payables,1035777000.0,1079738000.0,1103470000.0,940998000.0,1021626000.0,
Total Tax Payable,74907000.0,71326000.0,81448000.0,72944000.0,,62276000.0
Accounts Payable,960870000.0,1008412000.0,1022022000.0,868054000.0,1021626000.0,
Total Assets,11430883000.0,11464555000.0,11447615000.0,10583086000.0,10894137000.0,
Total Non Current Assets,8134695000.0,8176938000.0,8167210000.0,7441847000.0,7419729000.0,
Other Non Current Assets,134402000.0,130696000.0,111560000.0,103677000.0,89441000.0,
Goodwill And Other Intangible Assets,5192344000.0,5251264000.0,5287316000.0,4782138000.0,4790038000.0,
Other Intangible Assets,1195868000.0,1262411000.0,1318297000.0,1103634000.0,1143123000.0,
Goodwill,3996476000.0,3988853000.0,3969019000.0,3678504000.0,3646915000.0,
Net PPE,2807949000.0,2794978000.0,2768334000.0,2556032000.0,2540250000.0,
Accumulated Depreciation,,,,-1205973000.0,,
Gross PPE,2807949000.0,2794978000.0,2768334000.0,3762005000.0,2540250000.0,
Construction In Progress,,,,141864000.0,,
Other Properties,2807949000.0,2794978000.0,2768334000.0,597780000.0,2540250000.0,
Machinery Furniture Equipment,,,,1786214000.0,,
Buildings And Improvements,,,,834773000.0,,
Land And Improvements,,,,401374000.0,,
Properties,,,,0.0,,
Current Assets,3296188000.0,3287617000.0,3280405000.0,3141239000.0,3474408000.0,
Other Current Assets,121152000.0,130858000.0,132390000.0,116656000.0,109198000.0,
Inventory,1176429000.0,1309089000.0,1348909000.0,1212375000.0,1203919000.0,
Receivables,1702445000.0,1760650000.0,1683735000.0,1658584000.0,1833188000.0,
Other Receivables,447706000.0,429272000.0,432164000.0,495437000.0,463528000.0,
Accounts Receivable,1254739000.0,1331378000.0,1251571000.0,1163147000.0,1369660000.0,
Allowance For Doubtful Accounts Receivable,-43203000.0,-47479000.0,-44993000.0,-41233000.0,-42530000.0,
Gross Accounts Receivable,1297942000.0,1378857000.0,1296564000.0,1204380000.0,1412190000.0,
Cash Cash Equivalents And Short Term Investments,296162000.0,87020000.0,115371000.0,153624000.0,328103000.0,
Cash And Cash Equivalents,296162000.0,87020000.0,115371000.0,153624000.0,328103000.0,
