,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Ordinary Shares Number,119790000.0,119926000.0,120219000.0,120155000.0,120049000.0
Share Issued,119790000.0,119926000.0,120219000.0,120155000.0,120049000.0
Net Debt,1034091000.0,1154224000.0,1347653000.0,1482764000.0,1563405000.0
Total Debt,1411719000.0,1567498000.0,1719881000.0,1930326000.0,1991428000.0
Tangible Book Value,-828948000.0,-913435000.0,-1065707000.0,-1144969000.0,-1338071000.0
Invested Capital,4746295000.0,4775856000.0,4773812000.0,4962970000.0,4825833000.0
Working Capital,-137025000.0,-13441000.0,-476900000.0,-368488000.0,-477478000.0
Net Tangible Assets,-828948000.0,-913435000.0,-1065707000.0,-1144969000.0,-1338071000.0
Capital Lease Obligations,178307000.0,178105000.0,175890000.0,181754000.0,180274000.0
Common Stock Equity,3512883000.0,3386463000.0,3229821000.0,3214398000.0,3014679000.0
Total Capitalization,4721295000.0,4750856000.0,4248948000.0,4441470000.0,4307762000.0
Total Equity Gross Minority Interest,3512883000.0,3386463000.0,3229821000.0,3214398000.0,3014679000.0
Stockholders Equity,3512883000.0,3386463000.0,3229821000.0,3214398000.0,3014679000.0
Gains Losses Not Affecting Retained Earnings,-71570000.0,-118759000.0,-139634000.0,-101721000.0,-120223000.0
Other Equity Adjustments,-71570000.0,-118759000.0,-139634000.0,-101721000.0,-120223000.0
Retained Earnings,1735814000.0,1594486000.0,1431842000.0,1349610000.0,1223087000.0
Additional Paid In Capital,1847441000.0,1909537000.0,1936411000.0,1965307000.0,1910615000.0
Capital Stock,1198000.0,1199000.0,1202000.0,1202000.0,1200000.0
Common Stock,1198000.0,1199000.0,1202000.0,1202000.0,1200000.0
Preferred Stock,0.0,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,2716170000.0,2775968000.0,2845543000.0,3169144000.0,3113466000.0
Total Non Current Liabilities Net Minority Interest,1489420000.0,1629718000.0,1284103000.0,1501951000.0,1544217000.0
Other Non Current Liabilities,72689000.0,64805000.0,61623000.0,63860000.0,40487000.0
Non Current Deferred Liabilities,55124000.0,46734000.0,50024000.0,53451000.0,53660000.0
Non Current Deferred Revenue,19471000.0,15317000.0,19992000.0,21235000.0,16405000.0
Non Current Deferred Taxes Liabilities,35653000.0,31417000.0,30032000.0,32216000.0,37255000.0
Long Term Debt And Capital Lease Obligation,1361607000.0,1518179000.0,1172456000.0,1384640000.0,1450070000.0
Long Term Capital Lease Obligation,153195000.0,153786000.0,153329000.0,157568000.0,156987000.0
Long Term Debt,1208412000.0,1364393000.0,1019127000.0,1227072000.0,1293083000.0
Current Liabilities,1226750000.0,1146250000.0,1561440000.0,1667193000.0,1569249000.0
Other Current Liabilities,,,,-33000.0,
Current Deferred Liabilities,757881000.0,786530000.0,706175000.0,754039000.0,671209000.0
Current Deferred Revenue,757881000.0,786530000.0,706175000.0,754039000.0,671209000.0
Current Debt And Capital Lease Obligation,50112000.0,49319000.0,547425000.0,545686000.0,541358000.0
Current Capital Lease Obligation,25112000.0,24319000.0,22561000.0,24186000.0,23287000.0
Current Debt,25000000.0,25000000.0,524864000.0,521500000.0,518071000.0
Other Current Borrowings,25000000.0,25000000.0,524864000.0,521500000.0,518071000.0
Pensionand Other Post Retirement Benefit Plans Current,182580000.0,129859000.0,134924000.0,173797000.0,161073000.0
Payables And Accrued Expenses,236177000.0,180542000.0,172916000.0,193704000.0,195609000.0
Current Accrued Expenses,126421000.0,101317000.0,114939000.0,129528000.0,123090000.0
Payables,109756000.0,79225000.0,57977000.0,64176000.0,72519000.0
Total Tax Payable,101056000.0,70725000.0,37288000.0,39978000.0,25366000.0
Income Tax Payable,101056000.0,70725000.0,37288000.0,39978000.0,25366000.0
Accounts Payable,8700000.0,8500000.0,20689000.0,24198000.0,47153000.0
Total Assets,6229053000.0,6162431000.0,6075364000.0,6383542000.0,6128145000.0
Total Non Current Assets,5139328000.0,5029622000.0,4990824000.0,5084837000.0,5036374000.0
Other Non Current Assets,394124000.0,347468000.0,331611000.0,357562000.0,323133000.0
Non Current Deferred Assets,209417000.0,186401000.0,164259000.0,159404000.0,151659000.0
Non Current Deferred Taxes Assets,209417000.0,186401000.0,164259000.0,159404000.0,151659000.0
Goodwill And Other Intangible Assets,4341831000.0,4299898000.0,4295528000.0,4359367000.0,4352750000.0
Other Intangible Assets,844819000.0,855794000.0,872108000.0,897476000.0,910505000.0
Goodwill,3497012000.0,3444104000.0,3423420000.0,3461891000.0,3442245000.0
Net PPE,193956000.0,195855000.0,199426000.0,208504000.0,208832000.0
Accumulated Depreciation,,,,-286877000.0,
Gross PPE,193956000.0,195855000.0,199426000.0,495381000.0,208832000.0
Leases,,,,79802000.0,
Other Properties,193956000.0,195855000.0,199426000.0,133317000.0,208832000.0
Machinery Furniture Equipment,,,,282262000.0,
Properties,,,,0.0,
Current Assets,1089725000.0,1132809000.0,1084540000.0,1298705000.0,1091771000.0
Other Current Assets,67938000.0,66392000.0,75493000.0,68013000.0,59690000.0
Prepaid Assets,109756000.0,114624000.0,117902000.0,102931000.0,109373000.0
Receivables,712710000.0,716624000.0,694807000.0,861953000.0,674959000.0
Accounts Receivable,712710000.0,716624000.0,694807000.0,861953000.0,674959000.0
Allowance For Doubtful Accounts Receivable,-1404000.0,-1272000.0,-1332000.0,-1180000.0,-1269000.0
Gross Accounts Receivable,714114000.0,717896000.0,696139000.0,863133000.0,676228000.0
Cash Cash Equivalents And Short Term Investments,199321000.0,235169000.0,196338000.0,265808000.0,247749000.0
Cash And Cash Equivalents,199321000.0,235169000.0,196338000.0,265808000.0,247749000.0
