,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,98100000.0,98500000.0,98301000.0,98245000.0,98708000.0,,
Share Issued,98100000.0,98500000.0,98301000.0,98245000.0,98708000.0,,
Net Debt,1578000000.0,1623500000.0,1872000000.0,2008547000.0,2063963000.0,,
Total Debt,2058500000.0,2068900000.0,2202540000.0,2319893000.0,2399815000.0,,
Tangible Book Value,1044800000.0,916700000.0,653337000.0,448883000.0,438383000.0,,
Invested Capital,8906300000.0,8860200000.0,8647106000.0,8579826000.0,8829647000.0,,
Working Capital,1217400000.0,1131200000.0,978592000.0,1006733000.0,1132386000.0,,
Net Tangible Assets,1044800000.0,916700000.0,653337000.0,448883000.0,438383000.0,,
Capital Lease Obligations,161300000.0,165700000.0,158839000.0,156168000.0,163657000.0,,
Common Stock Equity,7009100000.0,6957000000.0,6603405000.0,6416101000.0,6593489000.0,,
Total Capitalization,8906300000.0,8860200000.0,8522106000.0,8454826000.0,8749647000.0,,
Total Equity Gross Minority Interest,7022600000.0,6969900000.0,6615757000.0,6428546000.0,6610462000.0,,
Minority Interest,13500000.0,12900000.0,12352000.0,12445000.0,16973000.0,,
Stockholders Equity,7009100000.0,6957000000.0,6603405000.0,6416101000.0,6593489000.0,,
Other Equity Interest,100000.0,,,,,,
Gains Losses Not Affecting Retained Earnings,-76100000.0,-70500000.0,-292338000.0,-374250000.0,-165836000.0,,
Other Equity Adjustments,-76100000.0,-70500000.0,-292338000.0,-374250000.0,-165836000.0,,
Retained Earnings,2726400000.0,2596500000.0,2475330000.0,2385664000.0,2268326000.0,,
Capital Stock,4358700000.0,4431000000.0,4420413000.0,4404687000.0,4490999000.0,,
Common Stock,4358700000.0,4431000000.0,4420413000.0,4404687000.0,4490999000.0,,
Total Liabilities Net Minority Interest,3388100000.0,3435100000.0,3531054000.0,3579816000.0,3631683000.0,,
Total Non Current Liabilities Net Minority Interest,2499200000.0,2508500000.0,2508881000.0,2688696000.0,2826200000.0,,
Other Non Current Liabilities,13500000.0,13000000.0,12712000.0,21625000.0,22067000.0,,
Liabilities Heldfor Sale Non Current,,,,,,,0.0
Employee Benefits,10000000.0,10000000.0,9469000.0,9961000.0,10058000.0,,
Non Current Pension And Other Postretirement Benefit Plans,8500000.0,8500000.0,8141000.0,8538000.0,8663000.0,,
Tradeand Other Payables Non Current,1900000.0,1900000.0,1880000.0,6527000.0,6527000.0,,
Non Current Deferred Liabilities,412000000.0,411400000.0,403654000.0,453125000.0,462741000.0,,
Non Current Deferred Taxes Liabilities,412000000.0,411400000.0,403654000.0,453125000.0,462741000.0,,
Long Term Debt And Capital Lease Obligation,2023200000.0,2033600000.0,2043338000.0,2162442000.0,2289306000.0,,
