,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,658000000.0,468000000.0,672000000.0,600000000.0,631000000.0
Repayment Of Debt,0.0,0.0,-700000000.0,0.0,0.0
Issuance Of Debt,,,,0.0,
Capital Expenditure,-85000000.0,-75000000.0,-85000000.0,-74000000.0,-72000000.0
End Cash Position,2181000000.0,2174000000.0,2139000000.0,2408000000.0,2642000000.0
Beginning Cash Position,2174000000.0,2139000000.0,2408000000.0,2642000000.0,2635000000.0
Effect Of Exchange Rate Changes,-8000000.0,100000000.0,48000000.0,-93000000.0,69000000.0
Changes In Cash,15000000.0,-65000000.0,-317000000.0,-141000000.0,-62000000.0
Financing Cash Flow,-674000000.0,-482000000.0,-1298000000.0,-634000000.0,-81000000.0
Cash Flow From Continuing Financing Activities,-674000000.0,-482000000.0,-1298000000.0,-634000000.0,-81000000.0
Net Other Financing Charges,-1000000.0,,,-6000000.0,-5000000.0
Proceeds From Stock Option Exercised,8000000.0,-26000000.0,-30000000.0,98000000.0,12000000.0
Cash Dividends Paid,-168000000.0,-171000000.0,-195000000.0,-155000000.0,-156000000.0
Common Stock Dividend Paid,-168000000.0,-171000000.0,-195000000.0,-155000000.0,-156000000.0
Net Common Stock Issuance,-513000000.0,-284000000.0,-373000000.0,-571000000.0,-428000000.0
Net Issuance Payments Of Debt,0.0,0.0,-700000000.0,0.0,496000000.0
Net Long Term Debt Issuance,0.0,0.0,-700000000.0,0.0,496000000.0
Long Term Debt Payments,0.0,0.0,-700000000.0,0.0,0.0
Long Term Debt Issuance,,,,0.0,
Investing Cash Flow,-54000000.0,-126000000.0,224000000.0,-181000000.0,-684000000.0
Cash Flow From Continuing Investing Activities,-54000000.0,-126000000.0,224000000.0,-181000000.0,-684000000.0
Net Investment Purchase And Sale,37000000.0,-49000000.0,542000000.0,2000000.0,-512000000.0
Sale Of Investment,77000000.0,28000000.0,583000000.0,30000000.0,24000000.0
Purchase Of Investment,-40000000.0,-77000000.0,-41000000.0,-28000000.0,-536000000.0
Net Business Purchase And Sale,-6000000.0,-2000000.0,-233000000.0,-109000000.0,-100000000.0
Sale Of Business,,,,2000000.0,0.0
Purchase Of Business,-6000000.0,-2000000.0,-233000000.0,-111000000.0,-100000000.0
Capital Expenditure Reported,-85000000.0,-75000000.0,-85000000.0,-74000000.0,-72000000.0
Operating Cash Flow,743000000.0,543000000.0,757000000.0,674000000.0,703000000.0
Cash Flow From Continuing Operating Activities,743000000.0,543000000.0,757000000.0,674000000.0,703000000.0
Change In Working Capital,-113000000.0,-221000000.0,-63000000.0,165000000.0,8000000.0
Change In Other Working Capital,-156000000.0,-235000000.0,261000000.0,205000000.0,-171000000.0
Change In Other Current Liabilities,4000000.0,-5000000.0,-9000000.0,1000000.0,0.0
Change In Other Current Assets,46000000.0,-42000000.0,-7000000.0,-77000000.0,31000000.0
Change In Payables And Accrued Expense,24000000.0,-49000000.0,-292000000.0,180000000.0,127000000.0
Change In Receivables,-31000000.0,110000000.0,-16000000.0,-144000000.0,21000000.0
Changes In Account Receivables,-31000000.0,110000000.0,-16000000.0,-144000000.0,21000000.0
Other Non Cash Items,1000000.0,4000000.0,3000000.0,,
Stock Based Compensation,57000000.0,61000000.0,56000000.0,54000000.0,57000000.0
Provisionand Write Offof Assets,5000000.0,1000000.0,5000000.0,1000000.0,4000000.0
Deferred Tax,23000000.0,-1000000.0,18000000.0,-71000000.0,-16000000.0
Deferred Income Tax,23000000.0,-1000000.0,18000000.0,-71000000.0,-16000000.0
Depreciation Amortization Depletion,123000000.0,120000000.0,113000000.0,113000000.0,108000000.0
Depreciation And Amortization,123000000.0,120000000.0,113000000.0,113000000.0,108000000.0
Operating Gains Losses,,,,0.0,
Net Income From Continuing Operations,647000000.0,579000000.0,625000000.0,395000000.0,534000000.0
