,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,40955150.665732,0.0,0.0,0.0,,
Tax Rate For Calcs,0.168556,0.177295,0.168,0.185042,0.136,,
Normalized EBITDA,1863000000.0,1719000000.0,1071000000.0,2125000000.0,1680000000.0,,
Total Unusual Items,0.0,231000000.0,,,,,
Total Unusual Items Excluding Goodwill,0.0,231000000.0,,,,,
Net Income From Continuing Operation Net Minority Interest,1100000000.0,1174000000.0,481000000.0,1264000000.0,1026000000.0,,
Reconciled Depreciation,379000000.0,350000000.0,337000000.0,414000000.0,331000000.0,,
Reconciled Cost Of Revenue,8196000000.0,8141000000.0,7888000000.0,8754000000.0,7890000000.0,,
EBITDA,1863000000.0,1950000000.0,1071000000.0,2125000000.0,1680000000.0,,
EBIT,1484000000.0,1600000000.0,734000000.0,1711000000.0,1349000000.0,,
Net Interest Income,-161000000.0,-173000000.0,-156000000.0,-160000000.0,-161000000.0,,
Interest Expense,161000000.0,173000000.0,156000000.0,160000000.0,161000000.0,,
Normalized Income,1100000000.0,983955150.665732,481000000.0,1264000000.0,1026000000.0,,
Net Income From Continuing And Discontinued Operation,1100000000.0,1174000000.0,481000000.0,1264000000.0,1026000000.0,,
Total Expenses,9181000000.0,9157000000.0,8895000000.0,9597000000.0,8876000000.0,,
Total Operating Income As Reported,1242000000.0,1425000000.0,573000000.0,1089000000.0,1120000000.0,,
Diluted Average Shares,143500000.0,144000000.0,144900000.0,,146500000.0,147700000.0,
Basic Average Shares,143100000.0,143700000.0,144600000.0,,146200000.0,147500000.0,
Diluted EPS,7.67,8.15,3.32,,7.0,6.36,
Basic EPS,7.69,8.17,3.33,,7.02,6.37,
Diluted NI Availto Com Stockholders,1100000000.0,1174000000.0,481000000.0,1264000000.0,1026000000.0,,
Net Income Common Stockholders,1100000000.0,1174000000.0,481000000.0,1264000000.0,1026000000.0,,
Net Income,1100000000.0,1174000000.0,481000000.0,1264000000.0,1026000000.0,,
Net Income Including Noncontrolling Interests,1100000000.0,1174000000.0,481000000.0,1264000000.0,1026000000.0,,
Net Income Continuous Operations,1100000000.0,1174000000.0,481000000.0,1264000000.0,1026000000.0,,
Tax Provision,223000000.0,253000000.0,97000000.0,287000000.0,162000000.0,,
Pretax Income,1323000000.0,1427000000.0,578000000.0,1551000000.0,1188000000.0,,
Other Income Expense,242000000.0,406000000.0,161000000.0,622000000.0,229000000.0,,
Other Non Operating Income Expenses,242000000.0,175000000.0,161000000.0,622000000.0,229000000.0,,
Special Income Charges,0.0,231000000.0,,,,,
Gain On Sale Of Business,0.0,231000000.0,,,,,
Net Non Operating Interest Income Expense,-161000000.0,-173000000.0,-156000000.0,-160000000.0,-161000000.0,,
Interest Expense Non Operating,161000000.0,173000000.0,156000000.0,160000000.0,161000000.0,,
Operating Income,1242000000.0,1194000000.0,573000000.0,1089000000.0,1120000000.0,,
Operating Expense,985000000.0,1016000000.0,1007000000.0,843000000.0,986000000.0,,
Selling General And Administration,985000000.0,1016000000.0,1007000000.0,843000000.0,986000000.0,,
General And Administrative Expense,985000000.0,1016000000.0,1007000000.0,843000000.0,986000000.0,,
Other Gand A,985000000.0,1016000000.0,1007000000.0,843000000.0,986000000.0,,
Salaries And Wages,,,,,,-167000000.0,-168000000.0
Gross Profit,2227000000.0,2210000000.0,1580000000.0,1932000000.0,2106000000.0,,
Cost Of Revenue,8196000000.0,8141000000.0,7888000000.0,8754000000.0,7890000000.0,,
Total Revenue,10423000000.0,10351000000.0,9468000000.0,10686000000.0,9996000000.0,,
Operating Revenue,10423000000.0,10351000000.0,9468000000.0,10686000000.0,9996000000.0,,
