,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-336000.0,-94500.0,-6448400.0,-238400.0,-27825000.0,
Tax Rate For Calcs,0.21,0.063,0.329,0.149,0.21,
Normalized EBITDA,247400000.0,236000000.0,243000000.0,314800000.0,313200000.0,
Total Unusual Items,-1600000.0,-1500000.0,-19600000.0,-1600000.0,-132500000.0,
Total Unusual Items Excluding Goodwill,-1600000.0,-1500000.0,-19600000.0,-1600000.0,-132500000.0,
Net Income From Continuing Operation Net Minority Interest,141400000.0,105000000.0,68700000.0,162000000.0,60500000.0,
Reconciled Depreciation,116900000.0,115900000.0,114200000.0,116000000.0,115400000.0,
Reconciled Cost Of Revenue,536000000.0,448300000.0,447600000.0,510800000.0,480000000.0,
EBITDA,245800000.0,234500000.0,223400000.0,313200000.0,180700000.0,
EBIT,128900000.0,118600000.0,109200000.0,197200000.0,65300000.0,
Net Interest Income,-6900000.0,-6600000.0,-6800000.0,-6800000.0,-6900000.0,
Interest Expense,6900000.0,6600000.0,6800000.0,6800000.0,6900000.0,
Normalized Income,142664000.0,106405500.0,81851600.0,163361600.0,165175000.0,
Net Income From Continuing And Discontinued Operation,141400000.0,105000000.0,68700000.0,162000000.0,60500000.0,
Total Expenses,987600000.0,852900000.0,836300000.0,885800000.0,833100000.0,
Total Operating Income As Reported,111000000.0,110600000.0,97300000.0,181100000.0,59400000.0,
Diluted Average Shares,149800000.0,150300000.0,158800000.0,161400000.0,161400000.0,
Basic Average Shares,148600000.0,150000000.0,158500000.0,160400000.0,159800000.0,
Diluted EPS,0.94,0.7,0.43,1.0,0.37,
Basic EPS,0.95,0.7,0.43,1.01,0.38,
Diluted NI Availto Com Stockholders,141400000.0,105000000.0,68700000.0,162000000.0,60500000.0,
Net Income Common Stockholders,141400000.0,105000000.0,68700000.0,162000000.0,60500000.0,
Net Income,141400000.0,105000000.0,68700000.0,162000000.0,60500000.0,
Net Income Including Noncontrolling Interests,141400000.0,105000000.0,68700000.0,162000000.0,60500000.0,
Net Income Continuous Operations,141400000.0,105000000.0,68700000.0,162000000.0,60500000.0,
Tax Provision,-19400000.0,7000000.0,33700000.0,28400000.0,-2100000.0,
Pretax Income,122000000.0,112000000.0,102400000.0,190400000.0,58400000.0,
Other Income Expense,16300000.0,6500000.0,-7700000.0,14500000.0,-126600000.0,
Other Non Operating Income Expenses,17900000.0,8000000.0,11900000.0,16100000.0,5900000.0,
Special Income Charges,-1600000.0,-1500000.0,-19600000.0,-1600000.0,-132500000.0,
Restructuring And Mergern Acquisition,,,,1600000.0,,1600000.0
Net Non Operating Interest Income Expense,-6900000.0,-6600000.0,-6800000.0,-6800000.0,-6900000.0,
Interest Expense Non Operating,6900000.0,6600000.0,6800000.0,6800000.0,6900000.0,
Operating Income,112600000.0,112100000.0,116900000.0,182700000.0,191900000.0,
Operating Expense,334900000.0,288900000.0,274700000.0,259200000.0,237900000.0,
Depreciation Amortization Depletion Income Statement,200000.0,200000.0,200000.0,200000.0,200000.0,
Depreciation And Amortization In Income Statement,200000.0,200000.0,200000.0,200000.0,200000.0,
Amortization,200000.0,200000.0,200000.0,200000.0,200000.0,
Amortization Of Intangibles Income Statement,200000.0,200000.0,200000.0,200000.0,200000.0,
Research And Development,223100000.0,199400000.0,186500000.0,176400000.0,163600000.0,
Selling General And Administration,111600000.0,89300000.0,88000000.0,82600000.0,74100000.0,
Gross Profit,447500000.0,401000000.0,391600000.0,441900000.0,429800000.0,
Cost Of Revenue,652700000.0,564000000.0,561600000.0,626600000.0,595200000.0,
Total Revenue,1100200000.0,965000000.0,953200000.0,1068500000.0,1025000000.0,
Operating Revenue,1100200000.0,965000000.0,953200000.0,1068500000.0,1025000000.0,
