,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,-376000000.0,288000000.0,-27000000.0,204000000.0,55000000.0,,
Repurchase Of Capital Stock,-25000000.0,-100000000.0,-25000000.0,-28000000.0,-27000000.0,,
Repayment Of Debt,-502000000.0,0.0,-210000000.0,0.0,0.0,,
Issuance Of Debt,799000000.0,0.0,299000000.0,0.0,0.0,,
Capital Expenditure,-586000000.0,-108000000.0,-97000000.0,-14000000.0,-179000000.0,,
Interest Paid Supplemental Data,69000000.0,74000000.0,58000000.0,70000000.0,63000000.0,,
Income Tax Paid Supplemental Data,21000000.0,6000000.0,34000000.0,9000000.0,13000000.0,,
End Cash Position,401000000.0,592000000.0,560000000.0,684000000.0,899000000.0,,
Beginning Cash Position,592000000.0,560000000.0,684000000.0,899000000.0,997000000.0,,
Changes In Cash,-191000000.0,32000000.0,-124000000.0,-215000000.0,-98000000.0,,
Financing Cash Flow,120000000.0,-253000000.0,-97000000.0,-178000000.0,-171000000.0,,
Cash Flow From Continuing Financing Activities,120000000.0,-253000000.0,-97000000.0,-178000000.0,-171000000.0,,
Net Other Financing Charges,-2000000.0,-1000000.0,-9000000.0,-5000000.0,1000000.0,,
Cash Dividends Paid,-150000000.0,-152000000.0,-152000000.0,-145000000.0,-145000000.0,,
Common Stock Dividend Paid,-150000000.0,-152000000.0,-152000000.0,-145000000.0,-145000000.0,,
Net Common Stock Issuance,-25000000.0,-100000000.0,-25000000.0,-28000000.0,-27000000.0,,
Common Stock Payments,-25000000.0,-100000000.0,-25000000.0,-28000000.0,-27000000.0,,
Net Issuance Payments Of Debt,297000000.0,0.0,89000000.0,0.0,0.0,,
Net Long Term Debt Issuance,297000000.0,0.0,89000000.0,0.0,0.0,,
Long Term Debt Payments,-502000000.0,0.0,-210000000.0,0.0,0.0,,
Long Term Debt Issuance,799000000.0,0.0,299000000.0,0.0,0.0,,
Investing Cash Flow,-521000000.0,-111000000.0,-97000000.0,-255000000.0,-161000000.0,,
Cash Flow From Continuing Investing Activities,-521000000.0,-111000000.0,-97000000.0,-255000000.0,-161000000.0,,
Net Other Investing Changes,4000000.0,,,10000000.0,18000000.0,1000000.0,2000000.0
Net Investment Purchase And Sale,,,,0.0,0.0,,
Purchase Of Investment,,,,0.0,0.0,,
Net PPE Purchase And Sale,-461000000.0,-1000000.0,-4000000.0,,-82000000.0,-53000000.0,
Purchase Of PPE,-461000000.0,-1000000.0,-4000000.0,,-82000000.0,-53000000.0,
Capital Expenditure Reported,-125000000.0,-107000000.0,-93000000.0,-149000000.0,-97000000.0,,
Operating Cash Flow,210000000.0,396000000.0,70000000.0,218000000.0,234000000.0,,
Cash Flow From Continuing Operating Activities,210000000.0,396000000.0,70000000.0,218000000.0,234000000.0,,
Change In Working Capital,44000000.0,147000000.0,-186000000.0,21000000.0,42000000.0,,
Change In Other Working Capital,4000000.0,6000000.0,-22000000.0,17000000.0,-16000000.0,,
Change In Payables And Accrued Expense,2000000.0,64000000.0,-25000000.0,-37000000.0,13000000.0,,
Change In Prepaid Assets,-8000000.0,12000000.0,5000000.0,-1000000.0,-13000000.0,,
Change In Inventory,17000000.0,55000000.0,-68000000.0,-24000000.0,22000000.0,,
Change In Receivables,29000000.0,10000000.0,-76000000.0,66000000.0,36000000.0,,
Changes In Account Receivables,,,,,,-4000000.0,-53000000.0
Other Non Cash Items,-6000000.0,-28000000.0,-14000000.0,-25000000.0,-9000000.0,,
Stock Based Compensation,9000000.0,12000000.0,11000000.0,11000000.0,10000000.0,,
Deferred Tax,,,4000000.0,,,,0.0
Deferred Income Tax,,,4000000.0,,,,0.0
Depreciation Amortization Depletion,130000000.0,125000000.0,125000000.0,126000000.0,125000000.0,,
Operating Gains Losses,14000000.0,57000000.0,47000000.0,44000000.0,38000000.0,,
Pension And Employee Benefit Expense,24000000.0,24000000.0,23000000.0,17000000.0,15000000.0,,
Gain Loss On Investment Securities,19000000.0,33000000.0,24000000.0,27000000.0,23000000.0,,
Net Income From Continuing Operations,80000000.0,87000000.0,83000000.0,81000000.0,28000000.0,,
