,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.232,0.225,0.21002,0.23
Net Income From Continuing Operation Net Minority Interest,511032000.0,401288000.0,417571000.0,576101000.0,365634000.0
Reconciled Depreciation,-9069000.0,-13969000.0,-9786000.0,-13645000.0,-11931000.0
EBIT,679870000.0,553640000.0,570333000.0,760052000.0,506169000.0
Net Interest Income,-31760000.0,-31777000.0,-31727000.0,-31751000.0,-31720000.0
Interest Expense,31760000.0,31777000.0,31727000.0,31751000.0,31720000.0
Normalized Income,511032000.0,401288000.0,417571000.0,576101000.0,365634000.0
Net Income From Continuing And Discontinued Operation,511032000.0,401288000.0,417571000.0,576101000.0,365634000.0
Total Expenses,3132135000.0,3093549000.0,2989415000.0,2992967000.0,2901311000.0
Diluted Average Shares,400204000.0,400368000.0,399825000.0,400888000.0,401817000.0
Basic Average Shares,397220000.0,397016000.0,396929000.0,398042000.0,398338000.0
Diluted EPS,1.28,1.0,1.04,1.44,0.91
Basic EPS,1.29,1.01,1.05,1.45,0.92
Diluted NI Availto Com Stockholders,511032000.0,401288000.0,417571000.0,576101000.0,365634000.0
Net Income Common Stockholders,511032000.0,401288000.0,417571000.0,576101000.0,365634000.0
Net Income,511032000.0,401288000.0,417571000.0,576101000.0,365634000.0
Minority Interests,-937000.0,580000.0,222000.0,758000.0,320000.0
Net Income Including Noncontrolling Interests,511969000.0,400708000.0,417349000.0,575343000.0,365314000.0
Net Income Continuous Operations,511969000.0,400708000.0,417349000.0,575343000.0,365314000.0
Tax Provision,136141000.0,121155000.0,121257000.0,152958000.0,109135000.0
Pretax Income,648110000.0,521863000.0,538606000.0,728301000.0,474449000.0
Other Income Expense,150732000.0,129590000.0,129442000.0,153352000.0,129220000.0
Net Non Operating Interest Income Expense,-31760000.0,-31777000.0,-31727000.0,-31751000.0,-31720000.0
Interest Expense Non Operating,31760000.0,31777000.0,31727000.0,31751000.0,31720000.0
Other Operating Expenses,208495000.0,199962000.0,195404000.0,219627000.0,186469000.0
Total Revenue,3780245000.0,3615412000.0,3528021000.0,3721268000.0,3375760000.0
Operating Revenue,3780245000.0,3615412000.0,3528021000.0,3721268000.0,3375760000.0
Loss Adjustment Expense,1991568000.0,1979711000.0,1924038000.0,3960645000.0,1847746000.0
Net Policyholder Benefits And Claims,1991568000.0,1979711000.0,1924038000.0,3960645000.0,1847746000.0
