,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-82368000.0,-182007000.0,-41396000.0,197575447.570332,-40959000.0
Tax Rate For Calcs,0.208,0.189,0.158,0.317136,0.123
Normalized EBITDA,4365000000.0,2679000000.0,1491000000.0,1651000000.0,3697000000.0
Total Unusual Items,-396000000.0,-963000000.0,-262000000.0,623000000.0,-333000000.0
Total Unusual Items Excluding Goodwill,-396000000.0,-963000000.0,-262000000.0,623000000.0,-333000000.0
Net Income From Continuing Operation Net Minority Interest,2748000000.0,895000000.0,333000000.0,1068000000.0,2517000000.0
Reconciled Depreciation,199000000.0,194000000.0,184000000.0,203000000.0,190000000.0
EBITDA,3969000000.0,1716000000.0,1229000000.0,2274000000.0,3364000000.0
EBIT,3770000000.0,1522000000.0,1045000000.0,2071000000.0,3174000000.0
Net Interest Income,-53000000.0,-184000000.0,-408000000.0,-256000000.0,22000000.0
Interest Expense,301000000.0,418000000.0,649000000.0,507000000.0,305000000.0
Interest Income,248000000.0,234000000.0,241000000.0,251000000.0,327000000.0
Normalized Income,3061632000.0,1675993000.0,553604000.0,642575447.570332,2809041000.0
Net Income From Continuing And Discontinued Operation,2748000000.0,895000000.0,333000000.0,1068000000.0,2517000000.0
Total Expenses,5068000000.0,4548000000.0,3700000000.0,3742000000.0,4815000000.0
Total Operating Income As Reported,3483000000.0,2250000000.0,1062000000.0,1729000000.0,3179000000.0
Diluted Average Shares,32558000.0,32619000.0,33093000.0,33426000.0,33864000.0
Basic Average Shares,32384000.0,32494000.0,32845000.0,33051000.0,33401000.0
Diluted EPS,84.41,27.43,10.07,31.95,74.34
Basic EPS,84.86,27.54,10.14,32.31,75.37
Diluted NI Availto Com Stockholders,2748000000.0,895000000.0,333000000.0,1068000000.0,2517000000.0
Net Income Common Stockholders,2748000000.0,895000000.0,333000000.0,1068000000.0,2517000000.0
Net Income,2748000000.0,895000000.0,333000000.0,1068000000.0,2517000000.0
Net Income Including Noncontrolling Interests,2748000000.0,895000000.0,333000000.0,1068000000.0,2517000000.0
Net Income Continuous Operations,2748000000.0,895000000.0,333000000.0,1068000000.0,2517000000.0
Tax Provision,721000000.0,209000000.0,63000000.0,496000000.0,352000000.0
Pretax Income,3469000000.0,1104000000.0,396000000.0,1564000000.0,2869000000.0
Other Income Expense,-418000000.0,-962000000.0,-258000000.0,91000000.0,-332000000.0
Other Non Operating Income Expenses,-22000000.0,1000000.0,4000000.0,-532000000.0,1000000.0
Special Income Charges,-457000000.0,,,,
Impairment Of Capital Assets,457000000.0,,,,
Gain On Sale Of Security,61000000.0,-963000000.0,-262000000.0,623000000.0,-333000000.0
Net Non Operating Interest Income Expense,-53000000.0,-184000000.0,-408000000.0,-256000000.0,22000000.0
Interest Expense Non Operating,301000000.0,418000000.0,649000000.0,507000000.0,305000000.0
Interest Income Non Operating,248000000.0,234000000.0,241000000.0,251000000.0,327000000.0
Operating Income,3940000000.0,2250000000.0,1062000000.0,1729000000.0,3179000000.0
Operating Expense,5068000000.0,4548000000.0,3700000000.0,3742000000.0,4815000000.0
Other Operating Expenses,347000000.0,257000000.0,232000000.0,241000000.0,194000000.0
Depreciation Amortization Depletion Income Statement,160000000.0,158000000.0,154000000.0,157000000.0,155000000.0
Depreciation And Amortization In Income Statement,160000000.0,158000000.0,154000000.0,157000000.0,155000000.0
Selling General And Administration,4561000000.0,4133000000.0,3314000000.0,3344000000.0,4466000000.0
Selling And Marketing Expense,3362000000.0,3038000000.0,2479000000.0,2328000000.0,3023000000.0
General And Administrative Expense,1199000000.0,1095000000.0,835000000.0,1016000000.0,1443000000.0
Other Gand A,254000000.0,199000000.0,142000000.0,163000000.0,575000000.0
Salaries And Wages,945000000.0,896000000.0,693000000.0,853000000.0,868000000.0
Total Revenue,9008000000.0,6798000000.0,4762000000.0,5471000000.0,7994000000.0
Operating Revenue,9008000000.0,6798000000.0,4762000000.0,5471000000.0,7994000000.0
