,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Ordinary Shares Number,297561943.0,297524516.0,299584021.0,302052229.0,306010388.0,
Share Issued,297561943.0,297524516.0,299584021.0,302052229.0,306010388.0,
Net Debt,5437000000.0,5810000000.0,5267000000.0,3073000000.0,4399000000.0,
Total Debt,9481000000.0,9540000000.0,8863000000.0,5694000000.0,6858000000.0,
Tangible Book Value,-295000000.0,-642000000.0,-475000000.0,492000000.0,542000000.0,
Invested Capital,15641000000.0,15458000000.0,14931000000.0,12598000000.0,14116000000.0,
Working Capital,1421000000.0,1337000000.0,-37000000.0,683000000.0,1186000000.0,
Net Tangible Assets,-295000000.0,-642000000.0,-475000000.0,492000000.0,542000000.0,
Capital Lease Obligations,2375000000.0,2335000000.0,2214000000.0,1507000000.0,1434000000.0,
Common Stock Equity,8535000000.0,8253000000.0,8282000000.0,8411000000.0,8692000000.0,
Total Capitalization,12856000000.0,12593000000.0,11489000000.0,11656000000.0,11969000000.0,
Total Equity Gross Minority Interest,9293000000.0,8993000000.0,9004000000.0,9192000000.0,9556000000.0,
Minority Interest,758000000.0,740000000.0,722000000.0,781000000.0,864000000.0,
Stockholders Equity,8535000000.0,8253000000.0,8282000000.0,8411000000.0,8692000000.0,
Gains Losses Not Affecting Retained Earnings,-1280000000.0,-1143000000.0,-1107000000.0,-1159000000.0,-895000000.0,
Other Equity Adjustments,-1280000000.0,-1143000000.0,-1107000000.0,,-895000000.0,-1031000000.0
Foreign Currency Translation Adjustments,,,,-1046000000.0,,
Minimum Pension Liabilities,,,,-113000000.0,,
Retained Earnings,9768000000.0,9393000000.0,9386000000.0,9567000000.0,9584000000.0,
Additional Paid In Capital,44000000.0,0.0,0.0,0.0,0.0,
Capital Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,
Total Liabilities Net Minority Interest,19273000000.0,18700000000.0,17362000000.0,15191000000.0,15289000000.0,
Total Non Current Liabilities Net Minority Interest,8121000000.0,8077000000.0,6494000000.0,5904000000.0,5859000000.0,
Other Non Current Liabilities,1279000000.0,1251000000.0,935000000.0,945000000.0,969000000.0,
Preferred Securities Outside Stock Equity,,408000000.0,371000000.0,,,
Tradeand Other Payables Non Current,181000000.0,175000000.0,167000000.0,160000000.0,155000000.0,
Non Current Deferred Liabilities,242000000.0,258000000.0,245000000.0,247000000.0,253000000.0,
Non Current Deferred Taxes Liabilities,242000000.0,258000000.0,245000000.0,247000000.0,253000000.0,
Long Term Debt And Capital Lease Obligation,6419000000.0,6393000000.0,5147000000.0,4552000000.0,4482000000.0,
Long Term Capital Lease Obligation,2098000000.0,2053000000.0,1940000000.0,1307000000.0,1205000000.0,
Long Term Debt,4321000000.0,4340000000.0,3207000000.0,3245000000.0,3277000000.0,
Current Liabilities,11152000000.0,10623000000.0,10868000000.0,9287000000.0,9430000000.0,
Other Current Liabilities,392000000.0,365000000.0,400000000.0,345000000.0,335000000.0,
Current Deferred Liabilities,382000000.0,420000000.0,403000000.0,375000000.0,329000000.0,
Current Deferred Revenue,382000000.0,420000000.0,403000000.0,375000000.0,329000000.0,
Current Debt And Capital Lease Obligation,3062000000.0,3147000000.0,3716000000.0,1142000000.0,2376000000.0,
Current Capital Lease Obligation,277000000.0,282000000.0,274000000.0,200000000.0,229000000.0,
Current Debt,2785000000.0,2865000000.0,3442000000.0,942000000.0,2147000000.0,
Other Current Borrowings,76000000.0,77000000.0,668000000.0,83000000.0,42000000.0,
Line Of Credit,1624000000.0,1432000000.0,1178000000.0,684000000.0,2105000000.0,
Commercial Paper,1085000000.0,1356000000.0,1596000000.0,175000000.0,,
Pensionand Other Post Retirement Benefit Plans Current,1288000000.0,1029000000.0,942000000.0,1695000000.0,1223000000.0,
Payables And Accrued Expenses,6028000000.0,5662000000.0,5407000000.0,5730000000.0,5167000000.0,
Payables,6028000000.0,5662000000.0,5407000000.0,5730000000.0,5167000000.0,
Other Payable,1490000000.0,1405000000.0,1357000000.0,1419000000.0,1241000000.0,
Total Tax Payable,100000000.0,145000000.0,111000000.0,209000000.0,75000000.0,
Income Tax Payable,100000000.0,145000000.0,111000000.0,209000000.0,75000000.0,
Accounts Payable,4438000000.0,4112000000.0,3939000000.0,4102000000.0,3851000000.0,
Total Assets,28566000000.0,27693000000.0,26366000000.0,24383000000.0,24845000000.0,
Total Non Current Assets,15993000000.0,15733000000.0,15535000000.0,14413000000.0,14229000000.0,
Other Non Current Assets,1837000000.0,1809000000.0,1866000000.0,1880000000.0,1674000000.0,
Non Current Deferred Assets,692000000.0,656000000.0,556000000.0,538000000.0,392000000.0,
Non Current Deferred Taxes Assets,692000000.0,656000000.0,556000000.0,538000000.0,392000000.0,
Non Current Accounts Receivable,216000000.0,192000000.0,172000000.0,164000000.0,164000000.0,
Investments And Advances,870000000.0,858000000.0,982000000.0,1295000000.0,1334000000.0,
Long Term Equity Investment,870000000.0,858000000.0,982000000.0,1295000000.0,1334000000.0,
