,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,1074000000.0,1084000000.0,1100000000.0,1106000000.0,1113000000.0,,
Share Issued,1074000000.0,1084000000.0,1100000000.0,1106000000.0,1113000000.0,,
Net Debt,9291000000.0,9340000000.0,7420000000.0,5864000000.0,6785000000.0,,
Total Debt,14811000000.0,14788000000.0,14623000000.0,14577000000.0,14634000000.0,,
Tangible Book Value,8700000000.0,14641000000.0,15597000000.0,14747000000.0,14231000000.0,,
Invested Capital,36017000000.0,41997000000.0,42351000000.0,41457000000.0,40908000000.0,,
Working Capital,16610000000.0,17113000000.0,16536000000.0,16111000000.0,14727000000.0,,
Net Tangible Assets,8700000000.0,14641000000.0,15597000000.0,14747000000.0,14231000000.0,,
Common Stock Equity,21206000000.0,27209000000.0,27728000000.0,26880000000.0,26274000000.0,,
Total Capitalization,36017000000.0,41997000000.0,40986000000.0,40092000000.0,39544000000.0,,
Total Equity Gross Minority Interest,21206000000.0,27209000000.0,27728000000.0,26880000000.0,26274000000.0,,
Stockholders Equity,21206000000.0,27209000000.0,27728000000.0,26880000000.0,26274000000.0,,
Gains Losses Not Affecting Retained Earnings,560000000.0,657000000.0,395000000.0,273000000.0,587000000.0,,
Other Equity Adjustments,560000000.0,657000000.0,395000000.0,273000000.0,587000000.0,,
Retained Earnings,20646000000.0,26552000000.0,27333000000.0,26607000000.0,25687000000.0,,
Capital Stock,0.0,0.0,0.0,0.0,0.0,,
Common Stock,0.0,0.0,0.0,0.0,0.0,,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,28937000000.0,27653000000.0,27644000000.0,28695000000.0,28880000000.0,,
Total Non Current Liabilities Net Minority Interest,19793000000.0,19853000000.0,18100000000.0,18741000000.0,18376000000.0,,
Other Non Current Liabilities,4911000000.0,4972000000.0,4760000000.0,5452000000.0,5018000000.0,,
Liabilities Heldfor Sale Non Current,,,,,0.0,0.0,0.0
Tradeand Other Payables Non Current,,,,,,526000000.0,526000000.0
Non Current Deferred Liabilities,71000000.0,93000000.0,82000000.0,77000000.0,88000000.0,,
Non Current Deferred Revenue,71000000.0,93000000.0,82000000.0,77000000.0,88000000.0,,
Long Term Debt And Capital Lease Obligation,14811000000.0,14788000000.0,13258000000.0,13212000000.0,13270000000.0,,
Long Term Debt,14811000000.0,14788000000.0,13258000000.0,13212000000.0,13270000000.0,,
Current Liabilities,9144000000.0,7800000000.0,9544000000.0,9954000000.0,10504000000.0,,
Other Current Liabilities,3149000000.0,2654000000.0,4220000000.0,4372000000.0,3345000000.0,,
Current Deferred Liabilities,358000000.0,285000000.0,232000000.0,212000000.0,297000000.0,,
