,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.194437,0.254251,0.317,0.282063,0.241263
Normalized EBITDA,420600000.0,308800000.0,219000000.0,274000000.0,237400000.0
Net Income From Continuing Operation Net Minority Interest,283800000.0,179800000.0,105400000.0,151700000.0,134600000.0
Reconciled Depreciation,63600000.0,63000000.0,60000000.0,57800000.0,55300000.0
Reconciled Cost Of Revenue,477900000.0,468300000.0,447000000.0,457700000.0,400400000.0
EBITDA,420600000.0,308800000.0,219000000.0,274000000.0,237400000.0
EBIT,357000000.0,245800000.0,159000000.0,216200000.0,182100000.0
Net Interest Income,28000000.0,23300000.0,23800000.0,24800000.0,27300000.0
Interest Expense,4700000.0,4700000.0,4700000.0,4900000.0,4700000.0
Interest Income,32700000.0,28000000.0,28500000.0,29700000.0,32000000.0
Normalized Income,283800000.0,179800000.0,105400000.0,151700000.0,134600000.0
Net Income From Continuing And Discontinued Operation,283800000.0,179800000.0,105400000.0,151700000.0,134600000.0
Total Expenses,966800000.0,944500000.0,902300000.0,924600000.0,842200000.0
Total Operating Income As Reported,242500000.0,212600000.0,133700000.0,188900000.0,152000000.0
Diluted Average Shares,407400000.0,408200000.0,407500000.0,406700000.0,410200000.0
Basic Average Shares,391100000.0,392100000.0,391100000.0,390600000.0,394200000.0
Diluted EPS,0.7,0.45,0.27,0.38,0.34
Basic EPS,0.73,0.46,0.27,0.39,0.34
Diluted NI Availto Com Stockholders,286600000.0,182700000.0,108300000.0,154500000.0,137500000.0
Average Dilution Earnings,2800000.0,2900000.0,2900000.0,2800000.0,2900000.0
Net Income Common Stockholders,283800000.0,179800000.0,105400000.0,151700000.0,134600000.0
Net Income,283800000.0,179800000.0,105400000.0,151700000.0,134600000.0
Net Income Including Noncontrolling Interests,283800000.0,179800000.0,105400000.0,151700000.0,134600000.0
Net Income Continuous Operations,283800000.0,179800000.0,105400000.0,151700000.0,134600000.0
Tax Provision,68500000.0,61300000.0,48900000.0,59600000.0,42800000.0
Pretax Income,352300000.0,241100000.0,154300000.0,211300000.0,177400000.0
Other Income Expense,81800000.0,5200000.0,-3200000.0,-2400000.0,-1900000.0
Other Non Operating Income Expenses,-900000.0,5200000.0,-3200000.0,-2400000.0,-1900000.0
Earnings From Equity Interest,82700000.0,,,,
Net Non Operating Interest Income Expense,28000000.0,23300000.0,23800000.0,24800000.0,27300000.0
Interest Expense Non Operating,4700000.0,4700000.0,4700000.0,4900000.0,4700000.0
Interest Income Non Operating,32700000.0,28000000.0,28500000.0,29700000.0,32000000.0
Operating Income,242500000.0,212600000.0,133700000.0,188900000.0,152000000.0
Operating Expense,488900000.0,476200000.0,455300000.0,466900000.0,441800000.0
Research And Development,157500000.0,148200000.0,145200000.0,139500000.0,135400000.0
Selling General And Administration,331400000.0,328000000.0,310100000.0,327400000.0,306400000.0
Gross Profit,731400000.0,688800000.0,589000000.0,655800000.0,593800000.0
Cost Of Revenue,477900000.0,468300000.0,447000000.0,457700000.0,400400000.0
Total Revenue,1209300000.0,1157100000.0,1036000000.0,1113500000.0,994200000.0
Operating Revenue,1209300000.0,1157100000.0,1036000000.0,1113500000.0,994200000.0
