,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.108,0.149,0.115,0.21,0.237,,
Normalized EBITDA,305253000.0,467265000.0,335719000.0,184318000.0,235902000.0,,
Net Income From Continuing Operation Net Minority Interest,41005000.0,98365000.0,58408000.0,31005000.0,23136000.0,,
Reconciled Depreciation,136472000.0,106799000.0,106740000.0,63481000.0,72692000.0,,
Reconciled Cost Of Revenue,432312000.0,468981000.0,561412000.0,252209000.0,232548000.0,,
EBITDA,305253000.0,467265000.0,335719000.0,184318000.0,235902000.0,,
EBIT,168781000.0,360466000.0,228979000.0,100604000.0,137754000.0,,
Net Interest Income,-50842000.0,-48207000.0,-44765000.0,-56247000.0,-62644000.0,,
Interest Expense,50842000.0,48207000.0,44765000.0,56247000.0,62644000.0,,
Normalized Income,41005000.0,98365000.0,58408000.0,31005000.0,23136000.0,,
Net Income From Continuing And Discontinued Operation,41005000.0,98365000.0,58408000.0,31005000.0,23136000.0,,
Total Expenses,947951000.0,940137000.0,1031437000.0,540270000.0,544900000.0,,
Total Operating Income As Reported,171963000.0,368305000.0,237364000.0,101926000.0,136373000.0,,
Diluted Average Shares,199061830.0,199279343.0,181520718.0,171970093.0,171601095.0,,
Basic Average Shares,81520538.0,81757675.0,81571149.0,81165501.0,80966252.0,,
Diluted EPS,0.47,1.17,0.69,0.28,0.28,,
Basic EPS,0.5,1.2,0.72,0.38,0.29,,
Diluted NI Availto Com Stockholders,92607000.0,98365000.0,124401000.0,31005000.0,23136000.0,,
Average Dilution Earnings,51602000.0,,65993000.0,,,,0.0
Net Income Common Stockholders,41005000.0,98365000.0,58408000.0,31005000.0,23136000.0,,
Otherunder Preferred Stock Dividend,,,,0.0,0.0,0.0,0.0
Net Income,41005000.0,98365000.0,58408000.0,31005000.0,23136000.0,,
Minority Interests,-65785000.0,-174732000.0,-107148000.0,-16496000.0,-34586000.0,,
Net Income Including Noncontrolling Interests,106790000.0,273097000.0,165556000.0,47501000.0,57722000.0,,
Net Income Continuous Operations,106790000.0,273097000.0,165556000.0,47501000.0,57722000.0,,
Earnings From Equity Interest Net Of Tax,1622000.0,7310000.0,2524000.0,-2979000.0,389000.0,,
Tax Provision,12771000.0,46472000.0,21182000.0,-6123000.0,17777000.0,,
Pretax Income,117939000.0,312259000.0,184214000.0,44357000.0,75110000.0,,
Other Income Expense,-3182000.0,-7839000.0,-8385000.0,-1322000.0,1381000.0,,
Other Non Operating Income Expenses,-3182000.0,-7839000.0,-8385000.0,-1322000.0,1381000.0,,
Net Non Operating Interest Income Expense,-50842000.0,-48207000.0,-44765000.0,-56247000.0,-62644000.0,,
Interest Expense Non Operating,50842000.0,48207000.0,44765000.0,56247000.0,62644000.0,,
Operating Income,171963000.0,368305000.0,237363000.0,101926000.0,136373000.0,,
Operating Expense,508298000.0,463754000.0,463820000.0,308294000.0,337808000.0,,
Depreciation Amortization Depletion Income Statement,129131000.0,99397000.0,100535000.0,83714000.0,98148000.0,,
Depreciation And Amortization In Income Statement,129131000.0,99397000.0,100535000.0,83714000.0,98148000.0,,
Selling General And Administration,379167000.0,364357000.0,363285000.0,224580000.0,239660000.0,,
Gross Profit,680261000.0,832059000.0,701183000.0,410220000.0,474181000.0,,
Cost Of Revenue,439653000.0,476383000.0,567617000.0,231976000.0,207092000.0,,
Total Revenue,1119914000.0,1308442000.0,1268800000.0,642196000.0,681273000.0,,
Operating Revenue,1119914000.0,1308442000.0,1268800000.0,642196000.0,681273000.0,,
