,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-82320000.0,0.0,-119972000.0,-1805800.75662,-24360000.0
Tax Rate For Calcs,0.21,0.214,0.337,0.225725,0.21
Normalized EBITDA,1007000000.0,1005000000.0,1050000000.0,1185000000.0,1233000000.0
Total Unusual Items,-392000000.0,0.0,-356000000.0,-8000000.0,-116000000.0
Total Unusual Items Excluding Goodwill,-392000000.0,0.0,-356000000.0,-8000000.0,-116000000.0
Net Income From Continuing Operation Net Minority Interest,18000000.0,472000000.0,204000000.0,615000000.0,571000000.0
Reconciled Depreciation,285000000.0,284000000.0,277000000.0,275000000.0,270000000.0
Reconciled Cost Of Revenue,4744000000.0,4691000000.0,4538000000.0,4584000000.0,4627000000.0
EBITDA,615000000.0,1005000000.0,694000000.0,1177000000.0,1117000000.0
EBIT,330000000.0,721000000.0,417000000.0,902000000.0,847000000.0
Net Interest Income,-88000000.0,-92000000.0,-86000000.0,-84000000.0,-85000000.0
Interest Expense,111000000.0,110000000.0,111000000.0,109000000.0,113000000.0
Interest Income,23000000.0,18000000.0,25000000.0,25000000.0,28000000.0
Normalized Income,327680000.0,472000000.0,440028000.0,621194199.24338,662640000.0
Net Income From Continuing And Discontinued Operation,18000000.0,472000000.0,204000000.0,615000000.0,571000000.0
Total Expenses,4852000000.0,4783000000.0,4630000000.0,4678000000.0,4710000000.0
Total Operating Income As Reported,356000000.0,727000000.0,431000000.0,932000000.0,871000000.0
Diluted Average Shares,850000000.0,857000000.0,866000000.0,875000000.0,881000000.0
Basic Average Shares,849000000.0,857000000.0,866000000.0,875000000.0,881000000.0
Diluted EPS,0.02,0.55,0.24,0.7,0.65
Basic EPS,0.02,0.55,0.24,0.7,0.65
Diluted NI Availto Com Stockholders,18000000.0,472000000.0,204000000.0,615000000.0,571000000.0
Net Income Common Stockholders,18000000.0,472000000.0,204000000.0,615000000.0,571000000.0
Net Income,18000000.0,472000000.0,204000000.0,615000000.0,571000000.0
Minority Interests,-2000000.0,-8000000.0,1000000.0,1000000.0,-9000000.0
Net Income Including Noncontrolling Interests,20000000.0,480000000.0,203000000.0,614000000.0,580000000.0
Net Income Continuous Operations,20000000.0,480000000.0,203000000.0,614000000.0,580000000.0
Tax Provision,199000000.0,131000000.0,103000000.0,179000000.0,154000000.0
Pretax Income,219000000.0,611000000.0,306000000.0,793000000.0,734000000.0
Other Income Expense,-441000000.0,-24000000.0,-395000000.0,-55000000.0,-168000000.0
Other Non Operating Income Expenses,-49000000.0,-24000000.0,-39000000.0,-47000000.0,-52000000.0
Special Income Charges,-398000000.0,0.0,-356000000.0,0.0,-116000000.0
Write Off,114000000.0,0.0,249000000.0,-49000000.0,53000000.0
Impairment Of Capital Assets,115000000.0,,,,
Restructuring And Mergern Acquisition,169000000.0,,107000000.0,0.0,63000000.0
Gain On Sale Of Security,6000000.0,,,,43000000.0
Net Non Operating Interest Income Expense,-88000000.0,-92000000.0,-86000000.0,-84000000.0,-85000000.0
Interest Expense Non Operating,111000000.0,110000000.0,111000000.0,109000000.0,113000000.0
Interest Income Non Operating,23000000.0,18000000.0,25000000.0,25000000.0,28000000.0
Operating Income,748000000.0,727000000.0,787000000.0,932000000.0,987000000.0
Operating Expense,108000000.0,92000000.0,92000000.0,94000000.0,83000000.0
Other Operating Expenses,50000000.0,32000000.0,30000000.0,33000000.0,28000000.0
Selling General And Administration,58000000.0,60000000.0,62000000.0,61000000.0,55000000.0
General And Administrative Expense,58000000.0,60000000.0,62000000.0,61000000.0,55000000.0
Other Gand A,58000000.0,60000000.0,62000000.0,61000000.0,55000000.0
Gross Profit,856000000.0,819000000.0,879000000.0,1026000000.0,1070000000.0
Cost Of Revenue,4744000000.0,4691000000.0,4538000000.0,4584000000.0,4627000000.0
Total Revenue,5600000000.0,5510000000.0,5417000000.0,5610000000.0,5697000000.0
Operating Revenue,5600000000.0,5510000000.0,5417000000.0,5610000000.0,5697000000.0
