,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,188700000.0,146900000.0,91400000.0,157100000.0,191600000.0,,
Repurchase Of Capital Stock,-76000000.0,-49700000.0,-50500000.0,0.0,0.0,,
Repayment Of Debt,-93100000.0,-162500000.0,-30200000.0,-94100000.0,0.0,,
Issuance Of Debt,147000000.0,,,0.0,776000000.0,,
Issuance Of Capital Stock,,,,6200000.0,2600000.0,200000.0,7700000.0
Capital Expenditure,-14800000.0,-14800000.0,-14300000.0,-15500000.0,-13700000.0,,
Interest Paid Supplemental Data,15400000.0,21100000.0,15600000.0,21900000.0,2500000.0,,
Income Tax Paid Supplemental Data,19900000.0,63600000.0,19800000.0,51200000.0,35600000.0,,
End Cash Position,599700000.0,570000000.0,612200000.0,638900000.0,651300000.0,,
Beginning Cash Position,570000000.0,612200000.0,638900000.0,651300000.0,700700000.0,,
Effect Of Exchange Rate Changes,-2600000.0,26500000.0,10900000.0,-29500000.0,23900000.0,,
Changes In Cash,32300000.0,-68700000.0,-37600000.0,17100000.0,-73300000.0,,
Financing Cash Flow,-75700000.0,-215900000.0,-133300000.0,-140800000.0,724900000.0,,
Cash Flow From Continuing Financing Activities,-75700000.0,-215900000.0,-133300000.0,-140800000.0,724900000.0,,
Net Other Financing Charges,-100000.0,-200000.0,-200000.0,-600000.0,-1400000.0,,
Cash Dividends Paid,-53500000.0,-53500000.0,-52400000.0,-52300000.0,-52300000.0,,
Common Stock Dividend Paid,-53500000.0,-53500000.0,-52400000.0,-52300000.0,-52300000.0,,
Net Common Stock Issuance,-76000000.0,-49700000.0,-50500000.0,6200000.0,2600000.0,,
Common Stock Payments,-76000000.0,-49700000.0,-50500000.0,0.0,0.0,,
Common Stock Issuance,,,,6200000.0,2600000.0,200000.0,7700000.0
Net Issuance Payments Of Debt,53900000.0,-112500000.0,-30200000.0,-94100000.0,776000000.0,,
Net Long Term Debt Issuance,53900000.0,-112500000.0,-30200000.0,-94100000.0,776000000.0,,
Long Term Debt Payments,-93100000.0,-162500000.0,-30200000.0,-94100000.0,0.0,,
Long Term Debt Issuance,147000000.0,,,0.0,776000000.0,,
Investing Cash Flow,-95500000.0,-14500000.0,-10000000.0,-14700000.0,-1003500000.0,,
Cash Flow From Continuing Investing Activities,-95500000.0,-14500000.0,-10000000.0,-14700000.0,-1003500000.0,,
Net Other Investing Changes,0.0,300000.0,100000.0,800000.0,-7800000.0,,
Net Investment Purchase And Sale,,,,0.0,4500000.0,0.0,0.0
Sale Of Investment,,,,0.0,,,
Purchase Of Investment,,,,0.0,0.0,0.0,0.0
Net Business Purchase And Sale,-80700000.0,0.0,4200000.0,0.0,-986500000.0,,
Sale Of Business,-4200000.0,0.0,4200000.0,0.0,-2000000.0,,
Purchase Of Business,,,,0.0,,,
Capital Expenditure Reported,-14800000.0,-14800000.0,-14300000.0,-15500000.0,-13700000.0,,
Operating Cash Flow,203500000.0,161700000.0,105700000.0,172600000.0,205300000.0,,
Cash Flow From Continuing Operating Activities,203500000.0,161700000.0,105700000.0,172600000.0,205300000.0,,
Change In Working Capital,19700000.0,-28800000.0,-53700000.0,13200000.0,35000000.0,,
Change In Other Working Capital,-7500000.0,-2400000.0,8800000.0,-13600000.0,-4600000.0,,
Change In Other Current Assets,20400000.0,-14800000.0,-7000000.0,4500000.0,7600000.0,,
Change In Payables And Accrued Expense,32400000.0,-14800000.0,-8300000.0,-14500000.0,36400000.0,,
Change In Accrued Expense,32800000.0,-4500000.0,-17900000.0,-8100000.0,21400000.0,,
Change In Payable,-400000.0,-10300000.0,9600000.0,-6400000.0,15000000.0,,
Change In Account Payable,-400000.0,-10300000.0,9600000.0,-6400000.0,15000000.0,,
Change In Inventory,-3800000.0,-10700000.0,-34900000.0,39200000.0,-1800000.0,,
Change In Receivables,-21800000.0,13900000.0,-12300000.0,-2400000.0,-2600000.0,,
Other Non Cash Items,1600000.0,1900000.0,-400000.0,300000.0,2900000.0,,
Stock Based Compensation,4900000.0,5200000.0,13600000.0,4900000.0,4000000.0,,
Provisionand Write Offof Assets,,,,0.0,0.0,,
Asset Impairment Charge,100000.0,,,,,,
Deferred Tax,-2600000.0,700000.0,900000.0,-19800000.0,0.0,,
Deferred Income Tax,-2600000.0,700000.0,900000.0,-19800000.0,0.0,,
Depreciation Amortization Depletion,52100000.0,51000000.0,49900000.0,50700000.0,43900000.0,,
Depreciation And Amortization,52100000.0,51000000.0,49900000.0,50700000.0,43900000.0,,
Amortization Cash Flow,33000000.0,32000000.0,31500000.0,32100000.0,26500000.0,,
Amortization Of Intangibles,33000000.0,32000000.0,31500000.0,32100000.0,26500000.0,,
Depreciation,19100000.0,19000000.0,18400000.0,18600000.0,17400000.0,,
Operating Gains Losses,,,,0.0,600000.0,,
Gain Loss On Sale Of Business,0.0,,,0.0,600000.0,,
Net Income From Continuing Operations,127700000.0,131100000.0,95400000.0,123200000.0,118900000.0,,
