,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,247577000.0,87974000.0,48273000.0,215984000.0,252913000.0,,
Repurchase Of Capital Stock,-173045000.0,,,,,,
Repayment Of Debt,0.0,0.0,0.0,0.0,0.0,,
Capital Expenditure,-7614000.0,-10337000.0,-7885000.0,-8790000.0,-10803000.0,,
Interest Paid Supplemental Data,1195000.0,0.0,969000.0,235000.0,930000.0,,
Income Tax Paid Supplemental Data,1046000.0,,,38544000.0,6598000.0,,
End Cash Position,834101000.0,787447000.0,705729000.0,744721000.0,538296000.0,,
Beginning Cash Position,787447000.0,705729000.0,744721000.0,538296000.0,250722000.0,,
Changes In Cash,46654000.0,81718000.0,-38992000.0,206425000.0,287574000.0,,
Financing Cash Flow,-153358000.0,-3834000.0,1019000.0,14590000.0,33258000.0,,
Cash Flow From Continuing Financing Activities,-153358000.0,-3834000.0,1019000.0,14590000.0,33258000.0,,
Net Other Financing Charges,-335000.0,-2900000.0,-4477000.0,0.0,,,
Proceeds From Stock Option Exercised,20022000.0,671000.0,5496000.0,14590000.0,35895000.0,,
Net Common Stock Issuance,-173045000.0,,,,,,
Common Stock Payments,-173045000.0,,,,,,
Net Issuance Payments Of Debt,0.0,0.0,0.0,0.0,0.0,,
Net Long Term Debt Issuance,0.0,0.0,0.0,0.0,0.0,,
Long Term Debt Payments,0.0,0.0,0.0,0.0,0.0,,
Investing Cash Flow,-55179000.0,-12759000.0,-96169000.0,-32939000.0,-9400000.0,,
Cash Flow From Continuing Investing Activities,-55179000.0,-12759000.0,-96169000.0,-32939000.0,-9400000.0,,
Net Other Investing Changes,-1000.0,549000.0,-23000.0,5000.0,147000.0,,
Net Investment Purchase And Sale,-30657000.0,-2765000.0,-70237000.0,-24154000.0,1349000.0,,
Sale Of Investment,42023000.0,32528000.0,1756000.0,8294000.0,1349000.0,,
Purchase Of Investment,-72680000.0,-35293000.0,-71993000.0,-32448000.0,0.0,,
Net Business Purchase And Sale,-16907000.0,-206000.0,-18024000.0,0.0,-93000.0,,
Purchase Of Business,-16907000.0,-206000.0,-18024000.0,0.0,-93000.0,,
Net Intangibles Purchase And Sale,-3738000.0,-4850000.0,-5550000.0,-4989000.0,-7919000.0,,
Purchase Of Intangibles,-3738000.0,-4850000.0,-5550000.0,-4989000.0,-7919000.0,,
Net PPE Purchase And Sale,-3876000.0,-5487000.0,-2335000.0,-3801000.0,-2884000.0,,
Purchase Of PPE,-3876000.0,-5487000.0,-2335000.0,-3801000.0,-2884000.0,,
Operating Cash Flow,255191000.0,98311000.0,56158000.0,224774000.0,263716000.0,,
Cash Flow From Continuing Operating Activities,255191000.0,98311000.0,56158000.0,224774000.0,263716000.0,,
Change In Working Capital,59336000.0,-61550000.0,-88384000.0,83517000.0,124365000.0,,
Change In Other Working Capital,38789000.0,78630000.0,-60099000.0,41392000.0,30120000.0,,
Change In Other Current Liabilities,2895000.0,-4306000.0,-1671000.0,-6801000.0,3197000.0,,
Change In Payables And Accrued Expense,-44793000.0,18048000.0,-28636000.0,28289000.0,4735000.0,,
Change In Accrued Expense,-1909000.0,47763000.0,-67490000.0,36877000.0,7683000.0,,
Change In Payable,-42884000.0,-29715000.0,38854000.0,-8588000.0,-2948000.0,,
Change In Account Payable,-23724000.0,419000.0,14346000.0,11431000.0,-5058000.0,,
Change In Tax Payable,-19160000.0,-30134000.0,24508000.0,,2110000.0,-17918000.0,
Change In Income Tax Payable,-19160000.0,-30134000.0,24508000.0,,2110000.0,-17918000.0,
Change In Prepaid Assets,8818000.0,442000.0,-26154000.0,-1618000.0,4429000.0,,
Change In Receivables,53627000.0,-154364000.0,28176000.0,22255000.0,81884000.0,,
Changes In Account Receivables,53627000.0,-154364000.0,28176000.0,36696000.0,81884000.0,,
Other Non Cash Items,43000.0,,,-21000.0,38000.0,225000.0,-35000.0
Stock Based Compensation,36669000.0,38302000.0,37660000.0,34353000.0,31187000.0,,
Deferred Tax,37462000.0,0.0,-11080000.0,10841000.0,-4697000.0,,
Deferred Income Tax,37462000.0,0.0,-11080000.0,10841000.0,-4697000.0,,
Depreciation Amortization Depletion,37288000.0,36894000.0,36909000.0,36341000.0,36927000.0,,
Depreciation And Amortization,37288000.0,36894000.0,36909000.0,36341000.0,36927000.0,,
Depreciation,37288000.0,36894000.0,36909000.0,36341000.0,36927000.0,,
Operating Gains Losses,,,1000.0,26000.0,-1000.0,,
Gain Loss On Investment Securities,,,1000.0,26000.0,-1000.0,,
Net Income From Continuing Operations,84393000.0,84627000.0,81052000.0,65221000.0,75897000.0,,
