,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30
Free Cash Flow,350835000.0,572923000.0,61486000.0,245516000.0,301335000.0,
Repayment Of Debt,-5000.0,-4000.0,-40000.0,0.0,-3000.0,
Issuance Of Debt,,,,,0.0,
Capital Expenditure,-87641000.0,-127950000.0,-116641000.0,-236758000.0,-137886000.0,
Interest Paid Supplemental Data,47000.0,601000.0,1361000.0,10000.0,1181000.0,
Income Tax Paid Supplemental Data,90014000.0,41938000.0,196225000.0,80826000.0,19491000.0,
End Cash Position,2780531000.0,2366499000.0,3338909000.0,3698118000.0,1514111000.0,
Beginning Cash Position,2366499000.0,3338909000.0,3698118000.0,1514111000.0,1089995000.0,
Effect Of Exchange Rate Changes,-3979000.0,6814000.0,1808000.0,-2632000.0,96000.0,
Changes In Cash,418011000.0,-979224000.0,-361017000.0,2186639000.0,424020000.0,
Financing Cash Flow,7934000.0,6460000.0,35576000.0,2137000.0,8384000.0,
Cash Flow From Continuing Financing Activities,7934000.0,6460000.0,35576000.0,2137000.0,8384000.0,
Net Other Financing Charges,-1924000.0,-874000.0,-1764000.0,-720000.0,-1945000.0,
Proceeds From Stock Option Exercised,9863000.0,7338000.0,37380000.0,2857000.0,10332000.0,
Net Issuance Payments Of Debt,-5000.0,-4000.0,-40000.0,0.0,-3000.0,
Net Short Term Debt Issuance,0.0,,,,-3000.0,2000.0
Short Term Debt Payments,0.0,,,,-3000.0,2000.0
Short Term Debt Issuance,,,,,0.0,
Net Long Term Debt Issuance,-5000.0,-4000.0,-40000.0,0.0,0.0,
Long Term Debt Payments,-5000.0,-4000.0,-40000.0,0.0,0.0,
Investing Cash Flow,-28399000.0,-1686557000.0,-574720000.0,1702228000.0,-23585000.0,
Cash Flow From Continuing Investing Activities,-28399000.0,-1686557000.0,-574720000.0,1702228000.0,-23585000.0,
Net Investment Purchase And Sale,35925000.0,-1559301000.0,-458542000.0,1940000000.0,121343000.0,
Sale Of Investment,2020000000.0,0.0,0.0,1940000000.0,1730000000.0,
Purchase Of Investment,-1984075000.0,-1559301000.0,,,-1608657000.0,-1067383000.0
Net Business Purchase And Sale,-3981000.0,-3177000.0,44000.0,-1257000.0,-7755000.0,
Sale Of Business,,,,,0.0,0.0
Purchase Of Business,-3981000.0,-4390000.0,1257000.0,-1257000.0,-7755000.0,
Net PPE Purchase And Sale,-60343000.0,-124079000.0,-116222000.0,-236515000.0,-137173000.0,
Sale Of PPE,27298000.0,3871000.0,419000.0,243000.0,713000.0,
Purchase Of PPE,-87641000.0,-127950000.0,-116641000.0,-236758000.0,-137886000.0,
Operating Cash Flow,438476000.0,700873000.0,178127000.0,482274000.0,439221000.0,
Cash Flow From Continuing Operating Activities,438476000.0,700873000.0,178127000.0,482274000.0,439221000.0,
Change In Working Capital,5932000.0,233646000.0,-270158000.0,53140000.0,58392000.0,
Change In Other Working Capital,-239000.0,3328000.0,1229000.0,-1681000.0,-1106000.0,
Change In Other Current Assets,1761000.0,25619000.0,4543000.0,-15218000.0,-7758000.0,
Change In Payables And Accrued Expense,23502000.0,15267000.0,-82186000.0,68757000.0,64304000.0,
Change In Payable,23502000.0,15267000.0,-82186000.0,68757000.0,64304000.0,
Change In Account Payable,13539000.0,11295000.0,-15061000.0,59826000.0,19223000.0,
Change In Tax Payable,9963000.0,3972000.0,-67125000.0,8931000.0,45081000.0,
Change In Income Tax Payable,9963000.0,3972000.0,-67125000.0,8931000.0,45081000.0,
Change In Prepaid Assets,8683000.0,-5911000.0,-54050000.0,59026000.0,-31252000.0,
Change In Inventory,4835000.0,15995000.0,-7523000.0,-8652000.0,3618000.0,
Change In Receivables,-32610000.0,179348000.0,-132171000.0,-49092000.0,30586000.0,
Changes In Account Receivables,-32034000.0,131108000.0,-83931000.0,-49093000.0,7179000.0,
Stock Based Compensation,9099000.0,9173000.0,9317000.0,10415000.0,8540000.0,
Provisionand Write Offof Assets,201000.0,-903000.0,-38000.0,1094000.0,1401000.0,
Deferred Tax,-13507000.0,20000.0,-1693000.0,1740000.0,2246000.0,
Deferred Income Tax,-13507000.0,20000.0,-1693000.0,1740000.0,2246000.0,
Depreciation Amortization Depletion,54142000.0,54520000.0,54260000.0,54862000.0,51078000.0,
Depreciation And Amortization,54142000.0,54520000.0,54260000.0,54862000.0,51078000.0,
Operating Gains Losses,-12699000.0,-921000.0,-102000.0,-153000.0,-4614000.0,
Earnings Losses From Equity Investments,-14000.0,-74000.0,-41000.0,-20000.0,-339000.0,
Gain Loss On Sale Of PPE,-12685000.0,-847000.0,-61000.0,-133000.0,-217000.0,
Net Income From Continuing Operations,395308000.0,405338000.0,386541000.0,361176000.0,322178000.0,
