,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,17430000.0,-105630000.0,-59400000.0,2730000.0,-2590000.0,,
Tax Rate For Calcs,0.21,0.21,0.225,0.21,0.259,,
Normalized EBITDA,896000000.0,777000000.0,820000000.0,1173000000.0,1274000000.0,,
Total Unusual Items,83000000.0,-503000000.0,-264000000.0,13000000.0,-10000000.0,,
Total Unusual Items Excluding Goodwill,83000000.0,-503000000.0,-264000000.0,13000000.0,-10000000.0,,
Net Income From Continuing Operation Net Minority Interest,62000000.0,-835000000.0,-307000000.0,-53000000.0,214000000.0,,
Reconciled Depreciation,688000000.0,724000000.0,714000000.0,751000000.0,741000000.0,,
Reconciled Cost Of Revenue,8600000000.0,8860000000.0,9122000000.0,8795000000.0,9144000000.0,,
EBITDA,979000000.0,274000000.0,556000000.0,1186000000.0,1264000000.0,,
EBIT,291000000.0,-450000000.0,-158000000.0,435000000.0,523000000.0,,
Net Interest Income,-174000000.0,-170000000.0,-188000000.0,-159000000.0,-163000000.0,,
Interest Expense,221000000.0,209000000.0,216000000.0,216000000.0,199000000.0,,
Interest Income,47000000.0,39000000.0,28000000.0,57000000.0,36000000.0,,
Normalized Income,-3570000.0,-437630000.0,-102400000.0,-63270000.0,221410000.0,,
Net Income From Continuing And Discontinued Operation,62000000.0,-835000000.0,-307000000.0,-53000000.0,214000000.0,,
Total Expenses,9819000000.0,10119000000.0,10402000000.0,10101000000.0,10489000000.0,,
Diluted Average Shares,713200000.0,709500000.0,706900000.0,704700000.0,703600000.0,,
Basic Average Shares,711800000.0,709500000.0,706900000.0,704700000.0,702300000.0,,
Diluted EPS,0.08,-1.18,-0.44,-0.08,0.3,,
Basic EPS,0.08,-1.18,-0.44,-0.08,0.3,,
Diluted NI Availto Com Stockholders,60000000.0,-839000000.0,-310000000.0,-56000000.0,211000000.0,,
Net Income Common Stockholders,60000000.0,-839000000.0,-310000000.0,-56000000.0,211000000.0,,
Otherunder Preferred Stock Dividend,2000000.0,4000000.0,3000000.0,3000000.0,3000000.0,,
Net Income,62000000.0,-835000000.0,-307000000.0,-53000000.0,214000000.0,,
Minority Interests,-62000000.0,-34000000.0,-17000000.0,-18000000.0,-26000000.0,,
Net Income Including Noncontrolling Interests,124000000.0,-801000000.0,-290000000.0,-35000000.0,240000000.0,,
Net Income Continuous Operations,124000000.0,-801000000.0,-290000000.0,-35000000.0,240000000.0,,
Tax Provision,-54000000.0,142000000.0,-84000000.0,254000000.0,84000000.0,,
Pretax Income,70000000.0,-659000000.0,-374000000.0,219000000.0,324000000.0,,
Other Income Expense,90000000.0,-474000000.0,-215000000.0,74000000.0,97000000.0,,
Other Non Operating Income Expenses,79000000.0,59000000.0,69000000.0,112000000.0,105000000.0,,
Special Income Charges,71000000.0,-507000000.0,-271000000.0,9000000.0,4000000.0,,
Gain On Sale Of Ppe,5000000.0,-2000000.0,-3000000.0,14000000.0,27000000.0,,
Gain On Sale Of Business,107000000.0,86000000.0,,11000000.0,1000000.0,1000000.0,
Other Special Charges,18000000.0,,60000000.0,0.0,,-5000000.0,
Write Off,,,,-18000000.0,0.0,0.0,0.0
Restructuring And Mergern Acquisition,23000000.0,591000000.0,208000000.0,34000000.0,24000000.0,,
Earnings From Equity Interest,-72000000.0,-30000000.0,-20000000.0,-51000000.0,2000000.0,,
Gain On Sale Of Security,12000000.0,4000000.0,7000000.0,4000000.0,-14000000.0,,
Net Non Operating Interest Income Expense,-174000000.0,-170000000.0,-188000000.0,-159000000.0,-163000000.0,,
Interest Expense Non Operating,221000000.0,209000000.0,216000000.0,216000000.0,199000000.0,,
Interest Income Non Operating,47000000.0,39000000.0,28000000.0,57000000.0,36000000.0,,
Operating Income,154000000.0,-15000000.0,29000000.0,304000000.0,390000000.0,,
Operating Expense,577000000.0,598000000.0,642000000.0,631000000.0,680000000.0,,
Depreciation Amortization Depletion Income Statement,46000000.0,63000000.0,76000000.0,76000000.0,76000000.0,,
Depreciation And Amortization In Income Statement,46000000.0,63000000.0,76000000.0,76000000.0,76000000.0,,
Amortization,46000000.0,63000000.0,76000000.0,76000000.0,76000000.0,,
Amortization Of Intangibles Income Statement,46000000.0,63000000.0,76000000.0,76000000.0,76000000.0,,
Research And Development,191000000.0,188000000.0,200000000.0,202000000.0,208000000.0,,
Selling General And Administration,340000000.0,347000000.0,366000000.0,353000000.0,396000000.0,,
Gross Profit,731000000.0,583000000.0,671000000.0,935000000.0,1070000000.0,,
Cost Of Revenue,9242000000.0,9521000000.0,9760000000.0,9470000000.0,9809000000.0,,
Total Revenue,9973000000.0,10104000000.0,10431000000.0,10405000000.0,10879000000.0,,
Operating Revenue,9973000000.0,10104000000.0,10431000000.0,10405000000.0,10879000000.0,,
