,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,10064000.0,20370000.0,862236.628849,-21210000.0,7000000.0,,
Tax Rate For Calcs,0.136,0.194,0.045381,0.21,0.07,,
Normalized EBITDA,1263000000.0,1225000000.0,1212000000.0,846000000.0,1032000000.0,,
Total Unusual Items,74000000.0,105000000.0,19000000.0,-101000000.0,100000000.0,,
Total Unusual Items Excluding Goodwill,74000000.0,105000000.0,19000000.0,-101000000.0,100000000.0,,
Net Income From Continuing Operation Net Minority Interest,622000000.0,585000000.0,589000000.0,286000000.0,520000000.0,,
Reconciled Depreciation,364000000.0,356000000.0,373000000.0,354000000.0,346000000.0,,
Reconciled Cost Of Revenue,2007000000.0,1632000000.0,2052000000.0,1660000000.0,1655000000.0,,
EBITDA,1337000000.0,1330000000.0,1231000000.0,745000000.0,1132000000.0,,
EBIT,973000000.0,974000000.0,858000000.0,391000000.0,786000000.0,,
Net Interest Income,-224000000.0,-210000000.0,-213000000.0,-169000000.0,-198000000.0,,
Interest Expense,253000000.0,248000000.0,241000000.0,191000000.0,227000000.0,,
Interest Income,29000000.0,38000000.0,28000000.0,22000000.0,29000000.0,,
Normalized Income,558064000.0,500370000.0,570862236.628849,365790000.0,427000000.0,,
Net Income From Continuing And Discontinued Operation,622000000.0,585000000.0,589000000.0,286000000.0,520000000.0,,
Total Expenses,2371000000.0,1988000000.0,2425000000.0,2014000000.0,2001000000.0,,
Total Operating Income As Reported,855000000.0,817000000.0,797000000.0,445000000.0,641000000.0,,
Diluted Average Shares,501000000.0,500000000.0,500000000.0,500000000.0,500000000.0,,
Basic Average Shares,499000000.0,499000000.0,498000000.0,498000000.0,498000000.0,,
Diluted EPS,1.24,1.17,1.18,0.57,1.04,,
Basic EPS,1.25,1.17,1.18,0.57,1.04,,
Diluted NI Availto Com Stockholders,622000000.0,585000000.0,589000000.0,286000000.0,520000000.0,,
Net Income Common Stockholders,622000000.0,585000000.0,589000000.0,286000000.0,520000000.0,,
Net Income,622000000.0,585000000.0,589000000.0,286000000.0,520000000.0,,
Net Income Including Noncontrolling Interests,622000000.0,585000000.0,589000000.0,286000000.0,520000000.0,,
Net Income Continuous Operations,622000000.0,585000000.0,589000000.0,286000000.0,520000000.0,,
Tax Provision,98000000.0,141000000.0,28000000.0,-86000000.0,39000000.0,,
Pretax Income,720000000.0,726000000.0,617000000.0,200000000.0,559000000.0,,
Other Income Expense,89000000.0,119000000.0,33000000.0,-82000000.0,116000000.0,,
Other Non Operating Income Expenses,15000000.0,14000000.0,14000000.0,20000000.0,15000000.0,,
Special Income Charges,12000000.0,10000000.0,11000000.0,-37000000.0,11000000.0,,
Other Special Charges,-12000000.0,-10000000.0,-11000000.0,,-11000000.0,-9000000.0,
Earnings From Equity Interest,0.0,0.0,,-1000000.0,1000000.0,1000000.0,
Gain On Sale Of Security,62000000.0,95000000.0,8000000.0,-64000000.0,89000000.0,,
Net Non Operating Interest Income Expense,-224000000.0,-210000000.0,-213000000.0,-169000000.0,-198000000.0,,
Interest Expense Non Operating,253000000.0,248000000.0,241000000.0,191000000.0,227000000.0,,
Interest Income Non Operating,29000000.0,38000000.0,28000000.0,22000000.0,29000000.0,,
Operating Income,855000000.0,817000000.0,797000000.0,451000000.0,641000000.0,,
Operating Expense,311000000.0,308000000.0,320000000.0,308000000.0,294000000.0,,
Depreciation Amortization Depletion Income Statement,311000000.0,308000000.0,320000000.0,308000000.0,294000000.0,,
Depreciation And Amortization In Income Statement,311000000.0,308000000.0,320000000.0,308000000.0,294000000.0,,
Selling General And Administration,,,,,,-18000000.0,-19000000.0
General And Administrative Expense,,,,,,-18000000.0,-19000000.0
Salaries And Wages,,,,,,-18000000.0,-19000000.0
Gross Profit,1166000000.0,1125000000.0,1117000000.0,759000000.0,935000000.0,,
Cost Of Revenue,2060000000.0,1680000000.0,2105000000.0,1706000000.0,1707000000.0,,
Total Revenue,3226000000.0,2805000000.0,3222000000.0,2465000000.0,2642000000.0,,
Operating Revenue,3226000000.0,2805000000.0,3222000000.0,2465000000.0,2642000000.0,,
