,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,390580775.0,389000000.0,386622604.0,386000000.0,385000000.0,,
Share Issued,390580775.0,389000000.0,386622604.0,386000000.0,385000000.0,,
Total Debt,734000000.0,741000000.0,745000000.0,747000000.0,1355000000.0,,
Tangible Book Value,9231000000.0,9299000000.0,9965000000.0,10809000000.0,11834000000.0,,
Invested Capital,9330000000.0,9399000000.0,10066000000.0,10901000000.0,11927000000.0,,
Working Capital,4917000000.0,4599000000.0,5162000000.0,5893000000.0,7465000000.0,,
Net Tangible Assets,9231000000.0,9299000000.0,9965000000.0,10809000000.0,11834000000.0,,
Capital Lease Obligations,734000000.0,741000000.0,745000000.0,747000000.0,1355000000.0,,
Common Stock Equity,9330000000.0,9399000000.0,10066000000.0,10901000000.0,11927000000.0,,
Total Capitalization,9330000000.0,9399000000.0,10066000000.0,10901000000.0,11927000000.0,,
Total Equity Gross Minority Interest,9330000000.0,9399000000.0,10066000000.0,10901000000.0,11927000000.0,,
Stockholders Equity,9330000000.0,9399000000.0,10066000000.0,10901000000.0,11927000000.0,,
Gains Losses Not Affecting Retained Earnings,27000000.0,23000000.0,10000000.0,-10000000.0,11000000.0,,
Other Equity Adjustments,27000000.0,23000000.0,10000000.0,-10000000.0,11000000.0,,
Retained Earnings,8049000000.0,8249000000.0,9074000000.0,10045000000.0,11165000000.0,,
Additional Paid In Capital,1254000000.0,1127000000.0,982000000.0,866000000.0,751000000.0,,
Capital Stock,0.0,0.0,0.0,0.0,0.0,,
Common Stock,0.0,0.0,0.0,0.0,0.0,,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,2805000000.0,2611000000.0,2638000000.0,3241000000.0,3876000000.0,,
Total Non Current Liabilities Net Minority Interest,1124000000.0,1039000000.0,1034000000.0,1035000000.0,1675000000.0,,
Other Non Current Liabilities,42000000.0,39000000.0,40000000.0,36000000.0,35000000.0,,
Tradeand Other Payables Non Current,239000000.0,237000000.0,234000000.0,231000000.0,241000000.0,,
Non Current Deferred Liabilities,157000000.0,65000000.0,58000000.0,58000000.0,95000000.0,,
Non Current Deferred Revenue,157000000.0,65000000.0,58000000.0,58000000.0,95000000.0,,
Long Term Debt And Capital Lease Obligation,686000000.0,698000000.0,702000000.0,710000000.0,1304000000.0,,
Long Term Capital Lease Obligation,686000000.0,698000000.0,702000000.0,710000000.0,1304000000.0,,
Current Liabilities,1681000000.0,1572000000.0,1604000000.0,2206000000.0,2201000000.0,,
Other Current Liabilities,25000000.0,149000000.0,209000000.0,181000000.0,18000000.0,,
Current Deferred Liabilities,163000000.0,218000000.0,125000000.0,153000000.0,379000000.0,,
Current Deferred Revenue,163000000.0,218000000.0,125000000.0,153000000.0,379000000.0,,
Current Debt And Capital Lease Obligation,48000000.0,43000000.0,43000000.0,37000000.0,51000000.0,,
Current Capital Lease Obligation,48000000.0,43000000.0,43000000.0,37000000.0,51000000.0,,
Pensionand Other Post Retirement Benefit Plans Current,310000000.0,197000000.0,120000000.0,312000000.0,244000000.0,,
Current Provisions,426000000.0,308000000.0,337000000.0,370000000.0,403000000.0,,
Payables And Accrued Expenses,709000000.0,657000000.0,770000000.0,1153000000.0,1106000000.0,,
Current Accrued Expenses,442000000.0,482000000.0,544000000.0,745000000.0,729000000.0,,
Payables,267000000.0,175000000.0,226000000.0,408000000.0,377000000.0,,
Total Tax Payable,,,,3000000.0,4000000.0,7000000.0,52000000.0
Income Tax Payable,,,,3000000.0,4000000.0,7000000.0,52000000.0
Accounts Payable,267000000.0,175000000.0,226000000.0,405000000.0,373000000.0,,
Total Assets,12135000000.0,12010000000.0,12704000000.0,14142000000.0,15803000000.0,,
Total Non Current Assets,5537000000.0,5839000000.0,5938000000.0,6043000000.0,6137000000.0,,
Other Non Current Assets,137000000.0,149000000.0,150000000.0,171000000.0,85000000.0,,
Non Current Prepaid Assets,105000000.0,111000000.0,119000000.0,139000000.0,355000000.0,,
Non Current Deferred Assets,81000000.0,81000000.0,81000000.0,81000000.0,81000000.0,,
Non Current Deferred Taxes Assets,81000000.0,81000000.0,81000000.0,81000000.0,81000000.0,,
Non Current Accounts Receivable,99000000.0,99000000.0,99000000.0,97000000.0,,,
Investments And Advances,2152000000.0,2380000000.0,2424000000.0,2508000000.0,2358000000.0,,
Investmentin Financial Assets,2143000000.0,2374000000.0,2418000000.0,2494000000.0,2335000000.0,,
Available For Sale Securities,2143000000.0,2374000000.0,2418000000.0,2494000000.0,2335000000.0,,
Long Term Equity Investment,9000000.0,6000000.0,6000000.0,14000000.0,23000000.0,,
Goodwill And Other Intangible Assets,99000000.0,100000000.0,101000000.0,92000000.0,93000000.0,,
Other Intangible Assets,47000000.0,48000000.0,49000000.0,40000000.0,41000000.0,,
Goodwill,52000000.0,52000000.0,52000000.0,52000000.0,52000000.0,,
Net PPE,2864000000.0,2919000000.0,2964000000.0,2955000000.0,3165000000.0,,
Accumulated Depreciation,-671000000.0,-623000000.0,-566000000.0,-527000000.0,-551000000.0,,
Gross PPE,3535000000.0,3542000000.0,3530000000.0,3482000000.0,3716000000.0,,
Leases,359000000.0,264000000.0,208000000.0,207000000.0,674000000.0,,
Construction In Progress,350000000.0,913000000.0,1078000000.0,1057000000.0,975000000.0,,
Other Properties,1363000000.0,1315000000.0,1245000000.0,1235000000.0,1772000000.0,,
Machinery Furniture Equipment,225000000.0,193000000.0,181000000.0,181000000.0,186000000.0,,
Buildings And Improvements,1160000000.0,798000000.0,759000000.0,743000000.0,87000000.0,,
Land And Improvements,78000000.0,59000000.0,59000000.0,59000000.0,22000000.0,,
Properties,0.0,0.0,0.0,0.0,0.0,,
Current Assets,6598000000.0,6171000000.0,6766000000.0,8099000000.0,9666000000.0,,
Other Current Assets,56000000.0,57000000.0,69000000.0,58000000.0,46000000.0,,
Prepaid Assets,312000000.0,286000000.0,288000000.0,307000000.0,505000000.0,,
Inventory,332000000.0,240000000.0,128000000.0,117000000.0,412000000.0,,
Finished Goods,128000000.0,45000000.0,14000000.0,28000000.0,146000000.0,,
Work In Process,119000000.0,112000000.0,39000000.0,26000000.0,95000000.0,,
Raw Materials,85000000.0,83000000.0,75000000.0,63000000.0,171000000.0,,
Receivables,1394000000.0,457000000.0,306000000.0,592000000.0,1836000000.0,,
Other Receivables,204000000.0,272000000.0,58000000.0,58000000.0,99000000.0,,
Taxes Receivable,104000000.0,102000000.0,117000000.0,117000000.0,123000000.0,,
Accrued Interest Receivable,40000000.0,47000000.0,53000000.0,59000000.0,50000000.0,,
Accounts Receivable,1046000000.0,36000000.0,78000000.0,358000000.0,1564000000.0,,
Allowance For Doubtful Accounts Receivable,-978000000.0,-224000000.0,-171000000.0,-340000000.0,-1168000000.0,,
Gross Accounts Receivable,2024000000.0,260000000.0,249000000.0,698000000.0,2732000000.0,,
Cash Cash Equivalents And Short Term Investments,4504000000.0,5131000000.0,5975000000.0,7025000000.0,6867000000.0,,
Other Short Term Investments,3372000000.0,3852000000.0,4352000000.0,5098000000.0,5223000000.0,,
Cash And Cash Equivalents,1132000000.0,1279000000.0,1623000000.0,1927000000.0,1644000000.0,,
