,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,51000000.0,54000000.0,54000000.0,56000000.0,57000000.0,,
Share Issued,51000000.0,54000000.0,54000000.0,56000000.0,57000000.0,,
Total Debt,3852000000.0,3563000000.0,3766000000.0,3118000000.0,2529000000.0,,
Tangible Book Value,1989000000.0,2435000000.0,2135000000.0,2558000000.0,2847000000.0,,
Invested Capital,7855000000.0,7978000000.0,7884000000.0,7419000000.0,7102000000.0,,
Working Capital,5071000000.0,5236000000.0,5102000000.0,4877000000.0,4544000000.0,,
Net Tangible Assets,1989000000.0,2435000000.0,2135000000.0,2558000000.0,2847000000.0,,
Capital Lease Obligations,188000000.0,188000000.0,192000000.0,195000000.0,197000000.0,,
Common Stock Equity,4191000000.0,4603000000.0,4310000000.0,4496000000.0,4770000000.0,,
Total Capitalization,7855000000.0,7978000000.0,7884000000.0,7419000000.0,7102000000.0,,
Total Equity Gross Minority Interest,4191000000.0,4603000000.0,4310000000.0,4496000000.0,4770000000.0,,
Stockholders Equity,4191000000.0,4603000000.0,4310000000.0,4496000000.0,4770000000.0,,
Gains Losses Not Affecting Retained Earnings,9000000.0,-10000000.0,-28000000.0,-57000000.0,-9000000.0,,
Other Equity Adjustments,9000000.0,-10000000.0,-28000000.0,-57000000.0,-9000000.0,,
Retained Earnings,3762000000.0,4159000000.0,3904000000.0,4091000000.0,4326000000.0,,
Additional Paid In Capital,420000000.0,454000000.0,434000000.0,462000000.0,453000000.0,,
Capital Stock,0.0,0.0,0.0,0.0,0.0,,
Common Stock,0.0,0.0,0.0,0.0,0.0,,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,11507000000.0,11606000000.0,12076000000.0,11134000000.0,10988000000.0,,
Total Non Current Liabilities Net Minority Interest,4026000000.0,3730000000.0,3921000000.0,3238000000.0,2651000000.0,,
Other Non Current Liabilities,174000000.0,167000000.0,155000000.0,120000000.0,122000000.0,,
Long Term Debt And Capital Lease Obligation,3852000000.0,3563000000.0,3766000000.0,3118000000.0,2529000000.0,,
Long Term Capital Lease Obligation,188000000.0,188000000.0,192000000.0,195000000.0,197000000.0,,
Long Term Debt,3664000000.0,3375000000.0,3574000000.0,2923000000.0,2332000000.0,,
Current Liabilities,7481000000.0,7876000000.0,8155000000.0,7896000000.0,8337000000.0,,
Current Deferred Liabilities,73000000.0,57000000.0,369000000.0,51000000.0,364000000.0,,
Current Deferred Revenue,73000000.0,57000000.0,369000000.0,51000000.0,364000000.0,,
Payables And Accrued Expenses,7408000000.0,7819000000.0,7786000000.0,7845000000.0,7973000000.0,,
Payables,7408000000.0,7819000000.0,7786000000.0,7845000000.0,7973000000.0,,
Other Payable,6284000000.0,6706000000.0,6667000000.0,6514000000.0,6758000000.0,,
Accounts Payable,1124000000.0,1113000000.0,1119000000.0,1331000000.0,1215000000.0,,
Total Assets,15698000000.0,16209000000.0,16386000000.0,15630000000.0,15758000000.0,,
Total Non Current Assets,3146000000.0,3097000000.0,3129000000.0,2857000000.0,2877000000.0,,
Other Non Current Assets,442000000.0,439000000.0,474000000.0,424000000.0,421000000.0,,
Non Current Deferred Assets,179000000.0,185000000.0,193000000.0,207000000.0,227000000.0,,
Non Current Deferred Taxes Assets,179000000.0,185000000.0,193000000.0,207000000.0,227000000.0,,
Goodwill And Other Intangible Assets,2202000000.0,2168000000.0,2175000000.0,1938000000.0,1923000000.0,,
Other Intangible Assets,,,,267000000.0,,,
Goodwill,,,,1671000000.0,,,
Net PPE,323000000.0,305000000.0,287000000.0,288000000.0,306000000.0,,
Accumulated Depreciation,,,,-806000000.0,,,
Gross PPE,,,,1094000000.0,,,
Other Properties,,,,270000000.0,,,
Machinery Furniture Equipment,,,,788000000.0,,,
Buildings And Improvements,,,,35000000.0,,,
Land And Improvements,,,,1000000.0,,,
Properties,,,,0.0,,,
Current Assets,12552000000.0,13112000000.0,13257000000.0,12773000000.0,12881000000.0,,
Other Current Assets,590000000.0,438000000.0,472000000.0,487000000.0,408000000.0,,
Receivables,3515000000.0,3865000000.0,3491000000.0,3299000000.0,3259000000.0,,
Other Receivables,,,,,714000000.0,707000000.0,711000000.0
Accounts Receivable,3515000000.0,3865000000.0,3491000000.0,3299000000.0,2545000000.0,,
Cash Cash Equivalents And Short Term Investments,8447000000.0,8809000000.0,9294000000.0,8987000000.0,9214000000.0,,
Other Short Term Investments,4226000000.0,4310000000.0,4438000000.0,4325000000.0,4482000000.0,,
Cash And Cash Equivalents,4221000000.0,4499000000.0,4856000000.0,4662000000.0,4732000000.0,,
