,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.219,0.22,0.219,0.216045,0.213
Normalized EBITDA,164054000.0,157450000.0,162014000.0,154011000.0,133093000.0
Net Income From Continuing Operation Net Minority Interest,121238000.0,116140000.0,120652000.0,118360000.0,106594000.0
Reconciled Depreciation,14963000.0,13699000.0,11941000.0,11467000.0,5762000.0
Reconciled Cost Of Revenue,31391000.0,22150000.0,23067000.0,20399000.0,17668000.0
EBITDA,164054000.0,157450000.0,162014000.0,154011000.0,133093000.0
EBIT,149091000.0,143751000.0,150073000.0,142544000.0,127331000.0
Net Interest Income,5879000.0,5021000.0,4102000.0,3665000.0,7913000.0
Interest Income,5879000.0,5021000.0,4102000.0,3665000.0,7913000.0
Normalized Income,121238000.0,116140000.0,120652000.0,118360000.0,106594000.0
Net Income From Continuing And Discontinued Operation,121238000.0,116140000.0,120652000.0,118360000.0,106594000.0
Total Expenses,53994000.0,43792000.0,45910000.0,43240000.0,46232000.0
Total Operating Income As Reported,149091000.0,143751000.0,150073000.0,142544000.0,127331000.0
Diluted Average Shares,23010258.0,23013580.0,23005847.0,23015530.0,23012169.0
Basic Average Shares,22984883.0,22987326.0,22980695.0,22974238.0,22979781.0
Diluted EPS,5.27,5.05,5.24,5.14,4.63
Basic EPS,5.27,5.05,5.25,5.15,4.64
Diluted NI Availto Com Stockholders,121238000.0,116140000.0,120652000.0,118360000.0,106594000.0
Net Income Common Stockholders,121238000.0,116140000.0,120652000.0,118360000.0,106594000.0
Net Income,121238000.0,116140000.0,120652000.0,118360000.0,106594000.0
Net Income Including Noncontrolling Interests,121238000.0,116140000.0,120652000.0,118360000.0,106594000.0
Net Income Continuous Operations,121238000.0,116140000.0,120652000.0,118360000.0,106594000.0
Tax Provision,33941000.0,32851000.0,33742000.0,32618000.0,28823000.0
Pretax Income,155179000.0,148991000.0,154394000.0,150978000.0,135417000.0
Other Income Expense,209000.0,219000.0,219000.0,4769000.0,173000.0
Other Non Operating Income Expenses,209000.0,219000.0,219000.0,4769000.0,173000.0
Net Non Operating Interest Income Expense,5879000.0,5021000.0,4102000.0,3665000.0,7913000.0
Interest Income Non Operating,5879000.0,5021000.0,4102000.0,3665000.0,7913000.0
Operating Income,149091000.0,143751000.0,150073000.0,142544000.0,127331000.0
Operating Expense,22603000.0,21642000.0,22843000.0,22841000.0,28564000.0
Other Taxes,2625000.0,1877000.0,2199000.0,1305000.0,2189000.0
Selling General And Administration,19978000.0,19765000.0,20644000.0,21536000.0,26375000.0
General And Administrative Expense,19978000.0,19765000.0,20644000.0,21536000.0,26375000.0
Other Gand A,5591000.0,5693000.0,6072000.0,7177000.0,12345000.0
Salaries And Wages,14387000.0,14072000.0,14572000.0,14359000.0,14030000.0
Gross Profit,171694000.0,165393000.0,172916000.0,165385000.0,155895000.0
Cost Of Revenue,31391000.0,22150000.0,23067000.0,20399000.0,17668000.0
Total Revenue,203085000.0,187543000.0,195983000.0,185784000.0,173563000.0
Operating Revenue,203085000.0,187543000.0,195983000.0,185784000.0,173563000.0
