,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,286876206.0,291155296.0,287287926.0,290984373.0,292742664.0,,
Share Issued,286876206.0,291155296.0,287287926.0,290984373.0,292742664.0,,
Net Debt,16083000000.0,14914000000.0,12094000000.0,11914000000.0,12553000000.0,,
Total Debt,16242000000.0,15133000000.0,13910000000.0,13329000000.0,12923000000.0,,
Tangible Book Value,39088000000.0,38881000000.0,38473000000.0,37736000000.0,37429000000.0,,
Invested Capital,55330000000.0,54014000000.0,52383000000.0,49811000000.0,50352000000.0,,
Working Capital,-1561000000.0,-1693000000.0,-670000000.0,-2701000000.0,-2441000000.0,,
Net Tangible Assets,39088000000.0,38881000000.0,38473000000.0,37736000000.0,37429000000.0,,
Capital Lease Obligations,,,,354000000.0,,,
Common Stock Equity,39088000000.0,38881000000.0,38473000000.0,37736000000.0,37429000000.0,,
Total Capitalization,54936000000.0,54000000000.0,51469000000.0,49811000000.0,49352000000.0,,
Total Equity Gross Minority Interest,45634000000.0,42819000000.0,41743000000.0,39862000000.0,38819000000.0,,
Minority Interest,6546000000.0,3938000000.0,3270000000.0,2126000000.0,1390000000.0,,
Stockholders Equity,39088000000.0,38881000000.0,38473000000.0,37736000000.0,37429000000.0,,
Gains Losses Not Affecting Retained Earnings,-7000000.0,-7000000.0,-7000000.0,-6000000.0,-8000000.0,,
Other Equity Adjustments,-7000000.0,-7000000.0,-7000000.0,-6000000.0,-8000000.0,,
Retained Earnings,6486000000.0,5758000000.0,5352000000.0,4238000000.0,3427000000.0,,
Additional Paid In Capital,32606000000.0,33127000000.0,33125000000.0,33501000000.0,34007000000.0,,
Capital Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,,
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,,
Total Liabilities Net Minority Interest,30579000000.0,29122000000.0,28323000000.0,27430000000.0,26928000000.0,,
Total Non Current Liabilities Net Minority Interest,26437000000.0,25363000000.0,23570000000.0,22619000000.0,22465000000.0,,
Other Non Current Liabilities,22000000.0,19000000.0,8000000.0,39000000.0,18000000.0,,
Derivative Product Liabilities,106000000.0,93000000.0,93000000.0,106000000.0,79000000.0,,
Non Current Deferred Liabilities,9877000000.0,9516000000.0,9887000000.0,9826000000.0,9952000000.0,,
Non Current Deferred Taxes Liabilities,9877000000.0,9516000000.0,9887000000.0,9826000000.0,9952000000.0,,
Long Term Debt And Capital Lease Obligation,15848000000.0,15119000000.0,12996000000.0,12075000000.0,11923000000.0,,
Long Term Debt,15848000000.0,15119000000.0,12996000000.0,12075000000.0,11923000000.0,,
Long Term Provisions,584000000.0,616000000.0,586000000.0,573000000.0,493000000.0,,
Current Liabilities,4142000000.0,3759000000.0,4753000000.0,4811000000.0,4463000000.0,,
Other Current Liabilities,10000000.0,21000000.0,75000000.0,43000000.0,34000000.0,,
