,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-112560000.0,-19547306.176084,-296940000.0,-436380000.0,-16650000.0,,
Tax Rate For Calcs,0.21,0.046321,0.21,0.21,0.05,,
Normalized EBITDA,6184000000.0,5745000000.0,6471000000.0,4598000000.0,7586000000.0,,
Total Unusual Items,-536000000.0,-422000000.0,-1414000000.0,-2078000000.0,-333000000.0,,
Total Unusual Items Excluding Goodwill,-536000000.0,-422000000.0,-1414000000.0,-2078000000.0,-333000000.0,,
Net Income From Continuing Operation Net Minority Interest,3541000000.0,2885000000.0,2967000000.0,403000000.0,4473000000.0,,
Reconciled Depreciation,1662000000.0,1625000000.0,1618000000.0,1791000000.0,1755000000.0,,
Reconciled Cost Of Revenue,3733000000.0,3364000000.0,2438000000.0,5477000000.0,4820000000.0,,
EBITDA,5648000000.0,5323000000.0,5057000000.0,2520000000.0,7253000000.0,,
EBIT,3986000000.0,3698000000.0,3439000000.0,729000000.0,5498000000.0,,
Net Interest Income,-514000000.0,-498000000.0,-511000000.0,-568000000.0,-667000000.0,,
Interest Expense,652000000.0,654000000.0,654000000.0,739000000.0,783000000.0,,
Interest Income,138000000.0,156000000.0,143000000.0,171000000.0,116000000.0,,
Normalized Income,3964440000.0,3287452693.823916,4084060000.0,2044620000.0,4789350000.0,,
Net Income From Continuing And Discontinued Operation,3541000000.0,2910000000.0,2967000000.0,410000000.0,4465000000.0,,
Total Expenses,12517000000.0,10888000000.0,9299000000.0,14665000000.0,12430000000.0,,
Diluted Average Shares,5714000000.0,5706000000.0,5710000000.0,5703000000.0,5705000000.0,,
Basic Average Shares,5685000000.0,5685000000.0,5675000000.0,5667000000.0,5667000000.0,,
Diluted EPS,0.62,0.51,0.52,0.07,0.78,,
Basic EPS,0.62,0.51,0.52,0.07,0.79,,
Diluted NI Availto Com Stockholders,3541000000.0,2910000000.0,2967000000.0,410000000.0,4465000000.0,,
Net Income Common Stockholders,3541000000.0,2910000000.0,2967000000.0,410000000.0,4465000000.0,,
Net Income,3541000000.0,2910000000.0,2967000000.0,410000000.0,4465000000.0,,
Minority Interests,-9000000.0,-18000000.0,-6000000.0,-8000000.0,-8000000.0,,
Net Income Including Noncontrolling Interests,3550000000.0,2928000000.0,2973000000.0,418000000.0,4473000000.0,,
Net Income Discontinuous Operations,0.0,25000000.0,0.0,7000000.0,-8000000.0,,
Net Income Continuous Operations,3550000000.0,2903000000.0,2973000000.0,411000000.0,4481000000.0,,
Tax Provision,-216000000.0,141000000.0,-189000000.0,-421000000.0,234000000.0,,
Pretax Income,3334000000.0,3044000000.0,2785000000.0,-10000000.0,4715000000.0,,
Other Income Expense,-289000000.0,-224000000.0,-1121000000.0,-2541000000.0,112000000.0,,
Other Non Operating Income Expenses,247000000.0,198000000.0,293000000.0,-463000000.0,295000000.0,,
Special Income Charges,-737000000.0,-497000000.0,-1044000000.0,-3046000000.0,-779000000.0,,
Gain On Sale Of Business,,,,795000000.0,-420000000.0,,150000000.0
Other Special Charges,191000000.0,422000000.0,142000000.0,145000000.0,45000000.0,,
Write Off,,44000000.0,173000000.0,255000000.0,111000000.0,41000000.0,
Impairment Of Capital Assets,260000000.0,93000000.0,224000000.0,2946000000.0,0.0,,
Restructuring And Mergern Acquisition,286000000.0,-18000000.0,678000000.0,750000000.0,314000000.0,,
Earnings From Equity Interest,0.0,0.0,0.0,0.0,150000000.0,,
Gain On Sale Of Security,201000000.0,75000000.0,-370000000.0,968000000.0,446000000.0,,
Net Non Operating Interest Income Expense,-514000000.0,-498000000.0,-511000000.0,-568000000.0,-667000000.0,,
Interest Expense Non Operating,652000000.0,654000000.0,654000000.0,739000000.0,783000000.0,,
Interest Income Non Operating,138000000.0,156000000.0,143000000.0,171000000.0,116000000.0,,
Operating Income,4137000000.0,3765000000.0,4416000000.0,3099000000.0,5271000000.0,,
Operating Expense,8345000000.0,7110000000.0,6454000000.0,8756000000.0,7167000000.0,,
Depreciation Amortization Depletion Income Statement,1223000000.0,1211000000.0,1211000000.0,1359000000.0,1312000000.0,,
Depreciation And Amortization In Income Statement,1223000000.0,1211000000.0,1211000000.0,1359000000.0,1312000000.0,,
Amortization,1223000000.0,1211000000.0,1211000000.0,1359000000.0,1312000000.0,,
Amortization Of Intangibles Income Statement,1223000000.0,1211000000.0,1211000000.0,1359000000.0,1312000000.0,,
Research And Development,3936000000.0,2484000000.0,2212000000.0,3123000000.0,2611000000.0,,
Selling General And Administration,3186000000.0,3415000000.0,3031000000.0,4274000000.0,3244000000.0,,
Gross Profit,12482000000.0,10875000000.0,10870000000.0,11855000000.0,12438000000.0,,
Cost Of Revenue,4172000000.0,3778000000.0,2845000000.0,5909000000.0,5263000000.0,,
Total Revenue,16654000000.0,14653000000.0,13715000000.0,17764000000.0,17701000000.0,,
Operating Revenue,16654000000.0,14653000000.0,13715000000.0,17764000000.0,17701000000.0,,
