,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-39602337.428828,66360000.0,94354000.0,66420749.279539,98928000.0,,
Tax Rate For Calcs,0.006293,0.21,0.247,0.193084,0.229,,
Normalized EBITDA,106000000.0,-88000000.0,1849000000.0,489000000.0,978000000.0,,
Total Unusual Items,-6293000000.0,316000000.0,382000000.0,344000000.0,432000000.0,,
Total Unusual Items Excluding Goodwill,-6293000000.0,316000000.0,382000000.0,344000000.0,432000000.0,,
Net Income From Continuing Operation Net Minority Interest,-6631000000.0,-253000000.0,1311000000.0,283000000.0,713000000.0,,
Reconciled Depreciation,317000000.0,315000000.0,314000000.0,314000000.0,313000000.0,,
Reconciled Cost Of Revenue,46439000000.0,45794000000.0,41419000000.0,37085000000.0,37988000000.0,,
EBITDA,-6187000000.0,228000000.0,2231000000.0,833000000.0,1410000000.0,,
EBIT,-6504000000.0,-87000000.0,1916000000.0,519000000.0,1097000000.0,,
Net Interest Income,-170000000.0,-170000000.0,-170000000.0,-172000000.0,-176000000.0,,
Interest Expense,170000000.0,170000000.0,170000000.0,172000000.0,176000000.0,,
Normalized Income,-377602337.428828,-502640000.0,1023354000.0,5420749.279539,379928000.0,,
Net Income From Continuing And Discontinued Operation,-6631000000.0,-253000000.0,1311000000.0,283000000.0,713000000.0,,
Total Expenses,49901000000.0,49145000000.0,45086000000.0,40630000000.0,41358000000.0,,
Total Operating Income As Reported,-6954000000.0,-458000000.0,1534000000.0,175000000.0,665000000.0,,
Diluted Average Shares,491141000.0,493548000.0,498180000.0,501978000.0,523542000.0,,
Basic Average Shares,491141000.0,493548000.0,496214000.0,500424000.0,521965000.0,,
Diluted EPS,-13.5,-0.51,2.63,0.56,1.36,,
Basic EPS,-13.5,-0.51,2.64,0.57,1.37,,
Diluted NI Availto Com Stockholders,-6631000000.0,-253000000.0,1311000000.0,283000000.0,713000000.0,,
Net Income Common Stockholders,-6631000000.0,-253000000.0,1311000000.0,283000000.0,713000000.0,,
Net Income,-6631000000.0,-253000000.0,1311000000.0,283000000.0,713000000.0,,
Minority Interests,1000000.0,6000000.0,-3000000.0,3000000.0,3000000.0,,
Net Income Including Noncontrolling Interests,-6632000000.0,-259000000.0,1314000000.0,280000000.0,710000000.0,,
Net Income Continuous Operations,-6632000000.0,-259000000.0,1314000000.0,280000000.0,710000000.0,,
Tax Provision,-42000000.0,2000000.0,432000000.0,67000000.0,211000000.0,,
Pretax Income,-6674000000.0,-257000000.0,1746000000.0,347000000.0,921000000.0,,
Other Income Expense,-6293000000.0,316000000.0,382000000.0,344000000.0,432000000.0,,
Special Income Charges,-6743000000.0,-55000000.0,0.0,0.0,0.0,,
Write Off,6743000000.0,,0.0,0.0,0.0,,13000000.0
Impairment Of Capital Assets,,55000000.0,,,,0.0,13000000.0
Gain On Sale Of Security,450000000.0,371000000.0,382000000.0,344000000.0,432000000.0,,
Net Non Operating Interest Income Expense,-170000000.0,-170000000.0,-170000000.0,-172000000.0,-176000000.0,,
Interest Expense Non Operating,170000000.0,170000000.0,170000000.0,172000000.0,176000000.0,,
Operating Income,-211000000.0,-403000000.0,1534000000.0,175000000.0,665000000.0,,
Operating Expense,3462000000.0,3350000000.0,3668000000.0,3545000000.0,3370000000.0,,
Depreciation Amortization Depletion Income Statement,317000000.0,314000000.0,315000000.0,314000000.0,313000000.0,,
Depreciation And Amortization In Income Statement,317000000.0,314000000.0,315000000.0,314000000.0,313000000.0,,
Amortization,170000000.0,173000000.0,173000000.0,173000000.0,173000000.0,,
Amortization Of Intangibles Income Statement,170000000.0,173000000.0,173000000.0,173000000.0,173000000.0,,
Depreciation Income Statement,147000000.0,141000000.0,142000000.0,141000000.0,140000000.0,,
Selling General And Administration,3145000000.0,3036000000.0,3353000000.0,3231000000.0,3057000000.0,,
Gross Profit,3251000000.0,2947000000.0,5202000000.0,3720000000.0,4035000000.0,,
Cost Of Revenue,46439000000.0,45795000000.0,41418000000.0,37085000000.0,37988000000.0,,
Total Revenue,49690000000.0,48742000000.0,46620000000.0,40805000000.0,42023000000.0,,
Excise Taxes,-4792000000.0,-6275000000.0,-4131000000.0,-4509000000.0,-5124000000.0,,
Operating Revenue,44898000000.0,42467000000.0,42489000000.0,36296000000.0,36899000000.0,,
