,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.252696,0.256783,0.26,0.248364,0.26
Normalized EBITDA,517700000.0,495000000.0,436000000.0,477500000.0,551100000.0
Net Income From Continuing Operation Net Minority Interest,291000000.0,271200000.0,224900000.0,264200000.0,316400000.0
Reconciled Depreciation,73300000.0,73300000.0,74900000.0,69500000.0,69100000.0
Reconciled Cost Of Revenue,4481900000.0,4735400000.0,4076800000.0,4030700000.0,4315900000.0
EBITDA,517700000.0,495000000.0,436000000.0,477500000.0,551100000.0
EBIT,444400000.0,421700000.0,361100000.0,408000000.0,482000000.0
Net Interest Income,-55000000.0,-56800000.0,-57100000.0,-56500000.0,-54400000.0
Interest Expense,55000000.0,56800000.0,57100000.0,56500000.0,54400000.0
Normalized Income,291000000.0,271200000.0,224900000.0,264200000.0,316400000.0
Net Income From Continuing And Discontinued Operation,291000000.0,271200000.0,224900000.0,264200000.0,316400000.0
Total Expenses,5294100000.0,5556400000.0,4837700000.0,4777400000.0,5035000000.0
Total Operating Income As Reported,443300000.0,420200000.0,361400000.0,408600000.0,481600000.0
Diluted Average Shares,131800000.0,132400000.0,133500000.0,134400000.0,134900000.0
Basic Average Shares,131000000.0,131600000.0,132500000.0,133100000.0,133500000.0
Diluted EPS,2.21,2.05,1.69,1.97,2.34
Basic EPS,2.22,2.06,1.7,1.98,2.37
Diluted NI Availto Com Stockholders,291000000.0,271200000.0,224900000.0,264200000.0,316400000.0
Net Income Common Stockholders,291000000.0,271200000.0,224900000.0,264200000.0,316400000.0
Net Income,291000000.0,271200000.0,224900000.0,264200000.0,316400000.0
Net Income Including Noncontrolling Interests,291000000.0,271200000.0,224900000.0,264200000.0,316400000.0
Net Income Continuous Operations,291000000.0,271200000.0,224900000.0,264200000.0,316400000.0
Tax Provision,98400000.0,93700000.0,79100000.0,87300000.0,111200000.0
Pretax Income,389400000.0,364900000.0,304000000.0,351500000.0,427600000.0
Other Income Expense,1100000.0,1500000.0,-300000.0,-600000.0,400000.0
Other Non Operating Income Expenses,1100000.0,1500000.0,-300000.0,-600000.0,400000.0
Net Non Operating Interest Income Expense,-55000000.0,-56800000.0,-57100000.0,-56500000.0,-54400000.0
Interest Expense Non Operating,55000000.0,56800000.0,57100000.0,56500000.0,54400000.0
Operating Income,443300000.0,420200000.0,361400000.0,408600000.0,481600000.0
Operating Expense,812200000.0,821000000.0,760900000.0,746700000.0,719100000.0
Selling General And Administration,812200000.0,821000000.0,760900000.0,746700000.0,719100000.0
Gross Profit,1255500000.0,1241200000.0,1122300000.0,1155300000.0,1200700000.0
Cost Of Revenue,4481900000.0,4735400000.0,4076800000.0,4030700000.0,4315900000.0
Total Revenue,5737400000.0,5976600000.0,5199100000.0,5186000000.0,5516600000.0
Operating Revenue,5707700000.0,5947400000.0,5171900000.0,5159800000.0,5488800000.0
