,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.18,0.086735,0.123,0.19821,0.087
Normalized EBITDA,5913000000.0,3603000000.0,4083000000.0,2926000000.0,5273000000.0
Net Income From Continuing Operation Net Minority Interest,3216000000.0,1432000000.0,1730000000.0,627000000.0,2830000000.0
Reconciled Depreciation,1307000000.0,1341000000.0,1387000000.0,1397000000.0,1396000000.0
Reconciled Cost Of Revenue,3082000000.0,3011000000.0,2968000000.0,3112000000.0,3310000000.0
EBITDA,5913000000.0,3603000000.0,4083000000.0,2926000000.0,5273000000.0
EBIT,4606000000.0,2262000000.0,2696000000.0,1529000000.0,3877000000.0
Net Interest Income,-685000000.0,-694000000.0,-723000000.0,-747000000.0,-776000000.0
Interest Expense,685000000.0,694000000.0,723000000.0,747000000.0,776000000.0
Normalized Income,3216000000.0,1432000000.0,1730000000.0,627000000.0,2830000000.0
Net Income From Continuing And Discontinued Operation,3216000000.0,1432000000.0,1730000000.0,627000000.0,2830000000.0
Total Expenses,7031000000.0,6523000000.0,6971000000.0,6775000000.0,6456000000.0
Total Operating Income As Reported,2526000000.0,2656000000.0,1178000000.0,2311000000.0,2047000000.0
Diluted Average Shares,542000000.0,541000000.0,541000000.0,542000000.0,542000000.0
Basic Average Shares,538000000.0,538000000.0,538000000.0,537000000.0,537000000.0
Diluted EPS,5.93,2.65,3.2,1.16,5.22
Basic EPS,5.98,2.66,3.22,1.17,5.27
Diluted NI Availto Com Stockholders,3216000000.0,1432000000.0,1730000000.0,627000000.0,2830000000.0
Net Income Common Stockholders,3216000000.0,1432000000.0,1730000000.0,627000000.0,2830000000.0
Net Income,3216000000.0,1432000000.0,1730000000.0,627000000.0,2830000000.0
Net Income Including Noncontrolling Interests,3216000000.0,1432000000.0,1730000000.0,627000000.0,2830000000.0
Net Income Continuous Operations,3216000000.0,1432000000.0,1730000000.0,627000000.0,2830000000.0
Tax Provision,705000000.0,136000000.0,243000000.0,155000000.0,271000000.0
Pretax Income,3921000000.0,1568000000.0,1973000000.0,782000000.0,3101000000.0
Other Income Expense,2080000000.0,-394000000.0,1518000000.0,-782000000.0,1830000000.0
Other Non Operating Income Expenses,2080000000.0,-394000000.0,1518000000.0,-782000000.0,1830000000.0
Net Non Operating Interest Income Expense,-685000000.0,-694000000.0,-723000000.0,-747000000.0,-776000000.0
Interest Expense Non Operating,685000000.0,694000000.0,723000000.0,747000000.0,776000000.0
Operating Income,2526000000.0,2656000000.0,1178000000.0,2311000000.0,2047000000.0
Operating Expense,3949000000.0,3512000000.0,4003000000.0,3663000000.0,3146000000.0
Other Operating Expenses,329000000.0,77000000.0,830000000.0,61000000.0,71000000.0
Research And Development,1900000000.0,1744000000.0,1486000000.0,1724000000.0,1450000000.0
Selling General And Administration,1720000000.0,1691000000.0,1687000000.0,1878000000.0,1625000000.0
Gross Profit,6475000000.0,6168000000.0,5181000000.0,5974000000.0,5193000000.0
Cost Of Revenue,3082000000.0,3011000000.0,2968000000.0,3112000000.0,3310000000.0
Total Revenue,9557000000.0,9179000000.0,8149000000.0,9086000000.0,8503000000.0
Operating Revenue,9137000000.0,8771000000.0,7873000000.0,8716000000.0,8151000000.0
