,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,168959000.0,107171000.0,27387000.0,263117000.0,233862000.0,,
Repurchase Of Capital Stock,-71557000.0,-96046000.0,-201088000.0,-202866000.0,0.0,,
Issuance Of Capital Stock,7840000.0,0.0,13909000.0,0.0,10942000.0,,
Capital Expenditure,-19761000.0,-21479000.0,-25289000.0,-22961000.0,-29800000.0,,
End Cash Position,1005808000.0,902342000.0,874074000.0,1044963000.0,1042981000.0,,
Beginning Cash Position,902342000.0,874074000.0,1044963000.0,1042981000.0,762462000.0,,
Effect Of Exchange Rate Changes,-1374000.0,27396000.0,8480000.0,-27161000.0,15204000.0,,
Changes In Cash,104840000.0,872000.0,-179369000.0,29143000.0,265315000.0,,
Financing Cash Flow,-64119000.0,-96299000.0,-206756000.0,-203019000.0,10572000.0,,
Cash Flow From Continuing Financing Activities,-64119000.0,-96299000.0,-206756000.0,-203019000.0,10572000.0,,
Net Other Financing Charges,-402000.0,-253000.0,-19577000.0,-153000.0,-370000.0,,
Net Common Stock Issuance,-63717000.0,-96046000.0,-187179000.0,-202866000.0,10942000.0,,
Common Stock Payments,-71557000.0,-96046000.0,-201088000.0,-202866000.0,0.0,,
Common Stock Issuance,7840000.0,0.0,13909000.0,0.0,10942000.0,,
Investing Cash Flow,-19761000.0,-31479000.0,-25289000.0,-53916000.0,-8919000.0,,
Cash Flow From Continuing Investing Activities,-19761000.0,-31479000.0,-25289000.0,-53916000.0,-8919000.0,,
Net Other Investing Changes,,,,0.0,106000.0,135000.0,-6000.0
Net Investment Purchase And Sale,0.0,0.0,0.0,0.0,20775000.0,,
Sale Of Investment,0.0,0.0,0.0,0.0,20775000.0,,
Purchase Of Investment,,,,0.0,0.0,0.0,0.0
Net Business Purchase And Sale,0.0,-10000000.0,0.0,-30955000.0,0.0,,
Purchase Of Business,0.0,-10000000.0,0.0,-30955000.0,0.0,,
Net PPE Purchase And Sale,-19761000.0,-21479000.0,-25289000.0,-22961000.0,-29800000.0,,
Purchase Of PPE,-19761000.0,-21479000.0,-25289000.0,-22961000.0,-29800000.0,,
Operating Cash Flow,188720000.0,128650000.0,52676000.0,286078000.0,263662000.0,,
Cash Flow From Continuing Operating Activities,188720000.0,128650000.0,52676000.0,286078000.0,263662000.0,,
Change In Working Capital,-18507000.0,-64943000.0,-170789000.0,87843000.0,38676000.0,,
Change In Other Working Capital,-23919000.0,-29815000.0,-34927000.0,-19902000.0,-32275000.0,,
Change In Payables And Accrued Expense,-10944000.0,20059000.0,-55986000.0,39434000.0,3729000.0,,
Change In Accrued Expense,-32227000.0,32374000.0,-67877000.0,42087000.0,2839000.0,,
Change In Payable,21283000.0,-12315000.0,11891000.0,-2653000.0,890000.0,,
Change In Account Payable,14245000.0,-16091000.0,8575000.0,12440000.0,-6885000.0,,
Change In Tax Payable,7038000.0,3776000.0,3316000.0,-15093000.0,7775000.0,,
Change In Income Tax Payable,7038000.0,3776000.0,3316000.0,-15093000.0,7775000.0,,
Change In Prepaid Assets,18648000.0,-731000.0,-21970000.0,93810000.0,54621000.0,,
Change In Inventory,-5989000.0,1648000.0,7396000.0,-7251000.0,908000.0,,
Change In Receivables,3697000.0,-56104000.0,-65302000.0,-18248000.0,11693000.0,,
Changes In Account Receivables,3697000.0,-56104000.0,-65302000.0,-18248000.0,11693000.0,,
Other Non Cash Items,31803000.0,14643000.0,12407000.0,15160000.0,14117000.0,,
Stock Based Compensation,48377000.0,48208000.0,44997000.0,38848000.0,49039000.0,,
Asset Impairment Charge,,,,-6000000.0,,,
Deferred Tax,-8650000.0,-34442000.0,33683000.0,8291000.0,7959000.0,,
Deferred Income Tax,-8650000.0,-34442000.0,33683000.0,8291000.0,7959000.0,,
Depreciation Amortization Depletion,55717000.0,40576000.0,39148000.0,38129000.0,37793000.0,,
Depreciation And Amortization,55717000.0,40576000.0,39148000.0,38129000.0,37793000.0,,
Depreciation,,,39148000.0,,,,32946000.0
Net Income From Continuing Operations,56753000.0,124608000.0,93230000.0,103807000.0,115963000.0,,
