,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,4785000.0,18842465.753425,-23129000.0,38622425.629291,-32970000.0
Tax Rate For Calcs,0.145,0.143836,0.229,0.221968,0.21
Normalized EBITDA,932000000.0,876000000.0,742000000.0,677000000.0,489000000.0
Total Unusual Items,33000000.0,131000000.0,-101000000.0,174000000.0,-157000000.0
Total Unusual Items Excluding Goodwill,33000000.0,131000000.0,-101000000.0,174000000.0,-157000000.0
Net Income From Continuing Operation Net Minority Interest,430000000.0,469000000.0,157000000.0,310000000.0,-117000000.0
Reconciled Depreciation,337000000.0,340000000.0,319000000.0,335000000.0,341000000.0
Reconciled Cost Of Revenue,2270000000.0,2158000000.0,1947000000.0,1999000000.0,1944000000.0
EBITDA,965000000.0,1007000000.0,641000000.0,851000000.0,332000000.0
EBIT,628000000.0,667000000.0,322000000.0,516000000.0,-9000000.0
Net Interest Income,-68000000.0,-78000000.0,-70000000.0,-66000000.0,-71000000.0
Interest Expense,78000000.0,83000000.0,82000000.0,79000000.0,83000000.0
Interest Income,10000000.0,5000000.0,12000000.0,13000000.0,12000000.0
Normalized Income,401785000.0,356842465.753425,234871000.0,174622425.629291,7030000.0
Net Income From Continuing And Discontinued Operation,430000000.0,469000000.0,157000000.0,310000000.0,-117000000.0
Total Expenses,3511000000.0,3289000000.0,3007000000.0,3108000000.0,3089000000.0
Total Operating Income As Reported,589000000.0,573000000.0,445000000.0,393000000.0,302000000.0
Diluted Average Shares,868000000.0,865000000.0,866000000.0,866000000.0,854000000.0
Basic Average Shares,856000000.0,855000000.0,855000000.0,855000000.0,854000000.0
Diluted EPS,0.5,0.54,0.18,0.36,-0.14
Basic EPS,0.5,0.55,0.18,0.36,-0.14
Diluted NI Availto Com Stockholders,430000000.0,469000000.0,157000000.0,310000000.0,-117000000.0
Net Income Common Stockholders,430000000.0,469000000.0,157000000.0,310000000.0,-117000000.0
Net Income,430000000.0,469000000.0,157000000.0,310000000.0,-117000000.0
Minority Interests,-40000000.0,-31000000.0,-28000000.0,-30000000.0,-22000000.0
Net Income Including Noncontrolling Interests,470000000.0,500000000.0,185000000.0,340000000.0,-95000000.0
Net Income Continuous Operations,470000000.0,500000000.0,185000000.0,340000000.0,-95000000.0
Tax Provision,80000000.0,84000000.0,55000000.0,97000000.0,3000000.0
Pretax Income,550000000.0,584000000.0,240000000.0,437000000.0,-92000000.0
Other Income Expense,29000000.0,89000000.0,-135000000.0,110000000.0,-323000000.0
Other Non Operating Income Expenses,-4000000.0,-42000000.0,-34000000.0,-64000000.0,-166000000.0
Gain On Sale Of Security,33000000.0,131000000.0,-101000000.0,174000000.0,-157000000.0
Net Non Operating Interest Income Expense,-68000000.0,-78000000.0,-70000000.0,-66000000.0,-71000000.0
Interest Expense Non Operating,78000000.0,83000000.0,82000000.0,79000000.0,83000000.0
Interest Income Non Operating,10000000.0,5000000.0,12000000.0,13000000.0,12000000.0
Operating Income,589000000.0,573000000.0,445000000.0,393000000.0,302000000.0
Operating Expense,931000000.0,819000000.0,769000000.0,804000000.0,835000000.0
Depreciation Amortization Depletion Income Statement,27000000.0,28000000.0,28000000.0,30000000.0,31000000.0
Depreciation And Amortization In Income Statement,27000000.0,28000000.0,28000000.0,30000000.0,31000000.0
Amortization,27000000.0,28000000.0,28000000.0,30000000.0,31000000.0
Amortization Of Intangibles Income Statement,27000000.0,28000000.0,28000000.0,30000000.0,31000000.0
Research And Development,280000000.0,276000000.0,270000000.0,275000000.0,294000000.0
Selling General And Administration,624000000.0,515000000.0,471000000.0,499000000.0,510000000.0
Gross Profit,1520000000.0,1392000000.0,1214000000.0,1197000000.0,1137000000.0
Cost Of Revenue,2580000000.0,2470000000.0,2238000000.0,2304000000.0,2254000000.0
Total Revenue,4100000000.0,3862000000.0,3452000000.0,3501000000.0,3391000000.0
Operating Revenue,4100000000.0,3862000000.0,3452000000.0,3501000000.0,3391000000.0
