,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-03-31
Free Cash Flow,425080000.0,127495000.0,380726000.0,399188000.0,219411000.0,
Capital Expenditure,-60535000.0,-45676000.0,-40062000.0,-84702000.0,-38544000.0,
End Cash Position,2073546000.0,2072906000.0,2176204000.0,2080154000.0,2010074000.0,
Beginning Cash Position,2072906000.0,2176204000.0,2080154000.0,2010074000.0,1938171000.0,
Effect Of Exchange Rate Changes,-7525000.0,47978000.0,12672000.0,-33819000.0,25297000.0,
Changes In Cash,8165000.0,-151276000.0,83378000.0,103899000.0,46606000.0,
Financing Cash Flow,-209733000.0,-210938000.0,-204808000.0,-177423000.0,-163741000.0,
Cash Flow From Continuing Financing Activities,-209733000.0,-210938000.0,-204808000.0,-177423000.0,-163741000.0,
Proceeds From Stock Option Exercised,-130194000.0,55876000.0,-60242000.0,28907000.0,-29327000.0,
Cash Dividends Paid,-173171000.0,-173182000.0,-144566000.0,-143982000.0,-144127000.0,
Common Stock Dividend Paid,-173171000.0,-173182000.0,-144566000.0,-143982000.0,-144127000.0,
Investing Cash Flow,-267717000.0,-113509000.0,-132602000.0,-202568000.0,-47608000.0,
Cash Flow From Continuing Investing Activities,-267717000.0,-113509000.0,-132602000.0,-202568000.0,-47608000.0,
Net Other Investing Changes,-116000.0,-96000.0,599000.0,15492000.0,-137000.0,
Net Investment Purchase And Sale,-33384000.0,-67864000.0,-91039000.0,-111903000.0,-8927000.0,
Sale Of Investment,225335000.0,217681000.0,88788000.0,31832000.0,73559000.0,
Purchase Of Investment,-258719000.0,-285545000.0,-179827000.0,-143735000.0,-82486000.0,
Net Business Purchase And Sale,-173682000.0,127000.0,-2100000.0,-21455000.0,0.0,
Sale Of Business,,,,,,5011000.0
Purchase Of Business,,,-2100000.0,,,
Net PPE Purchase And Sale,-60535000.0,-45676000.0,-40062000.0,-84702000.0,-38544000.0,
Purchase Of PPE,-60535000.0,-45676000.0,-40062000.0,-84702000.0,-38544000.0,
Operating Cash Flow,485615000.0,173171000.0,420788000.0,483890000.0,257955000.0,
Cash Flow From Continuing Operating Activities,485615000.0,173171000.0,420788000.0,483890000.0,257955000.0,
Change In Working Capital,-56042000.0,-304492000.0,54442000.0,-47837000.0,-173453000.0,
Change In Other Working Capital,-1576000.0,-20343000.0,-4058000.0,26664000.0,-5697000.0,
Change In Other Current Liabilities,-464000.0,59726000.0,-57318000.0,31533000.0,55112000.0,
Change In Other Current Assets,18626000.0,-19582000.0,-17510000.0,5283000.0,-7654000.0,
Change In Payables And Accrued Expense,-4940000.0,-25069000.0,22478000.0,-3678000.0,32250000.0,
Change In Payable,-4940000.0,-25069000.0,22478000.0,-3678000.0,32250000.0,
Change In Account Payable,-4940000.0,10038000.0,-12629000.0,-3678000.0,32250000.0,
Change In Tax Payable,,,35107000.0,,,33314000.0
Change In Income Tax Payable,,,35107000.0,,,33314000.0
Change In Inventory,-118604000.0,-104037000.0,-102239000.0,-14950000.0,-152497000.0,
Change In Receivables,50916000.0,-195187000.0,213089000.0,-92689000.0,-94967000.0,
Changes In Account Receivables,50916000.0,-195187000.0,213089000.0,-92689000.0,-94967000.0,
Stock Based Compensation,42724000.0,44507000.0,37772000.0,36123000.0,35056000.0,
Deferred Tax,69078000.0,-38161000.0,-11593000.0,-34171000.0,-18188000.0,
Deferred Income Tax,69078000.0,-38161000.0,-11593000.0,-34171000.0,-18188000.0,
Depreciation Amortization Depletion,49104000.0,47105000.0,46298000.0,46543000.0,44255000.0,
Depreciation And Amortization,49104000.0,47105000.0,46298000.0,46543000.0,44255000.0,
Amortization Cash Flow,9451000.0,8588000.0,8835000.0,8392000.0,9802000.0,
Amortization Of Intangibles,9451000.0,8588000.0,8835000.0,8392000.0,9802000.0,
Depreciation,39653000.0,38517000.0,37463000.0,38151000.0,34453000.0,
Operating Gains Losses,-20864000.0,23390000.0,-38900000.0,47499000.0,-28827000.0,
Gain Loss On Investment Securities,151000.0,608000.0,98000.0,-21000.0,0.0,
Net Foreign Currency Exchange Gain Loss,-21040000.0,22417000.0,-38983000.0,52375000.0,-28651000.0,
Gain Loss On Sale Of PPE,25000.0,365000.0,-15000.0,-4855000.0,-176000.0,
Net Income From Continuing Operations,401615000.0,400822000.0,332769000.0,435733000.0,399112000.0,
