,2025-08-31,2025-05-31,2025-02-28,2024-11-30,2024-08-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.211497,0.336478,0.059,0.179,0.195868
Normalized EBITDA,1125000000.0,518000000.0,1030000000.0,1569000000.0,1393000000.0
Net Income From Continuing Operation Net Minority Interest,727000000.0,211000000.0,794000000.0,1163000000.0,1051000000.0
Reconciled Depreciation,198000000.0,197000000.0,242000000.0,185000000.0,184000000.0
Reconciled Cost Of Revenue,6777000000.0,6628000000.0,6594000000.0,6965000000.0,6332000000.0
EBITDA,1125000000.0,518000000.0,1030000000.0,1569000000.0,1393000000.0
EBIT,927000000.0,321000000.0,788000000.0,1384000000.0,1209000000.0
Net Interest Income,18000000.0,22000000.0,18000000.0,24000000.0,43000000.0
Normalized Income,727000000.0,211000000.0,794000000.0,1163000000.0,1051000000.0
Net Income From Continuing And Discontinued Operation,727000000.0,211000000.0,794000000.0,1163000000.0,1051000000.0
Total Expenses,10793000000.0,10776000000.0,10481000000.0,10970000000.0,10380000000.0
Diluted Average Shares,1479000000.0,1477700000.0,1480600000.0,1490000000.0,1502000000.0
Basic Average Shares,1476600000.0,1476700000.0,1478100000.0,1486800000.0,1497700000.0
Diluted EPS,0.49,0.14,0.54,0.78,0.7
Basic EPS,0.49,0.14,0.54,0.78,0.7
Diluted NI Availto Com Stockholders,727000000.0,211000000.0,794000000.0,1163000000.0,1051000000.0
Net Income Common Stockholders,727000000.0,211000000.0,794000000.0,1163000000.0,1051000000.0
Net Income,727000000.0,211000000.0,794000000.0,1163000000.0,1051000000.0
Net Income Including Noncontrolling Interests,727000000.0,211000000.0,794000000.0,1163000000.0,1051000000.0
Net Income Continuous Operations,727000000.0,211000000.0,794000000.0,1163000000.0,1051000000.0
Tax Provision,195000000.0,107000000.0,50000000.0,253000000.0,256000000.0
Pretax Income,922000000.0,318000000.0,844000000.0,1416000000.0,1307000000.0
Other Income Expense,-23000000.0,-25000000.0,38000000.0,8000000.0,55000000.0
Other Non Operating Income Expenses,-23000000.0,-25000000.0,38000000.0,8000000.0,55000000.0
Net Non Operating Interest Income Expense,18000000.0,22000000.0,18000000.0,24000000.0,43000000.0
Total Other Finance Cost,-18000000.0,-22000000.0,-18000000.0,-24000000.0,-43000000.0
Operating Income,927000000.0,321000000.0,788000000.0,1384000000.0,1209000000.0
Operating Expense,4016000000.0,4148000000.0,3887000000.0,4005000000.0,4048000000.0
Selling General And Administration,4016000000.0,4148000000.0,3887000000.0,4005000000.0,4048000000.0
Selling And Marketing Expense,1188000000.0,1253000000.0,1088000000.0,1122000000.0,1226000000.0
General And Administrative Expense,2828000000.0,2895000000.0,2799000000.0,2883000000.0,2822000000.0
Other Gand A,2828000000.0,2895000000.0,2799000000.0,2883000000.0,2822000000.0
Gross Profit,4943000000.0,4469000000.0,4675000000.0,5389000000.0,5257000000.0
Cost Of Revenue,6777000000.0,6628000000.0,6594000000.0,6965000000.0,6332000000.0
Total Revenue,11720000000.0,11097000000.0,11269000000.0,12354000000.0,11589000000.0
Operating Revenue,11720000000.0,11097000000.0,11269000000.0,12354000000.0,11589000000.0
