,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-1163857.677903,-49184.441656,-4200.0,-1370923.552806,-55203.61991,,
Tax Rate For Calcs,0.21161,0.163948,0.002,0.122404,0.138009,,
Normalized EBITDA,339200000.0,308300000.0,290100000.0,307800000.0,293600000.0,,
Total Unusual Items,-5500000.0,-300000.0,-2100000.0,-11200000.0,-400000.0,,
Total Unusual Items Excluding Goodwill,-5500000.0,-300000.0,-2100000.0,-11200000.0,-400000.0,,
Net Income From Continuing Operation Net Minority Interest,210500000.0,199900000.0,219500000.0,198600000.0,190500000.0,,
Reconciled Depreciation,28400000.0,30600000.0,30800000.0,32200000.0,32800000.0,,
Reconciled Cost Of Revenue,468300000.0,442300000.0,440500000.0,421800000.0,407400000.0,,
EBITDA,333700000.0,308000000.0,288000000.0,296600000.0,293200000.0,,
EBIT,305300000.0,277400000.0,257200000.0,264400000.0,260400000.0,,
Net Interest Income,-38300000.0,-38300000.0,-37200000.0,-38100000.0,-39400000.0,,
Interest Expense,38300000.0,38300000.0,37200000.0,38100000.0,39400000.0,,
Normalized Income,214836142.322097,200150815.558344,221595800.0,208429076.447194,190844796.38009,,
Net Income From Continuing And Discontinued Operation,210500000.0,199900000.0,219500000.0,198600000.0,190500000.0,,
Total Expenses,963100000.0,951000000.0,944900000.0,927300000.0,893400000.0,,
Total Operating Income As Reported,296700000.0,266300000.0,247300000.0,255600000.0,253800000.0,,
Diluted Average Shares,139073000.0,141408000.0,145173000.0,145582000.0,144138000.0,,
Basic Average Shares,137159000.0,138734000.0,141684000.0,141694000.0,140523000.0,,
Diluted EPS,1.51,1.41,1.51,1.36,1.32,,
Basic EPS,1.53,1.44,1.55,1.4,1.36,,
Diluted NI Availto Com Stockholders,210500000.0,199900000.0,219500000.0,198600000.0,190500000.0,,
Net Income Common Stockholders,210500000.0,199900000.0,219500000.0,198600000.0,190500000.0,,
Net Income,210500000.0,199900000.0,219500000.0,198600000.0,190500000.0,,
Minority Interests,,,,0.0,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,210500000.0,199900000.0,219500000.0,198600000.0,190500000.0,,
Net Income Continuous Operations,210500000.0,199900000.0,219500000.0,198600000.0,190500000.0,,
Tax Provision,56500000.0,39200000.0,500000.0,27700000.0,30500000.0,,
Pretax Income,267000000.0,239100000.0,220000000.0,226300000.0,221000000.0,,
Other Income Expense,3100000.0,10800000.0,7800000.0,-900000.0,6200000.0,,
Other Non Operating Income Expenses,8600000.0,11100000.0,9900000.0,10300000.0,6600000.0,,
Special Income Charges,-5500000.0,-300000.0,-2100000.0,-11200000.0,-400000.0,,
Other Special Charges,,,,1500000.0,,2100000.0,1000000.0
Restructuring And Mergern Acquisition,5500000.0,300000.0,2100000.0,9700000.0,400000.0,,
Net Non Operating Interest Income Expense,-38300000.0,-38300000.0,-37200000.0,-38100000.0,-39400000.0,,
Interest Expense Non Operating,38300000.0,38300000.0,37200000.0,38100000.0,39400000.0,,
Operating Income,302200000.0,266600000.0,249400000.0,265300000.0,254200000.0,,
Operating Expense,494800000.0,508700000.0,504400000.0,505500000.0,486000000.0,,
Other Operating Expenses,72600000.0,73500000.0,71100000.0,68900000.0,68900000.0,,
Depreciation Amortization Depletion Income Statement,28400000.0,30600000.0,30800000.0,32200000.0,32800000.0,,
Depreciation And Amortization In Income Statement,28400000.0,30600000.0,30800000.0,32200000.0,32800000.0,,
Research And Development,210500000.0,214300000.0,205300000.0,200500000.0,205100000.0,,
Selling General And Administration,183300000.0,190300000.0,197200000.0,203900000.0,179200000.0,,
Selling And Marketing Expense,92000000.0,93400000.0,100100000.0,91800000.0,84400000.0,,
General And Administrative Expense,91300000.0,96900000.0,97100000.0,112100000.0,94800000.0,,
Other Gand A,91300000.0,96900000.0,97100000.0,112100000.0,94800000.0,,
Gross Profit,797000000.0,775300000.0,753800000.0,770800000.0,740200000.0,,
Cost Of Revenue,468300000.0,442300000.0,440500000.0,421800000.0,407400000.0,,
Total Revenue,1265300000.0,1217600000.0,1194300000.0,1192600000.0,1147600000.0,,
Operating Revenue,1265300000.0,1217600000.0,1194300000.0,1192600000.0,1147600000.0,,
