,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.228645,0.189,0.236,0.227532,0.236638,,
Normalized EBITDA,3263000000.0,3261000000.0,3059000000.0,3199000000.0,3105000000.0,,
Total Unusual Items,,,,71000000.0,70000000.0,57000000.0,65000000.0
Total Unusual Items Excluding Goodwill,,,,71000000.0,70000000.0,57000000.0,65000000.0
Net Income From Continuing Operation Net Minority Interest,1788000000.0,1876000000.0,1626000000.0,1762000000.0,1671000000.0,,
Reconciled Depreciation,618000000.0,613000000.0,610000000.0,606000000.0,602000000.0,,
Reconciled Cost Of Revenue,3343000000.0,3310000000.0,3297000000.0,3315000000.0,3321000000.0,,
EBITDA,3263000000.0,3261000000.0,3059000000.0,3199000000.0,3105000000.0,,
EBIT,2645000000.0,2648000000.0,2449000000.0,2593000000.0,2503000000.0,,
Net Interest Income,-315000000.0,-319000000.0,-322000000.0,-260000000.0,-299000000.0,,
Interest Expense,327000000.0,335000000.0,322000000.0,312000000.0,314000000.0,,
Interest Income,12000000.0,16000000.0,,52000000.0,15000000.0,34000000.0,
Normalized Income,1788000000.0,1876000000.0,1626000000.0,1762000000.0,1671000000.0,,
Net Income From Continuing And Discontinued Operation,1788000000.0,1876000000.0,1626000000.0,1762000000.0,1671000000.0,,
Total Expenses,3695000000.0,3629000000.0,3656000000.0,3596000000.0,3675000000.0,,
Rent Expense Supplemental,212000000.0,230000000.0,241000000.0,248000000.0,237000000.0,,
Total Operating Income As Reported,2549000000.0,2525000000.0,2371000000.0,2525000000.0,2416000000.0,,
Diluted Average Shares,593200000.0,594800000.0,601900000.0,605200000.0,608600000.0,,
Basic Average Shares,592400000.0,594100000.0,601000000.0,604200000.0,607600000.0,,
Diluted EPS,3.01,3.15,2.7,2.91,2.75,,
Basic EPS,3.02,3.16,2.71,2.92,2.75,,
Diluted NI Availto Com Stockholders,1788000000.0,1876000000.0,1626000000.0,1762000000.0,1671000000.0,,
Net Income Common Stockholders,1788000000.0,1876000000.0,1626000000.0,1762000000.0,1671000000.0,,
Net Income,1788000000.0,1876000000.0,1626000000.0,1762000000.0,1671000000.0,,
Net Income Including Noncontrolling Interests,1788000000.0,1876000000.0,1626000000.0,1762000000.0,1671000000.0,,
Net Income Continuous Operations,1788000000.0,1876000000.0,1626000000.0,1762000000.0,1671000000.0,,
Tax Provision,530000000.0,437000000.0,501000000.0,519000000.0,518000000.0,,
Pretax Income,2318000000.0,2313000000.0,2127000000.0,2281000000.0,2189000000.0,,
Other Income Expense,84000000.0,107000000.0,78000000.0,16000000.0,72000000.0,,
Other Non Operating Income Expenses,84000000.0,107000000.0,78000000.0,16000000.0,72000000.0,,
Gain On Sale Of Security,,,,71000000.0,70000000.0,57000000.0,65000000.0
Net Non Operating Interest Income Expense,-315000000.0,-319000000.0,-322000000.0,-260000000.0,-299000000.0,,
Interest Expense Non Operating,327000000.0,335000000.0,322000000.0,312000000.0,314000000.0,,
Interest Income Non Operating,12000000.0,16000000.0,,52000000.0,15000000.0,34000000.0,
Operating Income,2549000000.0,2525000000.0,2371000000.0,2525000000.0,2416000000.0,,
Operating Expense,352000000.0,319000000.0,359000000.0,281000000.0,354000000.0,,
Other Operating Expenses,352000000.0,319000000.0,359000000.0,281000000.0,354000000.0,,
Selling General And Administration,,,-13000000.0,,,-15000000.0,-15000000.0
General And Administrative Expense,,,-13000000.0,,,-15000000.0,-15000000.0
Salaries And Wages,,,-13000000.0,,,-15000000.0,-15000000.0
Gross Profit,2901000000.0,2844000000.0,2730000000.0,2806000000.0,2770000000.0,,
Cost Of Revenue,3343000000.0,3310000000.0,3297000000.0,3315000000.0,3321000000.0,,
Total Revenue,6244000000.0,6154000000.0,6027000000.0,6121000000.0,6091000000.0,,
Operating Revenue,5927000000.0,5843000000.0,5691000000.0,5789000000.0,5768000000.0,,
