,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,2795000.0,-13104000.0,-17298000.0,-22575173.477255,-27768000.0
Tax Rate For Calcs,0.215,0.208,0.186,0.141095,0.156
Normalized EBITDA,5462000000.0,5211000000.0,4581000000.0,4466000000.0,4428000000.0
Total Unusual Items,13000000.0,-63000000.0,-93000000.0,-160000000.0,-178000000.0
Total Unusual Items Excluding Goodwill,13000000.0,-63000000.0,-93000000.0,-160000000.0,-178000000.0
Net Income From Continuing Operation Net Minority Interest,3927000000.0,3701000000.0,3280000000.0,3342000000.0,3263000000.0
Reconciled Depreciation,290000000.0,281000000.0,275000000.0,231000000.0,225000000.0
Reconciled Cost Of Revenue,1893000000.0,1852000000.0,1688000000.0,1653000000.0,1899000000.0
EBITDA,5475000000.0,5148000000.0,4488000000.0,4306000000.0,4250000000.0
EBIT,5185000000.0,4867000000.0,4213000000.0,4075000000.0,4025000000.0
Net Interest Income,-186000000.0,-195000000.0,-182000000.0,-184000000.0,-159000000.0
Interest Expense,186000000.0,195000000.0,182000000.0,184000000.0,159000000.0
Normalized Income,3916795000.0,3750896000.0,3355702000.0,3479424826.522745,3413232000.0
Net Income From Continuing And Discontinued Operation,3927000000.0,3701000000.0,3280000000.0,3342000000.0,3263000000.0
Total Expenses,3432000000.0,3219000000.0,2949000000.0,3255000000.0,3173000000.0
Total Operating Income As Reported,5061000000.0,4777000000.0,4149000000.0,3938000000.0,4004000000.0
Diluted Average Shares,905000000.0,909000000.0,914000000.0,919000000.0,925000000.0
Basic Average Shares,903000000.0,908000000.0,912000000.0,917000000.0,923000000.0
Diluted EPS,4.34,4.07,3.59,3.64,3.53
Basic EPS,4.35,4.08,3.6,3.64,3.54
Diluted NI Availto Com Stockholders,3927000000.0,3701000000.0,3280000000.0,3342000000.0,3263000000.0
Net Income Common Stockholders,3927000000.0,3701000000.0,3280000000.0,3342000000.0,3263000000.0
Net Income,3927000000.0,3701000000.0,3280000000.0,3342000000.0,3263000000.0
Net Income Including Noncontrolling Interests,3927000000.0,3701000000.0,3280000000.0,3342000000.0,3263000000.0
Net Income Continuous Operations,3927000000.0,3701000000.0,3280000000.0,3342000000.0,3263000000.0
Tax Provision,1072000000.0,971000000.0,751000000.0,549000000.0,603000000.0
Pretax Income,4999000000.0,4672000000.0,4031000000.0,3891000000.0,3866000000.0
Other Income Expense,15000000.0,-47000000.0,-88000000.0,-159000000.0,-171000000.0
Other Non Operating Income Expenses,2000000.0,16000000.0,5000000.0,1000000.0,7000000.0
Special Income Charges,-83000000.0,-96000000.0,-151000000.0,-280000000.0,-176000000.0
Other Special Charges,83000000.0,96000000.0,151000000.0,280000000.0,176000000.0
Gain On Sale Of Security,96000000.0,33000000.0,58000000.0,120000000.0,-2000000.0
Net Non Operating Interest Income Expense,-186000000.0,-195000000.0,-182000000.0,-184000000.0,-159000000.0
Interest Expense Non Operating,186000000.0,195000000.0,182000000.0,184000000.0,159000000.0
Operating Income,5170000000.0,4914000000.0,4301000000.0,4234000000.0,4196000000.0
Operating Expense,1539000000.0,1367000000.0,1261000000.0,1602000000.0,1274000000.0
Depreciation Amortization Depletion Income Statement,290000000.0,281000000.0,275000000.0,231000000.0,225000000.0
Depreciation And Amortization In Income Statement,290000000.0,281000000.0,275000000.0,231000000.0,225000000.0
Selling General And Administration,1249000000.0,1086000000.0,986000000.0,1371000000.0,1049000000.0
Selling And Marketing Expense,245000000.0,213000000.0,152000000.0,295000000.0,220000000.0
General And Administrative Expense,1004000000.0,873000000.0,834000000.0,1076000000.0,829000000.0
Other Gand A,1004000000.0,873000000.0,834000000.0,1076000000.0,829000000.0
Gross Profit,6709000000.0,6281000000.0,5562000000.0,5836000000.0,5470000000.0
Cost Of Revenue,1893000000.0,1852000000.0,1688000000.0,1653000000.0,1899000000.0
Total Revenue,8602000000.0,8133000000.0,7250000000.0,7489000000.0,7369000000.0
Operating Revenue,8602000000.0,8133000000.0,7250000000.0,7489000000.0,7369000000.0
