,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,4200000.0,2310000.0,7616000.0,-3548401.037165,-3570000.0,
Tax Rate For Calcs,0.21,0.21,0.238,0.208729,0.21,
Normalized EBITDA,3648000000.0,2261000000.0,2278000000.0,4073000000.0,2553000000.0,
Total Unusual Items,20000000.0,11000000.0,32000000.0,-17000000.0,-17000000.0,
Total Unusual Items Excluding Goodwill,20000000.0,11000000.0,32000000.0,-17000000.0,-17000000.0,
Net Income From Continuing Operation Net Minority Interest,2447000000.0,-36000000.0,471000000.0,1824000000.0,892000000.0,
Reconciled Depreciation,1522000000.0,1434000000.0,1384000000.0,1450000000.0,1394000000.0,
Reconciled Cost Of Revenue,46236000000.0,46967000000.0,37909000000.0,44203000000.0,42860000000.0,
EBITDA,3668000000.0,2272000000.0,2310000000.0,4056000000.0,2536000000.0,
EBIT,2146000000.0,838000000.0,926000000.0,2606000000.0,1142000000.0,
Net Interest Income,51000000.0,72000000.0,46000000.0,104000000.0,94000000.0,
Interest Expense,328000000.0,297000000.0,305000000.0,292000000.0,273000000.0,
Interest Income,379000000.0,369000000.0,351000000.0,396000000.0,367000000.0,
Normalized Income,2431200000.0,-44690000.0,446616000.0,1837451598.962835,905430000.0,
Net Income From Continuing And Discontinued Operation,2447000000.0,-36000000.0,471000000.0,1824000000.0,892000000.0,
Total Expenses,48976000000.0,49673000000.0,40340000000.0,46980000000.0,45316000000.0,
Total Operating Income As Reported,1558000000.0,511000000.0,319000000.0,1231000000.0,880000000.0,
Diluted Average Shares,4048000000.0,3980000000.0,4011000000.0,,4018000000.0,4022000000.0
Basic Average Shares,3983000000.0,3980000000.0,3968000000.0,,3976000000.0,3985000000.0
Diluted EPS,0.6,-0.01,0.12,,0.22,0.46
Basic EPS,0.61,-0.01,0.12,,0.22,0.46
Diluted NI Availto Com Stockholders,2447000000.0,-36000000.0,471000000.0,1824000000.0,892000000.0,
Net Income Common Stockholders,2447000000.0,-36000000.0,471000000.0,1824000000.0,892000000.0,
Net Income,2447000000.0,-36000000.0,471000000.0,1824000000.0,892000000.0,
Minority Interests,-1000000.0,-7000000.0,-2000000.0,-7000000.0,-4000000.0,
Net Income Including Noncontrolling Interests,2448000000.0,-29000000.0,473000000.0,1831000000.0,896000000.0,
Net Income Continuous Operations,2448000000.0,-29000000.0,473000000.0,1831000000.0,896000000.0,
Tax Provision,-630000000.0,570000000.0,148000000.0,483000000.0,-27000000.0,
Pretax Income,1818000000.0,541000000.0,621000000.0,2314000000.0,869000000.0,
Other Income Expense,209000000.0,-42000000.0,256000000.0,979000000.0,-105000000.0,
Other Non Operating Income Expenses,168000000.0,196000000.0,123000000.0,841000000.0,-301000000.0,
Earnings From Equity Interest,21000000.0,-249000000.0,101000000.0,155000000.0,213000000.0,
Gain On Sale Of Security,20000000.0,11000000.0,32000000.0,-17000000.0,-17000000.0,
Net Non Operating Interest Income Expense,51000000.0,72000000.0,46000000.0,104000000.0,94000000.0,
Interest Expense Non Operating,328000000.0,297000000.0,305000000.0,292000000.0,273000000.0,
Interest Income Non Operating,379000000.0,369000000.0,351000000.0,396000000.0,367000000.0,
Operating Income,1558000000.0,511000000.0,319000000.0,1231000000.0,880000000.0,
Operating Expense,2740000000.0,2706000000.0,2431000000.0,2777000000.0,2456000000.0,
Selling General And Administration,2740000000.0,2706000000.0,2431000000.0,2777000000.0,2456000000.0,
Gross Profit,4298000000.0,3217000000.0,2750000000.0,4008000000.0,3336000000.0,
Cost Of Revenue,46236000000.0,46967000000.0,37909000000.0,44203000000.0,42860000000.0,
Total Revenue,50534000000.0,50184000000.0,40659000000.0,48211000000.0,46196000000.0,
Operating Revenue,50534000000.0,50184000000.0,40659000000.0,48211000000.0,46196000000.0,
