,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,179000000.0,-417000000.0,-971000000.0,288000000.0,537000000.0,,
Repurchase Of Capital Stock,,,,0.0,,,
Repayment Of Debt,-3445000000.0,46000000.0,-2051000000.0,-941000000.0,69000000.0,,
Issuance Of Debt,4584000000.0,752000000.0,4096000000.0,1201000000.0,1438000000.0,,
Issuance Of Capital Stock,2000000.0,7000000.0,7000000.0,379000000.0,6000000.0,,
Capital Expenditure,-3453000000.0,-3280000000.0,-3148000000.0,-3089000000.0,-2987000000.0,,
End Cash Position,739000000.0,442000000.0,536000000.0,421000000.0,447000000.0,,
Beginning Cash Position,442000000.0,536000000.0,421000000.0,447000000.0,483000000.0,,
Changes In Cash,297000000.0,-94000000.0,115000000.0,-26000000.0,-36000000.0,,
Financing Cash Flow,377000000.0,7000000.0,1238000000.0,-131000000.0,-284000000.0,,
Cash Flow From Continuing Financing Activities,377000000.0,7000000.0,1238000000.0,-131000000.0,-284000000.0,,
Net Other Financing Charges,81000000.0,9000000.0,-11000000.0,32000000.0,24000000.0,,
Cash Dividends Paid,-845000000.0,-807000000.0,-803000000.0,-802000000.0,-821000000.0,,
Common Stock Dividend Paid,,,,-802000000.0,,,-806000000.0
Net Preferred Stock Issuance,,,,0.0,,,
Preferred Stock Payments,,,,0.0,,,
Net Common Stock Issuance,2000000.0,7000000.0,7000000.0,379000000.0,6000000.0,,
Common Stock Issuance,2000000.0,7000000.0,7000000.0,379000000.0,6000000.0,,
Net Issuance Payments Of Debt,1139000000.0,798000000.0,2045000000.0,260000000.0,1507000000.0,,
Net Short Term Debt Issuance,-634000000.0,865000000.0,-1055000000.0,-412000000.0,221000000.0,,
Short Term Debt Payments,-634000000.0,865000000.0,-1055000000.0,-417000000.0,171000000.0,,
Short Term Debt Issuance,0.0,0.0,0.0,5000000.0,50000000.0,,
Net Long Term Debt Issuance,1773000000.0,-67000000.0,3100000000.0,672000000.0,1286000000.0,,
Long Term Debt Payments,-2811000000.0,-819000000.0,-996000000.0,-524000000.0,-102000000.0,,
Long Term Debt Issuance,4584000000.0,752000000.0,4096000000.0,1196000000.0,1388000000.0,,
Investing Cash Flow,-3712000000.0,-2964000000.0,-3300000000.0,-3272000000.0,-3276000000.0,,
Cash Flow From Continuing Investing Activities,-3712000000.0,-2964000000.0,-3300000000.0,-3272000000.0,-3276000000.0,,
Net Other Investing Changes,-274000000.0,-247000000.0,-237000000.0,-238000000.0,-315000000.0,,
Net Investment Purchase And Sale,15000000.0,4000000.0,85000000.0,30000000.0,26000000.0,,
Sale Of Investment,3665000000.0,1484000000.0,2051000000.0,2353000000.0,1131000000.0,,
Purchase Of Investment,-3650000000.0,-1480000000.0,-1966000000.0,-2323000000.0,-1105000000.0,,
Net Business Purchase And Sale,0.0,559000000.0,0.0,25000000.0,0.0,,
Sale Of Business,0.0,,,,0.0,,
Purchase Of Business,0.0,0.0,0.0,0.0,0.0,,
Capital Expenditure Reported,-3453000000.0,-3280000000.0,-3148000000.0,-3089000000.0,-2987000000.0,,
Operating Cash Flow,3632000000.0,2863000000.0,2177000000.0,3377000000.0,3524000000.0,,
Cash Flow From Continuing Operating Activities,3632000000.0,2863000000.0,2177000000.0,3377000000.0,3524000000.0,,
Change In Working Capital,19000000.0,-293000000.0,-925000000.0,40000000.0,734000000.0,,
Change In Other Working Capital,,181000000.0,85000000.0,-138000000.0,72000000.0,-4000000.0,
Change In Other Current Liabilities,519000000.0,81000000.0,-384000000.0,467000000.0,-23000000.0,,
Change In Other Current Assets,-175000000.0,-368000000.0,43000000.0,-1181000000.0,63000000.0,,
Change In Payables And Accrued Expense,-19000000.0,-76000000.0,-918000000.0,1069000000.0,575000000.0,,
Change In Payable,-19000000.0,-76000000.0,-918000000.0,1069000000.0,575000000.0,,
Change In Account Payable,-321000000.0,-121000000.0,-866000000.0,1239000000.0,305000000.0,,
Change In Tax Payable,302000000.0,45000000.0,-52000000.0,-170000000.0,270000000.0,,
Change In Income Tax Payable,302000000.0,45000000.0,-52000000.0,-170000000.0,270000000.0,,
Change In Inventory,-70000000.0,-14000000.0,99000000.0,-176000000.0,50000000.0,,
Change In Receivables,30000000.0,-97000000.0,150000000.0,-1000000.0,-3000000.0,,
Other Non Cash Items,-222000000.0,-216000000.0,-172000000.0,-188000000.0,-312000000.0,,
Provisionand Write Offof Assets,,,,1000000.0,-21000000.0,-3000000.0,-4000000.0
Asset Impairment Charge,0.0,,,-1000000.0,-5000000.0,43000000.0,1000000.0
Deferred Tax,329000000.0,419000000.0,192000000.0,618000000.0,105000000.0,,
Deferred Income Tax,329000000.0,419000000.0,192000000.0,618000000.0,105000000.0,,
Depreciation Amortization Depletion,2085000000.0,1968000000.0,1691000000.0,1627000000.0,1692000000.0,,
Depreciation And Amortization,2085000000.0,1968000000.0,1691000000.0,1627000000.0,1692000000.0,,
Depreciation,,1968000000.0,1691000000.0,,,1566000000.0,1534000000.0
Operating Gains Losses,-33000000.0,-25000000.0,-13000000.0,53000000.0,-5000000.0,,
Earnings Losses From Equity Investments,-16000000.0,-11000000.0,-11000000.0,62000000.0,-15000000.0,,
Gain Loss On Sale Of Business,0.0,0.0,4000000.0,-8000000.0,17000000.0,,
Net Income From Continuing Operations,1454000000.0,1007000000.0,1404000000.0,1227000000.0,1315000000.0,,
