,2025-08-31,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31,2024-02-29
Free Cash Flow,-190776000.0,-1110238000.0,-345085000.0,933140000.0,800843000.0,,
Repurchase Of Capital Stock,-512418000.0,-521419000.0,-774475000.0,-527156000.0,-524602000.0,,
Repayment Of Debt,439377000.0,-493716000.0,-561431000.0,618859000.0,131992000.0,,
Issuance Of Debt,740000000.0,1100000000.0,0.0,,0.0,1000.0,
Capital Expenditure,-32165000.0,-15216000.0,-56043000.0,-41365000.0,-18405000.0,,
End Cash Position,1756997000.0,1479015000.0,2588015000.0,4990210000.0,4311144000.0,,
Beginning Cash Position,1479015000.0,2588015000.0,4990210000.0,4311144000.0,3921384000.0,,
Changes In Cash,277982000.0,-1109000000.0,-2402195000.0,679066000.0,389760000.0,,
Financing Cash Flow,443840000.0,-175369000.0,-2134643000.0,-169706000.0,-527448000.0,,
Cash Flow From Continuing Financing Activities,443840000.0,-175369000.0,-2134643000.0,-169706000.0,-527448000.0,,
Net Other Financing Charges,-93997000.0,-126645000.0,-667091000.0,112325000.0,1012000.0,,
Cash Dividends Paid,-129122000.0,-133589000.0,-131646000.0,-134655000.0,-135850000.0,,
Common Stock Dividend Paid,-129122000.0,-133589000.0,-131646000.0,-134655000.0,-135850000.0,,
Net Common Stock Issuance,-512418000.0,-521419000.0,-774475000.0,-527156000.0,-524602000.0,,
Common Stock Payments,-512418000.0,-521419000.0,-774475000.0,-527156000.0,-524602000.0,,
Net Issuance Payments Of Debt,1179377000.0,606284000.0,-561431000.0,379780000.0,131992000.0,,
Net Short Term Debt Issuance,1587707000.0,19013000.0,-533831000.0,385540000.0,135315000.0,,
Short Term Debt Payments,447707000.0,19013000.0,-533831000.0,,135315000.0,-154189000.0,
Net Long Term Debt Issuance,-408330000.0,587271000.0,-27600000.0,-5760000.0,-3323000.0,,
Long Term Debt Payments,-8330000.0,-512729000.0,-27600000.0,471000.0,-3323000.0,,
Long Term Debt Issuance,-400000000.0,1100000000.0,0.0,,0.0,1000.0,
Investing Cash Flow,-7247000.0,161391000.0,21490000.0,-125733000.0,97960000.0,,
Cash Flow From Continuing Investing Activities,-7247000.0,161391000.0,21490000.0,-125733000.0,97960000.0,,
Net Other Investing Changes,-163251000.0,126098000.0,48725000.0,1745000.0,-24148000.0,,
Dividends Received Cfi,60390000.0,139748000.0,35455000.0,-5431000.0,174720000.0,,
Net Investment Purchase And Sale,130492000.0,612000.0,70481000.0,2970000.0,-1523000.0,,
Sale Of Investment,130492000.0,612000.0,73937000.0,2970000.0,933000.0,,
Purchase Of Investment,0.0,0.0,-3456000.0,0.0,-2456000.0,,
Net Business Purchase And Sale,-57516000.0,-89851000.0,-77128000.0,-113658000.0,-64119000.0,,
Sale Of Business,0.0,0.0,233007000.0,,,0.0,0.0
Purchase Of Business,-57516000.0,-89851000.0,-310135000.0,-113658000.0,-64119000.0,,
Net PPE Purchase And Sale,22638000.0,-15216000.0,-56043000.0,-11359000.0,13030000.0,,
Sale Of PPE,,,,30006000.0,,,
Purchase Of PPE,-32165000.0,-15216000.0,-56043000.0,-41365000.0,-18405000.0,,
Operating Cash Flow,-158611000.0,-1095022000.0,-289042000.0,974505000.0,819248000.0,,
Cash Flow From Continuing Operating Activities,-158611000.0,-1095022000.0,-289042000.0,974505000.0,819248000.0,,
Dividend Received Cfo,8196000.0,8484000.0,11586000.0,121457000.0,13214000.0,,
Change In Working Capital,-813132000.0,-1727244000.0,-980779000.0,-264425000.0,-343713000.0,,
Change In Other Current Assets,-438598000.0,286207000.0,-57501000.0,-246918000.0,-431932000.0,,
Change In Payables And Accrued Expense,-378022000.0,-384991000.0,-215035000.0,556872000.0,204474000.0,,
Change In Payable,-378022000.0,-384991000.0,-215035000.0,556872000.0,204474000.0,,
Change In Account Payable,-378022000.0,-384991000.0,-215035000.0,556872000.0,204474000.0,,
Change In Prepaid Assets,-466674000.0,-23744000.0,-757972000.0,-646940000.0,-229611000.0,,
Change In Inventory,309653000.0,-1111329000.0,-513257000.0,422607000.0,-76522000.0,,
Change In Receivables,160509000.0,-493387000.0,562986000.0,-350046000.0,189878000.0,,
Changes In Account Receivables,,,117753000.0,,,,379102000.0
Other Non Cash Items,-2241000.0,-38725000.0,40933000.0,566000.0,-29619000.0,,
Stock Based Compensation,25505000.0,28773000.0,84085000.0,22582000.0,31908000.0,,
Unrealized Gain Loss On Investment Securities,61105000.0,,,-157814000.0,84073000.0,,
Deferred Tax,38951000.0,14909000.0,23472000.0,-38942000.0,62520000.0,,
Deferred Income Tax,38951000.0,14909000.0,23472000.0,-38942000.0,62520000.0,,
Depreciation Amortization Depletion,34169000.0,33825000.0,31332000.0,30409000.0,29373000.0,,
Depreciation And Amortization,34169000.0,33825000.0,31332000.0,30409000.0,29373000.0,,
Operating Gains Losses,-110975000.0,3130000.0,-28384000.0,160798000.0,-215782000.0,,
Earnings Losses From Equity Investments,-10821000.0,-12117000.0,-33234000.0,-12332000.0,-186621000.0,,
Gain Loss On Investment Securities,-100020000.0,61466000.0,28261000.0,197364000.0,-27318000.0,,
Gain Loss On Sale Of PPE,,,,-23409000.0,,,
Gain Loss On Sale Of Business,-645000.0,,,,,,
Net Income From Continuing Operations,599811000.0,481820000.0,528713000.0,1099874000.0,1187274000.0,,
