,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,3468000.0,1528000.0,0.0,854961.832061,1176000.0,,
Tax Rate For Calcs,0.289,0.191,0.203,0.061069,0.098,,
Normalized EBITDA,295000000.0,291000000.0,294000000.0,228000000.0,205000000.0,,
Total Unusual Items,12000000.0,8000000.0,,14000000.0,12000000.0,11000000.0,
Total Unusual Items Excluding Goodwill,12000000.0,8000000.0,,14000000.0,12000000.0,11000000.0,
Net Income From Continuing Operation Net Minority Interest,145000000.0,152000000.0,149000000.0,123000000.0,101000000.0,,
Reconciled Depreciation,80000000.0,83000000.0,79000000.0,84000000.0,82000000.0,,
Reconciled Cost Of Revenue,2798000000.0,2687000000.0,2340000000.0,2683000000.0,2427000000.0,,
EBITDA,307000000.0,299000000.0,294000000.0,242000000.0,217000000.0,,
EBIT,227000000.0,216000000.0,215000000.0,158000000.0,135000000.0,,
Net Interest Income,-23000000.0,-28000000.0,-28000000.0,-27000000.0,-23000000.0,,
Interest Expense,23000000.0,28000000.0,28000000.0,27000000.0,23000000.0,,
Normalized Income,136468000.0,145528000.0,149000000.0,109854961.832061,90176000.0,,
Net Income From Continuing And Discontinued Operation,145000000.0,152000000.0,149000000.0,123000000.0,101000000.0,,
Total Expenses,3043000000.0,2927000000.0,2586000000.0,2908000000.0,2679000000.0,,
Total Operating Income As Reported,161000000.0,163000000.0,161000000.0,110000000.0,82000000.0,,
Diluted Average Shares,39400000.0,39400000.0,39300000.0,39100000.0,39500000.0,,
Basic Average Shares,39300000.0,39400000.0,39300000.0,39100000.0,39500000.0,,
Diluted EPS,3.68,3.86,3.79,3.15,2.56,,
Basic EPS,3.69,3.86,3.79,3.15,2.56,,
Diluted NI Availto Com Stockholders,145000000.0,152000000.0,149000000.0,123000000.0,101000000.0,,
Net Income Common Stockholders,145000000.0,152000000.0,149000000.0,123000000.0,101000000.0,,
Net Income,145000000.0,152000000.0,149000000.0,123000000.0,101000000.0,,
Net Income Including Noncontrolling Interests,145000000.0,152000000.0,149000000.0,123000000.0,101000000.0,,
Net Income Continuous Operations,145000000.0,152000000.0,149000000.0,123000000.0,101000000.0,,
Tax Provision,59000000.0,36000000.0,38000000.0,8000000.0,11000000.0,,
Pretax Income,204000000.0,188000000.0,187000000.0,131000000.0,112000000.0,,
Other Income Expense,78000000.0,61000000.0,67000000.0,62000000.0,65000000.0,,
Other Non Operating Income Expenses,66000000.0,53000000.0,54000000.0,48000000.0,53000000.0,,
Earnings From Equity Interest,,,13000000.0,,,,12000000.0
Gain On Sale Of Security,12000000.0,8000000.0,,14000000.0,12000000.0,11000000.0,
Net Non Operating Interest Income Expense,-23000000.0,-28000000.0,-28000000.0,-27000000.0,-23000000.0,,
Interest Expense Non Operating,23000000.0,28000000.0,28000000.0,27000000.0,23000000.0,,
Operating Income,149000000.0,155000000.0,148000000.0,96000000.0,70000000.0,,
Operating Expense,245000000.0,240000000.0,246000000.0,225000000.0,252000000.0,,
Other Operating Expenses,,-1000000.0,,,,-1000000.0,1000000.0
Selling General And Administration,245000000.0,241000000.0,246000000.0,234000000.0,252000000.0,,
General And Administrative Expense,245000000.0,241000000.0,246000000.0,234000000.0,252000000.0,,
Other Gand A,245000000.0,241000000.0,246000000.0,234000000.0,252000000.0,,
Gross Profit,394000000.0,395000000.0,394000000.0,321000000.0,322000000.0,,
Cost Of Revenue,2798000000.0,2687000000.0,2340000000.0,2683000000.0,2427000000.0,,
Total Revenue,3192000000.0,3082000000.0,2734000000.0,3004000000.0,2749000000.0,,
Operating Revenue,3192000000.0,3082000000.0,2734000000.0,3004000000.0,2749000000.0,,
