,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-43873125.720877,-13228915.662651,-45124056.09493,-1808406.647116,-21595744.680851,,
Tax Rate For Calcs,0.241061,0.216867,0.240022,0.180841,0.215957,,
Normalized EBITDA,5344000000.0,5409000000.0,5464000000.0,5498000000.0,5436000000.0,,
Total Unusual Items,-182000000.0,-61000000.0,-188000000.0,-10000000.0,-100000000.0,,
Total Unusual Items Excluding Goodwill,-182000000.0,-61000000.0,-188000000.0,-10000000.0,-100000000.0,,
Net Income From Continuing Operation Net Minority Interest,1137000000.0,1301000000.0,1217000000.0,1466000000.0,1280000000.0,,
Reconciled Depreciation,2160000000.0,2176000000.0,2181000000.0,2168000000.0,2145000000.0,,
Reconciled Cost Of Revenue,8111000000.0,6947000000.0,7023000000.0,-555000000.0,8148000000.0,,
EBITDA,5162000000.0,5348000000.0,5276000000.0,5488000000.0,5336000000.0,,
EBIT,3002000000.0,3172000000.0,3095000000.0,3320000000.0,3191000000.0,,
Net Interest Income,-1268000000.0,-1263000000.0,-1241000000.0,-1274000000.0,-1311000000.0,,
Interest Expense,1268000000.0,1263000000.0,1241000000.0,1274000000.0,1311000000.0,,
Normalized Income,1275126874.279123,1348771084.337349,1359875943.90507,1474191593.352884,1358404255.319149,,
Net Income From Continuing And Discontinued Operation,1137000000.0,1301000000.0,1217000000.0,1466000000.0,1280000000.0,,
Total Expenses,10422000000.0,10406000000.0,10375000000.0,10472000000.0,10439000000.0,,
Total Operating Income As Reported,3131000000.0,3279000000.0,3237000000.0,3389000000.0,3335000000.0,,
Diluted Average Shares,136395133.0,141684415.0,144574684.0,145269468.0,145059470.0,,
Basic Average Shares,133763886.0,138205810.0,141591396.0,142115129.0,142308740.0,,
Diluted EPS,8.34,9.18,8.42,10.1,8.82,,
Basic EPS,8.5,9.41,8.59,10.32,8.99,,
Diluted NI Availto Com Stockholders,1137000000.0,1301000000.0,1217000000.0,1466000000.0,1280000000.0,,
Net Income Common Stockholders,1137000000.0,1301000000.0,1217000000.0,1466000000.0,1280000000.0,,
Net Income,1137000000.0,1301000000.0,1217000000.0,1466000000.0,1280000000.0,,
Minority Interests,-179000000.0,-194000000.0,-192000000.0,-210000000.0,-194000000.0,,
Net Income Including Noncontrolling Interests,1316000000.0,1495000000.0,1409000000.0,1676000000.0,1474000000.0,,
Net Income Continuous Operations,1316000000.0,1495000000.0,1409000000.0,1676000000.0,1474000000.0,,
Tax Provision,418000000.0,414000000.0,445000000.0,370000000.0,406000000.0,,
Pretax Income,1734000000.0,1909000000.0,1854000000.0,2046000000.0,1880000000.0,,
Other Income Expense,-248000000.0,-188000000.0,-265000000.0,-134000000.0,-165000000.0,,
Other Non Operating Income Expenses,12000000.0,,,-27000000.0,2000000.0,1000000.0,1000000.0
Special Income Charges,-147000000.0,-81000000.0,-123000000.0,-73000000.0,-21000000.0,,
Gain On Sale Of Ppe,-19000000.0,-9000000.0,-91000000.0,-21000000.0,-15000000.0,,
Other Special Charges,107000000.0,29000000.0,32000000.0,52000000.0,6000000.0,,
Restructuring And Mergern Acquisition,21000000.0,43000000.0,,,,0.0,
Earnings From Equity Interest,-78000000.0,-127000000.0,-77000000.0,-97000000.0,-67000000.0,,
Gain On Sale Of Security,-35000000.0,20000000.0,-65000000.0,63000000.0,-79000000.0,,
Net Non Operating Interest Income Expense,-1268000000.0,-1263000000.0,-1241000000.0,-1274000000.0,-1311000000.0,,
Interest Expense Non Operating,1268000000.0,1263000000.0,1241000000.0,1274000000.0,1311000000.0,,
Operating Income,3250000000.0,3360000000.0,3360000000.0,3454000000.0,3356000000.0,,
Operating Expense,2311000000.0,3459000000.0,3352000000.0,11027000000.0,2291000000.0,,
Other Operating Expenses,,1126000000.0,,,,1120000000.0,
Depreciation Amortization Depletion Income Statement,2160000000.0,2176000000.0,2181000000.0,2168000000.0,2145000000.0,,
Depreciation And Amortization In Income Statement,2160000000.0,2176000000.0,2181000000.0,2168000000.0,2145000000.0,,
Selling General And Administration,151000000.0,157000000.0,1171000000.0,,,153000000.0,1095000000.0
Selling And Marketing Expense,,,949000000.0,,,,881000000.0
General And Administrative Expense,151000000.0,157000000.0,222000000.0,,,153000000.0,214000000.0
Salaries And Wages,151000000.0,157000000.0,222000000.0,,,153000000.0,214000000.0
Gross Profit,5561000000.0,6819000000.0,6712000000.0,14481000000.0,5647000000.0,,
Cost Of Revenue,8111000000.0,6947000000.0,7023000000.0,-555000000.0,8148000000.0,,
Total Revenue,13672000000.0,13766000000.0,13735000000.0,13926000000.0,13795000000.0,,
Operating Revenue,12836000000.0,12927000000.0,12942000000.0,13042000000.0,13039000000.0,,
