,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,546000000.0,467700000.0,550900000.0,-394900000.0,547900000.0
Repurchase Of Capital Stock,-153500000.0,-113100000.0,-215200000.0,-68100000.0,-73600000.0
Capital Expenditure,-63300000.0,-62200000.0,-82000000.0,-113000000.0,-104600000.0
End Cash Position,3683900000.0,3130500000.0,2887500000.0,2712900000.0,3228600000.0
Beginning Cash Position,3130500000.0,2887500000.0,2712900000.0,3228600000.0,2788800000.0
Effect Of Exchange Rate Changes,4500000.0,-2000000.0,900000.0,-2900000.0,1600000.0
Changes In Cash,548900000.0,245000000.0,173700000.0,-512800000.0,438200000.0
Financing Cash Flow,-98300000.0,-275900000.0,-411400000.0,-208400000.0,-152700000.0
Cash Flow From Continuing Financing Activities,-98300000.0,-275900000.0,-411400000.0,-208400000.0,-152700000.0
Net Other Financing Charges,324900000.0,121500000.0,78100000.0,205700000.0,190400000.0
Proceeds From Stock Option Exercised,13700000.0,1300000.0,15200000.0,-61400000.0,11800000.0
Cash Dividends Paid,-283400000.0,-285600000.0,-289500000.0,-284600000.0,-281300000.0
Common Stock Dividend Paid,-283400000.0,-285600000.0,-289500000.0,-284600000.0,-281300000.0
Net Common Stock Issuance,-153500000.0,-113100000.0,-215200000.0,-68100000.0,-73600000.0
Common Stock Payments,-153500000.0,-113100000.0,-215200000.0,-68100000.0,-73600000.0
Investing Cash Flow,37900000.0,-9000000.0,-47800000.0,-22500000.0,-61600000.0
Cash Flow From Continuing Investing Activities,37900000.0,-9000000.0,-47800000.0,-22500000.0,-61600000.0
Net Other Investing Changes,-92700000.0,-5300000.0,-15700000.0,-129000000.0,-700000.0
Net Investment Purchase And Sale,193900000.0,58500000.0,49900000.0,219500000.0,43700000.0
Sale Of Investment,249500000.0,100000000.0,123500000.0,230300000.0,92200000.0
Purchase Of Investment,-55600000.0,-41500000.0,-73600000.0,-10800000.0,-48500000.0
Net PPE Purchase And Sale,-63300000.0,-62200000.0,-82000000.0,-113000000.0,-104600000.0
Purchase Of PPE,-63300000.0,-62200000.0,-82000000.0,-113000000.0,-104600000.0
Operating Cash Flow,609300000.0,529900000.0,632900000.0,-281900000.0,652500000.0
Cash Flow From Continuing Operating Activities,609300000.0,529900000.0,632900000.0,-281900000.0,652500000.0
Change In Working Capital,312200000.0,177100000.0,90300000.0,-529400000.0,245300000.0
Change In Other Working Capital,,,,-529400000.0,
Other Non Cash Items,204500000.0,-23600000.0,94900000.0,-319500000.0,197800000.0
Stock Based Compensation,37300000.0,46600000.0,50300000.0,85100000.0,49600000.0
Depreciation Amortization Depletion,-45600000.0,185700000.0,63600000.0,315800000.0,-62000000.0
Depreciation And Amortization,-45600000.0,185700000.0,63600000.0,315800000.0,-62000000.0
Depreciation,70800000.0,69300000.0,63600000.0,65700000.0,62100000.0
Operating Gains Losses,-995100000.0,-2500000.0,-171300000.0,509800000.0,-636600000.0
Gain Loss On Investment Securities,-995100000.0,-2500000.0,-171300000.0,509800000.0,-636600000.0
Net Income From Continuing Operations,686500000.0,556100000.0,505100000.0,416700000.0,640400000.0
