,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-37256124.721604,0.0,0.0,-22772435.897436,0.0,,
Tax Rate For Calcs,0.227171,0.241537,0.247086,0.21688,0.244932,,
Normalized EBITDA,1696000000.0,1732000000.0,1492000000.0,1670000000.0,1806000000.0,,
Total Unusual Items,-164000000.0,,,-105000000.0,0.0,8000000.0,1000000.0
Total Unusual Items Excluding Goodwill,-164000000.0,,,-105000000.0,0.0,8000000.0,1000000.0
Net Income From Continuing Operation Net Minority Interest,694000000.0,829000000.0,646000000.0,733000000.0,894000000.0,,
Reconciled Depreciation,424000000.0,427000000.0,425000000.0,422000000.0,416000000.0,,
Reconciled Cost Of Revenue,2336000000.0,2291000000.0,2382000000.0,2328000000.0,2265000000.0,,
EBITDA,1532000000.0,1732000000.0,1492000000.0,1565000000.0,1806000000.0,,
EBIT,1108000000.0,1305000000.0,1067000000.0,1143000000.0,1390000000.0,,
Net Interest Income,-210000000.0,-212000000.0,-209000000.0,-122000000.0,-206000000.0,,
Interest Expense,210000000.0,212000000.0,209000000.0,207000000.0,206000000.0,,
Normalized Income,820743875.278396,829000000.0,646000000.0,815227564.102564,894000000.0,,
Net Income From Continuing And Discontinued Operation,694000000.0,829000000.0,646000000.0,733000000.0,894000000.0,,
Total Expenses,2336000000.0,2291000000.0,2382000000.0,2278000000.0,2265000000.0,,
Rent Expense Supplemental,86000000.0,94000000.0,87000000.0,95000000.0,91000000.0,,
Total Operating Income As Reported,1087000000.0,1283000000.0,1041000000.0,1106000000.0,1354000000.0,,
Diluted Average Shares,1867000000.0,1869000000.0,1892000000.0,1921000000.0,1940000000.0,,
Basic Average Shares,1864000000.0,1864277014.0,1878545871.0,1900189590.0,1928419153.0,,
Diluted EPS,0.37,0.44,0.34,0.38,0.46,,
Basic EPS,0.37,0.444676,0.343883,0.385751,0.463592,,
Diluted NI Availto Com Stockholders,694000000.0,829000000.0,646000000.0,733000000.0,894000000.0,,
Net Income Common Stockholders,694000000.0,829000000.0,646000000.0,733000000.0,894000000.0,,
Net Income,694000000.0,829000000.0,646000000.0,733000000.0,894000000.0,,
Net Income Including Noncontrolling Interests,694000000.0,829000000.0,646000000.0,733000000.0,894000000.0,,
Net Income Continuous Operations,694000000.0,829000000.0,646000000.0,733000000.0,894000000.0,,
Tax Provision,204000000.0,264000000.0,212000000.0,203000000.0,290000000.0,,
Pretax Income,898000000.0,1093000000.0,858000000.0,936000000.0,1184000000.0,,
Other Income Expense,-143000000.0,22000000.0,26000000.0,-203000000.0,36000000.0,,
Other Non Operating Income Expenses,21000000.0,22000000.0,26000000.0,-98000000.0,36000000.0,,
Special Income Charges,-164000000.0,,,-105000000.0,0.0,8000000.0,1000000.0
Gain On Sale Of Ppe,,,,3000000.0,-1000000.0,8000000.0,1000000.0
Impairment Of Capital Assets,164000000.0,,,,,,
Net Non Operating Interest Income Expense,-210000000.0,-212000000.0,-209000000.0,-122000000.0,-206000000.0,,
Interest Expense Non Operating,210000000.0,212000000.0,209000000.0,207000000.0,206000000.0,,
Operating Income,1251000000.0,1283000000.0,1041000000.0,1261000000.0,1354000000.0,,
Gross Profit,1251000000.0,1283000000.0,1041000000.0,1211000000.0,1354000000.0,,
Cost Of Revenue,2336000000.0,2291000000.0,2382000000.0,2328000000.0,2265000000.0,,
Total Revenue,3587000000.0,3574000000.0,3423000000.0,3539000000.0,3619000000.0,,
Operating Revenue,3432000000.0,3436000000.0,3308000000.0,3410000000.0,3507000000.0,,
