,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,623000000.0,573000000.0,1000000000.0,622000000.0,-2816000000.0,
Repurchase Of Capital Stock,-250000000.0,-249000000.0,-301000000.0,-301000000.0,-295000000.0,
Repayment Of Debt,-485000000.0,0.0,-274000000.0,0.0,-472000000.0,
Issuance Of Debt,0.0,,,0.0,3219000000.0,
Capital Expenditure,-1067000000.0,-972000000.0,-942000000.0,-1042000000.0,-4479000000.0,
Interest Paid Supplemental Data,162000000.0,101000000.0,160000000.0,-164000000.0,180000000.0,
Income Tax Paid Supplemental Data,31000000.0,152000000.0,,-472000000.0,184000000.0,388000000.0
End Cash Position,1278000000.0,1759000000.0,1234000000.0,846000000.0,676000000.0,
Beginning Cash Position,1759000000.0,1234000000.0,846000000.0,676000000.0,1169000000.0,
Effect Of Exchange Rate Changes,0.0,1000000.0,0.0,-1000000.0,1000000.0,
Changes In Cash,-481000000.0,524000000.0,388000000.0,171000000.0,-494000000.0,
Financing Cash Flow,-1147000000.0,-424000000.0,-752000000.0,-450000000.0,2192000000.0,
Cash Flow From Continuing Financing Activities,-1147000000.0,-424000000.0,-752000000.0,-450000000.0,2192000000.0,
Net Other Financing Charges,-261000000.0,-19000000.0,-14000000.0,-6000000.0,12000000.0,
Cash Dividends Paid,-151000000.0,-156000000.0,-163000000.0,-143000000.0,-272000000.0,
Common Stock Dividend Paid,-151000000.0,-156000000.0,-163000000.0,-143000000.0,-272000000.0,
Net Common Stock Issuance,-250000000.0,-249000000.0,-301000000.0,-301000000.0,-295000000.0,
Common Stock Payments,-250000000.0,-249000000.0,-301000000.0,-301000000.0,-295000000.0,
Net Issuance Payments Of Debt,-485000000.0,0.0,-274000000.0,0.0,2747000000.0,
Net Long Term Debt Issuance,-485000000.0,0.0,-274000000.0,0.0,2747000000.0,
Long Term Debt Payments,-485000000.0,0.0,-274000000.0,0.0,-472000000.0,
Long Term Debt Issuance,0.0,,,0.0,3219000000.0,
Investing Cash Flow,-1024000000.0,-597000000.0,-802000000.0,-1043000000.0,-4349000000.0,
Cash Flow From Continuing Investing Activities,-1024000000.0,-597000000.0,-802000000.0,-1043000000.0,-4349000000.0,
Dividends Received Cfi,7000000.0,11000000.0,9000000.0,33000000.0,13000000.0,
Net Investment Purchase And Sale,-2000000.0,-8000000.0,-2000000.0,-40000000.0,-30000000.0,
Purchase Of Investment,-2000000.0,-8000000.0,-2000000.0,-40000000.0,-30000000.0,
Net Business Purchase And Sale,0.0,,,0.0,147000000.0,
Sale Of Business,0.0,,,0.0,147000000.0,
Net PPE Purchase And Sale,-159000000.0,356000000.0,125000000.0,-110000000.0,-3602000000.0,
Sale Of PPE,38000000.0,372000000.0,133000000.0,6000000.0,0.0,
Purchase Of PPE,-197000000.0,-16000000.0,-8000000.0,-116000000.0,-3602000000.0,
Capital Expenditure Reported,-870000000.0,-956000000.0,-934000000.0,-926000000.0,-877000000.0,
Operating Cash Flow,1690000000.0,1545000000.0,1942000000.0,1664000000.0,1663000000.0,
Cash Flow From Continuing Operating Activities,1690000000.0,1545000000.0,1942000000.0,1664000000.0,1663000000.0,
Change In Working Capital,-62000000.0,134000000.0,117000000.0,-202000000.0,16000000.0,
Change In Other Current Liabilities,-107000000.0,114000000.0,52000000.0,85000000.0,61000000.0,
Change In Other Current Assets,-68000000.0,-1000000.0,-120000000.0,62000000.0,-22000000.0,
Change In Payables And Accrued Expense,93000000.0,-162000000.0,248000000.0,-153000000.0,-64000000.0,
Change In Payable,93000000.0,-162000000.0,248000000.0,-153000000.0,-64000000.0,
Change In Account Payable,,-162000000.0,,,,42000000.0
Change In Receivables,20000000.0,183000000.0,-63000000.0,-196000000.0,41000000.0,
Changes In Account Receivables,20000000.0,183000000.0,-63000000.0,-196000000.0,41000000.0,
Other Non Cash Items,9000000.0,75000000.0,-26000000.0,207000000.0,5000000.0,
Stock Based Compensation,24000000.0,23000000.0,30000000.0,24000000.0,24000000.0,
Asset Impairment Charge,1000000.0,7000000.0,259000000.0,3000000.0,1000000.0,
Deferred Tax,263000000.0,18000000.0,41000000.0,68000000.0,164000000.0,
Deferred Income Tax,263000000.0,18000000.0,41000000.0,68000000.0,164000000.0,
Depreciation Amortization Depletion,879000000.0,914000000.0,912000000.0,971000000.0,794000000.0,
Depletion,854000000.0,,886000000.0,,770000000.0,
Depreciation And Amortization,25000000.0,,26000000.0,,24000000.0,
Depreciation,25000000.0,,26000000.0,,24000000.0,
Operating Gains Losses,-117000000.0,-543000000.0,100000000.0,-60000000.0,-166000000.0,
Gain Loss On Investment Securities,-80000000.0,-236000000.0,98000000.0,-55000000.0,-166000000.0,
Net Income From Continuing Operations,693000000.0,917000000.0,509000000.0,653000000.0,825000000.0,
