,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,985000.0,0.0,0.0,-20593607.305936,0.0
Tax Rate For Calcs,0.197,0.203,0.211,0.187215,0.194
Total Unusual Items,5000000.0,0.0,0.0,-110000000.0,0.0
Total Unusual Items Excluding Goodwill,5000000.0,0.0,0.0,-110000000.0,0.0
Net Income From Continuing Operation Net Minority Interest,569000000.0,563000000.0,490000000.0,534000000.0,490000000.0
Reconciled Depreciation,21000000.0,19000000.0,22000000.0,21000000.0,34000000.0
Net Interest Income,1257000000.0,1259000000.0,1194000000.0,1230000000.0,1218000000.0
Interest Expense,539000000.0,525000000.0,531000000.0,572000000.0,602000000.0
Interest Income,1796000000.0,1784000000.0,1725000000.0,1802000000.0,1820000000.0
Normalized Income,564985000.0,563000000.0,490000000.0,623406392.694064,490000000.0
Net Income From Continuing And Discontinued Operation,569000000.0,563000000.0,490000000.0,534000000.0,490000000.0
Diluted Average Shares,894000000.0,900000000.0,910000000.0,915000000.0,918000000.0
Basic Average Shares,890000000.0,898000000.0,906000000.0,911000000.0,914000000.0
Diluted EPS,0.61,0.59,0.51,0.56,0.49
Basic EPS,0.62,0.59,0.51,0.56,0.49
Diluted NI Availto Com Stockholders,548000000.0,534000000.0,465000000.0,508000000.0,446000000.0
Net Income Common Stockholders,548000000.0,534000000.0,465000000.0,508000000.0,446000000.0
Preferred Stock Dividends,21000000.0,29000000.0,25000000.0,26000000.0,44000000.0
Net Income,569000000.0,563000000.0,490000000.0,534000000.0,490000000.0
Net Income Including Noncontrolling Interests,569000000.0,563000000.0,490000000.0,534000000.0,490000000.0
Net Income Continuous Operations,569000000.0,563000000.0,490000000.0,534000000.0,490000000.0
Tax Provision,139000000.0,143000000.0,131000000.0,123000000.0,118000000.0
Pretax Income,708000000.0,706000000.0,621000000.0,657000000.0,608000000.0
Special Income Charges,5000000.0,0.0,0.0,-110000000.0,0.0
Restructuring And Mergern Acquisition,-5000000.0,0.0,0.0,1000000.0,0.0
Gain On Sale Of Security,-27000000.0,-1000000.0,-25000000.0,-30000000.0,-78000000.0
Selling General And Administration,714000000.0,704000000.0,675000000.0,556000000.0,690000000.0
Selling And Marketing Expense,28000000.0,26000000.0,30000000.0,28000000.0,28000000.0
General And Administrative Expense,686000000.0,678000000.0,645000000.0,528000000.0,662000000.0
Insurance And Claims,15000000.0,20000000.0,20000000.0,-89000000.0,17000000.0
Salaries And Wages,671000000.0,658000000.0,625000000.0,617000000.0,645000000.0
Total Revenue,1916000000.0,1905000000.0,1784000000.0,1815000000.0,1790000000.0
Operating Revenue,1916000000.0,1905000000.0,1784000000.0,1815000000.0,1790000000.0
Occupancy And Equipment,178000000.0,176000000.0,169000000.0,171000000.0,170000000.0
Professional Expense And Contract Services Expense,30000000.0,28000000.0,23000000.0,20000000.0,21000000.0
Other Non Interest Expense,186000000.0,165000000.0,172000000.0,181000000.0,188000000.0
