,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,2730000.0,19320000.0,0.0,3004153.43269,-120000.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.056682,0.008,
Normalized EBITDA,-4027000000.0,517000000.0,1250000000.0,-2882000000.0,-5037000000.0,
Total Unusual Items,13000000.0,92000000.0,0.0,53000000.0,-15000000.0,
Total Unusual Items Excluding Goodwill,13000000.0,92000000.0,0.0,53000000.0,-15000000.0,
Net Income From Continuing Operation Net Minority Interest,-5337000000.0,-611000000.0,-37000000.0,-3865000000.0,-6170000000.0,
Reconciled Depreciation,491000000.0,460000000.0,466000000.0,509000000.0,444000000.0,
Reconciled Cost Of Revenue,25645000000.0,20314000000.0,17079000000.0,16831000000.0,21347000000.0,
EBITDA,-4014000000.0,609000000.0,1250000000.0,-2829000000.0,-5052000000.0,
EBIT,-4505000000.0,149000000.0,784000000.0,-3338000000.0,-5496000000.0,
Net Interest Income,-694000000.0,-710000000.0,-708000000.0,-755000000.0,-728000000.0,
Interest Expense,694000000.0,710000000.0,708000000.0,755000000.0,728000000.0,
Normalized Income,-5347270000.0,-683680000.0,-37000000.0,-3914995846.56731,-6155120000.0,
Net Income From Continuing And Discontinued Operation,-5337000000.0,-611000000.0,-37000000.0,-3865000000.0,-6170000000.0,
Total Expenses,28064000000.0,23017000000.0,19035000000.0,19065000000.0,23586000000.0,
Total Operating Income As Reported,-4781000000.0,-176000000.0,461000000.0,-3770000000.0,-5761000000.0,
Diluted Average Shares,756700000.0,664130435.0,768750000.0,718100000.0,618856570.0,
Basic Average Shares,747478992.0,664130435.0,768750000.0,707875458.0,618856570.0,
Diluted EPS,-7.14,-0.92,-0.16,-5.46,-9.97,
Basic EPS,-7.14,-0.92,-0.16,-5.46,-9.97,
Diluted NI Availto Com Stockholders,-5337000000.0,-697000000.0,-123000000.0,-3923000000.0,-6170000000.0,
Net Income Common Stockholders,-5337000000.0,-697000000.0,-123000000.0,-3923000000.0,-6170000000.0,
Preferred Stock Dividends,,86000000.0,86000000.0,,,
Net Income,-5337000000.0,-611000000.0,-37000000.0,-3865000000.0,-6170000000.0,
Minority Interests,2000000.0,1000000.0,-6000000.0,-4000000.0,4000000.0,
Net Income Including Noncontrolling Interests,-5339000000.0,-612000000.0,-31000000.0,-3861000000.0,-6174000000.0,
Net Income Continuous Operations,-5339000000.0,-612000000.0,-31000000.0,-3861000000.0,-6174000000.0,
Tax Provision,140000000.0,51000000.0,107000000.0,-232000000.0,-50000000.0,
Pretax Income,-5199000000.0,-561000000.0,76000000.0,-4093000000.0,-6224000000.0,
Other Income Expense,289000000.0,417000000.0,323000000.0,485000000.0,250000000.0,
Other Non Operating Income Expenses,276000000.0,325000000.0,323000000.0,432000000.0,265000000.0,
Special Income Charges,-1000000.0,67000000.0,-3000000.0,41000000.0,,5000000.0
Gain On Sale Of Ppe,-1000000.0,67000000.0,-3000000.0,41000000.0,,5000000.0
Gain On Sale Of Security,14000000.0,25000000.0,3000000.0,12000000.0,-15000000.0,
Net Non Operating Interest Income Expense,-694000000.0,-710000000.0,-708000000.0,-755000000.0,-728000000.0,
Interest Expense Non Operating,694000000.0,710000000.0,708000000.0,755000000.0,728000000.0,
Operating Income,-4794000000.0,-268000000.0,461000000.0,-3823000000.0,-5746000000.0,
Operating Expense,2419000000.0,2703000000.0,1956000000.0,2234000000.0,2239000000.0,
Research And Development,897000000.0,910000000.0,844000000.0,836000000.0,1154000000.0,
Selling General And Administration,1522000000.0,1793000000.0,1112000000.0,1398000000.0,1085000000.0,
General And Administrative Expense,1522000000.0,1793000000.0,1112000000.0,1398000000.0,1085000000.0,
Other Gand A,1522000000.0,1793000000.0,1112000000.0,1398000000.0,1085000000.0,
Gross Profit,-2375000000.0,2435000000.0,2417000000.0,-1589000000.0,-3507000000.0,
Cost Of Revenue,25645000000.0,20314000000.0,17079000000.0,16831000000.0,21347000000.0,
Total Revenue,23270000000.0,22749000000.0,19496000000.0,15242000000.0,17840000000.0,
Operating Revenue,23270000000.0,22749000000.0,19496000000.0,15242000000.0,17840000000.0,
