,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.23,0.175866,0.109827,0.258842,0.211527,,
Normalized EBITDA,1625000000.0,612000000.0,63000000.0,452000000.0,1525000000.0,,
Net Income From Continuing Operation Net Minority Interest,1374000000.0,642000000.0,154000000.0,461000000.0,1368000000.0,,
Reconciled Depreciation,,,25000000.0,22000000.0,15000000.0,14000000.0,14000000.0
Reconciled Cost Of Revenue,549000000.0,544000000.0,506000000.0,427000000.0,465000000.0,,
EBITDA,1625000000.0,612000000.0,63000000.0,452000000.0,1525000000.0,,
EBIT,1625000000.0,612000000.0,38000000.0,430000000.0,1525000000.0,,
Net Interest Income,180000000.0,190000000.0,173000000.0,183000000.0,207000000.0,,
Interest Income,180000000.0,190000000.0,173000000.0,183000000.0,207000000.0,,
Normalized Income,1374000000.0,642000000.0,154000000.0,461000000.0,1368000000.0,,
Net Income From Continuing And Discontinued Operation,1374000000.0,642000000.0,154000000.0,461000000.0,1368000000.0,,
Total Expenses,2470000000.0,2484000000.0,2234000000.0,2050000000.0,2207000000.0,,
Total Operating Income As Reported,1625000000.0,612000000.0,38000000.0,430000000.0,1525000000.0,,
Diluted Average Shares,621000000.0,626000000.0,632000000.0,636000000.0,642000000.0,,
Basic Average Shares,611000000.0,615000000.0,621000000.0,625000000.0,631000000.0,,
Diluted EPS,2.21,1.03,0.24,0.73,2.13,,
Basic EPS,2.25,1.04,0.25,0.74,2.17,,
Diluted NI Availto Com Stockholders,1375000000.0,643000000.0,155000000.0,459000000.0,1369000000.0,,
Average Dilution Earnings,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,
Net Income Common Stockholders,1374000000.0,642000000.0,154000000.0,461000000.0,1368000000.0,,
Net Income,1374000000.0,642000000.0,154000000.0,461000000.0,1368000000.0,,
Net Income Including Noncontrolling Interests,1374000000.0,642000000.0,154000000.0,461000000.0,1368000000.0,,
Net Income Continuous Operations,1374000000.0,642000000.0,154000000.0,461000000.0,1368000000.0,,
Tax Provision,418000000.0,137000000.0,19000000.0,161000000.0,367000000.0,,
Pretax Income,1792000000.0,779000000.0,173000000.0,622000000.0,1735000000.0,,
Other Income Expense,-13000000.0,-23000000.0,-38000000.0,9000000.0,3000000.0,,
Other Non Operating Income Expenses,-13000000.0,-23000000.0,-38000000.0,9000000.0,3000000.0,,
Net Non Operating Interest Income Expense,180000000.0,190000000.0,173000000.0,183000000.0,207000000.0,,
Interest Income Non Operating,180000000.0,190000000.0,173000000.0,183000000.0,207000000.0,,
Operating Income,1625000000.0,612000000.0,38000000.0,430000000.0,1525000000.0,,
Operating Expense,1921000000.0,1940000000.0,1728000000.0,1623000000.0,1742000000.0,,
Other Operating Expenses,365000000.0,332000000.0,303000000.0,290000000.0,369000000.0,,
Research And Development,587000000.0,610000000.0,568000000.0,538000000.0,524000000.0,,
Selling General And Administration,969000000.0,998000000.0,857000000.0,795000000.0,849000000.0,,
Selling And Marketing Expense,639000000.0,691000000.0,563000000.0,547000000.0,514000000.0,,
General And Administrative Expense,330000000.0,307000000.0,294000000.0,248000000.0,335000000.0,,
Other Gand A,330000000.0,307000000.0,294000000.0,248000000.0,335000000.0,,
Gross Profit,3546000000.0,2552000000.0,1766000000.0,2053000000.0,3267000000.0,,
Cost Of Revenue,549000000.0,544000000.0,506000000.0,427000000.0,465000000.0,,
Total Revenue,4095000000.0,3096000000.0,2272000000.0,2480000000.0,3732000000.0,,
Operating Revenue,4095000000.0,3096000000.0,2272000000.0,2480000000.0,3732000000.0,,
