,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,368000000.0,573000000.0,123000000.0,608000000.0,798000000.0,,
Repurchase Of Capital Stock,-20000000.0,-59000000.0,-61000000.0,-248000000.0,-596000000.0,,
Repayment Of Debt,-300000000.0,0.0,-250000000.0,0.0,-554000000.0,,
Issuance Of Debt,,,,0.0,0.0,0.0,0.0
Capital Expenditure,-340000000.0,-197000000.0,-204000000.0,-209000000.0,-160000000.0,,
End Cash Position,634000000.0,657000000.0,563000000.0,1021000000.0,1111000000.0,,
Beginning Cash Position,657000000.0,563000000.0,1021000000.0,1111000000.0,1163000000.0,,
Effect Of Exchange Rate Changes,-5000000.0,17000000.0,17000000.0,-27000000.0,2000000.0,,
Changes In Cash,-18000000.0,77000000.0,-475000000.0,-63000000.0,-54000000.0,,
Financing Cash Flow,-388000000.0,-500000000.0,-683000000.0,-686000000.0,-1482000000.0,,
Cash Flow From Continuing Financing Activities,-388000000.0,-500000000.0,-683000000.0,-686000000.0,-1482000000.0,,
Net Other Financing Charges,-17000000.0,-34000000.0,-42000000.0,-37000000.0,-3000000.0,,
Proceeds From Stock Option Exercised,4000000.0,6000000.0,30000000.0,8000000.0,87000000.0,,
Cash Dividends Paid,-418000000.0,-419000000.0,-405000000.0,-408000000.0,-411000000.0,,
Common Stock Dividend Paid,-418000000.0,-419000000.0,-405000000.0,-408000000.0,-411000000.0,,
Net Common Stock Issuance,-20000000.0,-59000000.0,-61000000.0,-248000000.0,-596000000.0,,
Common Stock Payments,-20000000.0,-59000000.0,-61000000.0,-248000000.0,-596000000.0,,
Net Issuance Payments Of Debt,63000000.0,6000000.0,-205000000.0,-1000000.0,-559000000.0,,
Net Short Term Debt Issuance,363000000.0,6000000.0,45000000.0,-1000000.0,-5000000.0,,
Net Long Term Debt Issuance,-300000000.0,0.0,-250000000.0,0.0,-554000000.0,,
Long Term Debt Payments,-300000000.0,0.0,-250000000.0,0.0,-554000000.0,,
Long Term Debt Issuance,,,,0.0,0.0,0.0,0.0
Investing Cash Flow,-338000000.0,-193000000.0,-119000000.0,-194000000.0,470000000.0,,
Cash Flow From Continuing Investing Activities,-338000000.0,-193000000.0,-119000000.0,-194000000.0,470000000.0,,
Net Other Investing Changes,16000000.0,36000000.0,-2000000.0,30000000.0,651000000.0,,
Net Investment Purchase And Sale,-14000000.0,-32000000.0,87000000.0,-15000000.0,-21000000.0,,
Sale Of Investment,134000000.0,96000000.0,186000000.0,134000000.0,193000000.0,,
Purchase Of Investment,-148000000.0,-128000000.0,-99000000.0,-149000000.0,-214000000.0,,
Capital Expenditure Reported,-340000000.0,-197000000.0,-204000000.0,-209000000.0,-160000000.0,,
Operating Cash Flow,708000000.0,770000000.0,327000000.0,817000000.0,958000000.0,,
Cash Flow From Continuing Operating Activities,708000000.0,770000000.0,327000000.0,817000000.0,958000000.0,,
Change In Working Capital,-208000000.0,5000000.0,-476000000.0,24000000.0,289000000.0,,
Other Non Cash Items,2000000.0,6000000.0,-1000000.0,5000000.0,-17000000.0,,
Stock Based Compensation,42000000.0,41000000.0,32000000.0,21000000.0,39000000.0,,
Asset Impairment Charge,0.0,,,0.0,109000000.0,5000000.0,0.0
Deferred Tax,234000000.0,-37000000.0,7000000.0,48000000.0,-7000000.0,,
Deferred Income Tax,234000000.0,-37000000.0,7000000.0,48000000.0,-7000000.0,,
Depreciation Amortization Depletion,176000000.0,222000000.0,218000000.0,217000000.0,191000000.0,,
Depreciation And Amortization,176000000.0,222000000.0,218000000.0,217000000.0,191000000.0,,
Operating Gains Losses,8000000.0,21000000.0,-26000000.0,50000000.0,-561000000.0,,
Pension And Employee Benefit Expense,8000000.0,6000000.0,3000000.0,-7000000.0,7000000.0,,
Earnings Losses From Equity Investments,-6000000.0,-11000000.0,-39000000.0,31000000.0,-11000000.0,,
Net Income From Continuing Operations,454000000.0,512000000.0,573000000.0,452000000.0,915000000.0,,
