,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,3765000.0,1764000.0,1135000.0,1855302.279485,273000.0
Tax Rate For Calcs,0.251,0.252,0.227,0.206145,0.273
Normalized EBITDA,1456000000.0,2113000000.0,2294000000.0,1432000000.0,1368000000.0
Total Unusual Items,15000000.0,7000000.0,5000000.0,9000000.0,1000000.0
Total Unusual Items Excluding Goodwill,15000000.0,7000000.0,5000000.0,9000000.0,1000000.0
Net Income From Continuing Operation Net Minority Interest,747000000.0,1211000000.0,1381000000.0,788000000.0,747000000.0
Reconciled Depreciation,224000000.0,231000000.0,227000000.0,201000000.0,180000000.0
Reconciled Cost Of Revenue,3894000000.0,3895000000.0,3850000000.0,3630000000.0,3442000000.0
EBITDA,1471000000.0,2120000000.0,2299000000.0,1441000000.0,1369000000.0
EBIT,1247000000.0,1889000000.0,2072000000.0,1240000000.0,1189000000.0
Net Interest Income,-227000000.0,-238000000.0,-226000000.0,-209000000.0,-142000000.0
Interest Expense,237000000.0,243000000.0,245000000.0,231000000.0,154000000.0
Interest Income,10000000.0,5000000.0,19000000.0,22000000.0,12000000.0
Normalized Income,735765000.0,1205764000.0,1377135000.0,780855302.279485,746273000.0
Net Income From Continuing And Discontinued Operation,747000000.0,1211000000.0,1381000000.0,788000000.0,747000000.0
Total Expenses,5181000000.0,5145000000.0,5056000000.0,4925000000.0,4589000000.0
Total Operating Income As Reported,1170000000.0,1829000000.0,2005000000.0,1142000000.0,1108000000.0
Diluted Average Shares,494000000.0,495000000.0,495000000.0,496000000.0,496000000.0
Basic Average Shares,491000000.0,492000000.0,492000000.0,491000000.0,492000000.0
Diluted EPS,1.51,2.45,2.79,1.59,1.51
Basic EPS,1.52,2.46,2.81,1.6,1.52
Diluted NI Availto Com Stockholders,747000000.0,1211000000.0,1381000000.0,788000000.0,747000000.0
Net Income Common Stockholders,747000000.0,1211000000.0,1381000000.0,788000000.0,747000000.0
Net Income,747000000.0,1211000000.0,1381000000.0,788000000.0,747000000.0
Minority Interests,-10000000.0,-20000000.0,-31000000.0,-13000000.0,-5000000.0
Net Income Including Noncontrolling Interests,757000000.0,1231000000.0,1412000000.0,801000000.0,752000000.0
Net Income Continuous Operations,757000000.0,1231000000.0,1412000000.0,801000000.0,752000000.0
Tax Provision,253000000.0,415000000.0,415000000.0,208000000.0,283000000.0
Pretax Income,1010000000.0,1646000000.0,1827000000.0,1009000000.0,1035000000.0
Other Income Expense,67000000.0,55000000.0,48000000.0,76000000.0,69000000.0
Other Non Operating Income Expenses,52000000.0,48000000.0,43000000.0,67000000.0,68000000.0
Gain On Sale Of Security,15000000.0,7000000.0,5000000.0,9000000.0,1000000.0
Net Non Operating Interest Income Expense,-227000000.0,-238000000.0,-226000000.0,-209000000.0,-142000000.0
Interest Expense Non Operating,237000000.0,243000000.0,245000000.0,231000000.0,154000000.0
Interest Income Non Operating,10000000.0,5000000.0,19000000.0,22000000.0,12000000.0
Operating Income,1170000000.0,1829000000.0,2005000000.0,1142000000.0,1108000000.0
Operating Expense,1287000000.0,1250000000.0,1206000000.0,1295000000.0,1147000000.0
Other Operating Expenses,1287000000.0,1250000000.0,1206000000.0,1295000000.0,1147000000.0
Gross Profit,2457000000.0,3079000000.0,3211000000.0,2437000000.0,2255000000.0
Cost Of Revenue,3894000000.0,3895000000.0,3850000000.0,3630000000.0,3442000000.0
Total Revenue,6351000000.0,6974000000.0,7061000000.0,6067000000.0,5697000000.0
Operating Revenue,6372000000.0,6996000000.0,7076000000.0,6088000000.0,5715000000.0
