,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-38884472.708002,-29078256.880734,-23360593.220339,-13368466.790813,-49203000.0
Tax Rate For Calcs,0.311076,0.250459,0.097458,0.260087,0.21
Normalized EBITDA,424600000.0,445800000.0,256400000.0,652400000.0,464000000.0
Total Unusual Items,-125000000.0,-116100000.0,-239700000.0,-51400000.0,-234300000.0
Total Unusual Items Excluding Goodwill,-125000000.0,-116100000.0,-239700000.0,-51400000.0,-234300000.0
Net Income From Continuing Operation Net Minority Interest,124200000.0,162500000.0,-85400000.0,344500000.0,20100000.0
Reconciled Depreciation,62000000.0,61200000.0,61000000.0,63400000.0,65300000.0
Reconciled Cost Of Revenue,2033200000.0,2067500000.0,2059900000.0,2188000000.0,2177200000.0
EBITDA,299600000.0,329700000.0,16700000.0,601000000.0,229700000.0
EBIT,237600000.0,268500000.0,-44300000.0,537600000.0,164400000.0
Net Interest Income,-24600000.0,-24300000.0,-15500000.0,-22100000.0,-20700000.0
Interest Expense,48900000.0,50500000.0,50100000.0,54300000.0,54900000.0
Interest Income,24300000.0,26200000.0,34600000.0,32200000.0,34200000.0
Normalized Income,210315527.291998,249521743.119266,130939406.779661,382531533.209187,205197000.0
Net Income From Continuing And Discontinued Operation,124200000.0,162500000.0,-85400000.0,344500000.0,20100000.0
Total Expenses,2145500000.0,2175100000.0,2161300000.0,2295500000.0,2263300000.0
Total Operating Income As Reported,219000000.0,243700000.0,-42000000.0,567900000.0,132900000.0
Diluted Average Shares,368000000.0,370100000.0,375000000.0,375400000.0,376800000.0
Basic Average Shares,365000000.0,367900000.0,372500000.0,372300000.0,373900000.0
Diluted EPS,0.34,0.44,-0.23,0.92,0.05
Basic EPS,0.34,0.44,-0.23,0.93,0.05
Diluted NI Availto Com Stockholders,124200000.0,162500000.0,-85400000.0,344500000.0,20100000.0
Net Income Common Stockholders,124200000.0,162500000.0,-85400000.0,344500000.0,20100000.0
Net Income,124200000.0,162500000.0,-85400000.0,344500000.0,20100000.0
Minority Interests,-2900000.0,-1100000.0,-100000.0,-13800000.0,-4100000.0
Net Income Including Noncontrolling Interests,127100000.0,163600000.0,-85300000.0,358300000.0,24200000.0
Net Income Continuous Operations,127100000.0,163600000.0,-85300000.0,358300000.0,24200000.0
Earnings From Equity Interest Net Of Tax,-2900000.0,200000.0,-100000.0,700000.0,0.0
Tax Provision,58700000.0,54600000.0,-9200000.0,125700000.0,85300000.0
Pretax Income,188700000.0,218000000.0,-94400000.0,483300000.0,109500000.0
Other Income Expense,-135200000.0,-119400000.0,-240200000.0,-56100000.0,-235300000.0
Other Non Operating Income Expenses,-10200000.0,-3300000.0,-500000.0,-4700000.0,-1000000.0
Special Income Charges,-125000000.0,-116100000.0,-239700000.0,-51400000.0,-234300000.0
Gain On Sale Of Business,4500000.0,1900000.0,-36400000.0,-57800000.0,-1700000.0
Impairment Of Capital Assets,0.0,,,0.0,232100000.0
Restructuring And Mergern Acquisition,129500000.0,118000000.0,203300000.0,-6400000.0,500000.0
Net Non Operating Interest Income Expense,-24600000.0,-24300000.0,-15500000.0,-22100000.0,-20700000.0
Interest Expense Non Operating,48900000.0,50500000.0,50100000.0,54300000.0,54900000.0
Interest Income Non Operating,24300000.0,26200000.0,34600000.0,32200000.0,34200000.0
Operating Income,348500000.0,361700000.0,161300000.0,561500000.0,365500000.0
Operating Expense,112300000.0,107600000.0,101400000.0,107500000.0,86100000.0
Depreciation Amortization Depletion Income Statement,62000000.0,61200000.0,61000000.0,63400000.0,65300000.0
Depreciation And Amortization In Income Statement,62000000.0,61200000.0,61000000.0,63400000.0,65300000.0
Selling General And Administration,50300000.0,46400000.0,40400000.0,44100000.0,20800000.0
Gross Profit,460800000.0,469300000.0,262700000.0,669000000.0,451600000.0
Cost Of Revenue,2033200000.0,2067500000.0,2059900000.0,2188000000.0,2177200000.0
Total Revenue,2494000000.0,2536800000.0,2322600000.0,2857000000.0,2628800000.0
Operating Revenue,2494000000.0,2536800000.0,2322600000.0,2857000000.0,2628800000.0
