,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.217,0.24,0.208482,0.218,0.24
Normalized EBITDA,362624000.0,203425000.0,209532000.0,601713000.0,336752000.0
Net Income From Continuing Operation Net Minority Interest,268152000.0,139203000.0,151411000.0,456734000.0,242321000.0
Reconciled Depreciation,19747000.0,19424000.0,17515000.0,17161000.0,16689000.0
Reconciled Cost Of Revenue,627018000.0,426632000.0,442012000.0,724542000.0,578048000.0
EBITDA,362624000.0,203425000.0,209532000.0,601713000.0,336752000.0
EBIT,342877000.0,184001000.0,192017000.0,584552000.0,320063000.0
Net Interest Income,14535000.0,17761000.0,19637000.0,15368000.0,13646000.0
Interest Expense,521000.0,935000.0,725000.0,610000.0,1151000.0
Interest Income,15056000.0,18696000.0,20362000.0,15978000.0,14797000.0
Normalized Income,268152000.0,139203000.0,151411000.0,456734000.0,242321000.0
Net Income From Continuing And Discontinued Operation,268152000.0,139203000.0,151411000.0,456734000.0,242321000.0
Total Expenses,1104319000.0,799251000.0,847855000.0,1259891000.0,1006234000.0
Total Operating Income As Reported,326521000.0,165287000.0,173925000.0,567274000.0,305086000.0
Diluted Average Shares,147652000.0,149635000.0,151685000.0,152386000.0,152778000.0
Basic Average Shares,147395000.0,149344000.0,151029000.0,151820000.0,152240000.0
Diluted EPS,1.82,0.93,1.0,3.0,1.59
Basic EPS,1.82,0.93,1.0,3.01,1.59
Diluted NI Availto Com Stockholders,268152000.0,139203000.0,151411000.0,456734000.0,242321000.0
Net Income Common Stockholders,268152000.0,139203000.0,151411000.0,456734000.0,242321000.0
Net Income,268152000.0,139203000.0,151411000.0,456734000.0,242321000.0
Net Income Including Noncontrolling Interests,268152000.0,139203000.0,151411000.0,456734000.0,242321000.0
Net Income Continuous Operations,268152000.0,139203000.0,151411000.0,456734000.0,242321000.0
Tax Provision,74204000.0,43863000.0,39881000.0,127208000.0,76591000.0
Pretax Income,342356000.0,183066000.0,191292000.0,583942000.0,318912000.0
Other Income Expense,1300000.0,18000.0,-2270000.0,1300000.0,180000.0
Other Non Operating Income Expenses,1300000.0,18000.0,-2270000.0,1300000.0,180000.0
Net Non Operating Interest Income Expense,14535000.0,17761000.0,19637000.0,15368000.0,13646000.0
Interest Expense Non Operating,521000.0,935000.0,725000.0,610000.0,1151000.0
Interest Income Non Operating,15056000.0,18696000.0,20362000.0,15978000.0,14797000.0
Operating Income,326521000.0,165287000.0,173925000.0,567274000.0,305086000.0
Operating Expense,477301000.0,372619000.0,405843000.0,535349000.0,428186000.0
Selling General And Administration,477301000.0,372619000.0,405843000.0,535349000.0,428186000.0
Gross Profit,803822000.0,537906000.0,579768000.0,1102623000.0,733272000.0
Cost Of Revenue,627018000.0,426632000.0,442012000.0,724542000.0,578048000.0
Total Revenue,1430840000.0,964538000.0,1021780000.0,1827165000.0,1311320000.0
Operating Revenue,1430840000.0,964538000.0,1021780000.0,1827165000.0,1311320000.0
