,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,118567917.0,121895045.0,122243683.0,124155884.0,125154194.0,,
Share Issued,118567917.0,121895045.0,122243683.0,124155884.0,125154194.0,,
Net Debt,2960000000.0,2873000000.0,2764000000.0,2414000000.0,2527000000.0,,
Total Debt,3441000000.0,3358000000.0,3224000000.0,2870000000.0,2992000000.0,,
Tangible Book Value,-1832000000.0,-1681000000.0,-1674000000.0,-1517000000.0,-1583000000.0,,
Invested Capital,6457000000.0,6463000000.0,6201000000.0,5929000000.0,6156000000.0,,
Working Capital,1246000000.0,1236000000.0,1120000000.0,1180000000.0,1218000000.0,,
Net Tangible Assets,-1832000000.0,-1681000000.0,-1674000000.0,-1517000000.0,-1583000000.0,,
Capital Lease Obligations,345000000.0,340000000.0,333000000.0,334000000.0,339000000.0,,
Common Stock Equity,3361000000.0,3445000000.0,3310000000.0,3393000000.0,3503000000.0,,
Total Capitalization,5514000000.0,5535000000.0,5278000000.0,5223000000.0,5409000000.0,,
Total Equity Gross Minority Interest,4900000000.0,4899000000.0,4719000000.0,4837000000.0,4971000000.0,,
Minority Interest,1539000000.0,1454000000.0,1409000000.0,1444000000.0,1468000000.0,,
Stockholders Equity,3361000000.0,3445000000.0,3310000000.0,3393000000.0,3503000000.0,,
Gains Losses Not Affecting Retained Earnings,-222000000.0,-227000000.0,-317000000.0,-379000000.0,-264000000.0,,
Other Equity Adjustments,-222000000.0,-227000000.0,-317000000.0,-379000000.0,-264000000.0,,
Retained Earnings,3375000000.0,3485000000.0,3626000000.0,3771000000.0,3766000000.0,,
Additional Paid In Capital,207000000.0,186000000.0,0.0,0.0,0.0,,
Capital Stock,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,6197000000.0,6007000000.0,5761000000.0,5381000000.0,5634000000.0,,
Total Non Current Liabilities Net Minority Interest,3048000000.0,3000000000.0,2844000000.0,2578000000.0,2705000000.0,,
Other Non Current Liabilities,487000000.0,504000000.0,485000000.0,387000000.0,414000000.0,,
Non Current Deferred Liabilities,144000000.0,147000000.0,135000000.0,102000000.0,123000000.0,,
Non Current Deferred Taxes Liabilities,144000000.0,147000000.0,135000000.0,102000000.0,123000000.0,,
Long Term Debt And Capital Lease Obligation,2417000000.0,2349000000.0,2224000000.0,2089000000.0,2168000000.0,,
Long Term Capital Lease Obligation,264000000.0,259000000.0,256000000.0,259000000.0,262000000.0,,
Long Term Debt,2153000000.0,2090000000.0,1968000000.0,1830000000.0,1906000000.0,,
Current Liabilities,3149000000.0,3007000000.0,2917000000.0,2803000000.0,2929000000.0,,
Current Debt And Capital Lease Obligation,1024000000.0,1009000000.0,1000000000.0,781000000.0,824000000.0,,
Current Capital Lease Obligation,81000000.0,81000000.0,77000000.0,75000000.0,77000000.0,,
Current Debt,943000000.0,928000000.0,923000000.0,706000000.0,747000000.0,,
Other Current Borrowings,30000000.0,27000000.0,56000000.0,56000000.0,109000000.0,,
Line Of Credit,913000000.0,901000000.0,867000000.0,650000000.0,638000000.0,,
Payables And Accrued Expenses,2125000000.0,1998000000.0,1917000000.0,2022000000.0,2105000000.0,,
Current Accrued Expenses,909000000.0,910000000.0,849000000.0,921000000.0,920000000.0,,
Payables,1216000000.0,1088000000.0,1068000000.0,1101000000.0,1185000000.0,,
Total Tax Payable,181000000.0,170000000.0,160000000.0,139000000.0,159000000.0,,
Accounts Payable,1035000000.0,918000000.0,908000000.0,962000000.0,1026000000.0,,
Total Assets,11097000000.0,10906000000.0,10480000000.0,10218000000.0,10605000000.0,,
Total Non Current Assets,6702000000.0,6663000000.0,6443000000.0,6235000000.0,6458000000.0,,
Other Non Current Assets,598000000.0,650000000.0,609000000.0,118000000.0,528000000.0,,
Defined Pension Benefit,,,,9000000.0,,,
Non Current Prepaid Assets,,,,4000000.0,,,
Non Current Deferred Assets,,,,137000000.0,,,
Non Current Deferred Taxes Assets,,,,47000000.0,,,
Non Current Note Receivables,,,,63000000.0,,,
Investments And Advances,,,,170000000.0,,,503000000.0
Long Term Equity Investment,,,,170000000.0,,,
