,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30
Free Cash Flow,1868000000.0,2228000000.0,-150000000.0,914000000.0,658000000.0,
Repurchase Of Capital Stock,-945000000.0,-2332000000.0,-751000000.0,-454000000.0,-739000000.0,
Repayment Of Debt,-1114000000.0,-2310000000.0,-976000000.0,-3200000000.0,-2917000000.0,
Issuance Of Debt,962000000.0,6308000000.0,645000000.0,3680000000.0,1941000000.0,
Issuance Of Capital Stock,,,0.0,0.0,1000000.0,0.0
Capital Expenditure,-675000000.0,-568000000.0,-735000000.0,-639000000.0,-682000000.0,
End Cash Position,8291000000.0,7853000000.0,3819000000.0,5404000000.0,4671000000.0,
Beginning Cash Position,7853000000.0,3819000000.0,5404000000.0,4671000000.0,5962000000.0,
Effect Of Exchange Rate Changes,15000000.0,89000000.0,-101000000.0,19000000.0,-42000000.0,
Changes In Cash,423000000.0,3945000000.0,-1484000000.0,714000000.0,-1249000000.0,
Financing Cash Flow,-1465000000.0,1237000000.0,-1391000000.0,-315000000.0,-2032000000.0,
Cash Flow From Continuing Financing Activities,-1465000000.0,1237000000.0,-1391000000.0,-315000000.0,-2032000000.0,
Net Other Financing Charges,-3000000.0,-33000000.0,2000000.0,-29000000.0,-2000000.0,
Cash Dividends Paid,-366000000.0,-396000000.0,-311000000.0,-312000000.0,-316000000.0,
Common Stock Dividend Paid,-366000000.0,-396000000.0,-311000000.0,-312000000.0,-316000000.0,
Net Common Stock Issuance,-944000000.0,-2332000000.0,-751000000.0,-454000000.0,-738000000.0,
Common Stock Payments,-945000000.0,-2332000000.0,-751000000.0,-454000000.0,-739000000.0,
Common Stock Issuance,,,0.0,0.0,1000000.0,0.0
Net Issuance Payments Of Debt,-152000000.0,3998000000.0,-331000000.0,480000000.0,-976000000.0,
Net Long Term Debt Issuance,-152000000.0,3998000000.0,-331000000.0,480000000.0,-976000000.0,
Long Term Debt Payments,-1114000000.0,-2310000000.0,-976000000.0,-3200000000.0,-2917000000.0,
Long Term Debt Issuance,962000000.0,6308000000.0,645000000.0,3680000000.0,1941000000.0,
Investing Cash Flow,-655000000.0,-88000000.0,-678000000.0,-524000000.0,-557000000.0,
Cash Flow From Continuing Investing Activities,-655000000.0,-88000000.0,-678000000.0,-524000000.0,-557000000.0,
Net Other Investing Changes,20000000.0,13000000.0,54000000.0,13000000.0,53000000.0,
Net Investment Purchase And Sale,0.0,-66000000.0,3000000.0,102000000.0,72000000.0,
Sale Of Investment,28000000.0,31000000.0,45000000.0,121000000.0,97000000.0,
Purchase Of Investment,-28000000.0,-97000000.0,-42000000.0,-19000000.0,-25000000.0,
Net Business Purchase And Sale,0.0,533000000.0,0.0,0.0,0.0,
Sale Of Business,0.0,533000000.0,,,0.0,0.0
Purchase Of Business,,,0.0,,,
Capital Expenditure Reported,-675000000.0,-568000000.0,-735000000.0,-639000000.0,-682000000.0,
Operating Cash Flow,2543000000.0,2796000000.0,585000000.0,1553000000.0,1340000000.0,
Cash Flow From Continuing Operating Activities,2543000000.0,2796000000.0,585000000.0,1553000000.0,1340000000.0,
Change In Working Capital,94000000.0,985000000.0,-2074000000.0,-545000000.0,-733000000.0,
Change In Other Working Capital,3728000000.0,-3506000000.0,301000000.0,492000000.0,400000000.0,
Change In Payables And Accrued Expense,2104000000.0,4511000000.0,-2386000000.0,-637000000.0,3521000000.0,
Change In Payable,2104000000.0,4511000000.0,-2386000000.0,-637000000.0,3521000000.0,
Change In Account Payable,2104000000.0,4511000000.0,-2386000000.0,-637000000.0,3521000000.0,
Change In Inventory,119000000.0,-734000000.0,-193000000.0,-805000000.0,-1281000000.0,
Change In Receivables,-5857000000.0,714000000.0,204000000.0,405000000.0,-3373000000.0,
Changes In Account Receivables,-5265000000.0,691000000.0,736000000.0,172000000.0,-2886000000.0,
Other Non Cash Items,215000000.0,174000000.0,-168000000.0,164000000.0,233000000.0,
Stock Based Compensation,179000000.0,190000000.0,186000000.0,198000000.0,191000000.0,
Deferred Tax,129000000.0,-256000000.0,214000000.0,-78000000.0,-17000000.0,
Deferred Income Tax,129000000.0,-256000000.0,214000000.0,-78000000.0,-17000000.0,
Depreciation Amortization Depletion,762000000.0,738000000.0,774000000.0,765000000.0,784000000.0,
Depreciation And Amortization,762000000.0,738000000.0,774000000.0,765000000.0,784000000.0,
Net Income From Continuing Operations,1164000000.0,965000000.0,1653000000.0,1049000000.0,882000000.0,
